"origWdId","origName","frName","wpPage","stintType","timePeriod","teamName","teamWP","matchesPlayed","pointsScored","startYear","endYear"
"Q131895","Ross Filipo","Ross Filipo","Ross_Filipo","Senior","2011-2012","London Wasps","Wasps","17","15","2011","2012"
"Q131895","Ross Filipo","Ross Filipo","Ross_Filipo","Senior","2012-2014","Wellington","Wellington_Rugby_Football_Union","16","49","2012","2014"
"Q131895","Ross Filipo","Ross Filipo","Ross_Filipo","Senior","2013-2015","Chiefs","Chiefs_(rugby_%C3%A0_XV)","7","0","2013","2015"
"Q131895","Ross Filipo","Ross Filipo","Ross_Filipo","Senior","2015-2016","Racing Métro 92","Racing_92","8","0","2015","2016"
"Q131895","Ross Filipo","Ross Filipo","Ross_Filipo","Senior","2016-2016","Hawke's Bay","Hawke%27s_Bay_Rugby_Union","6","0","2016","2016"
"Q131895","Ross Filipo","Ross Filipo","Ross_Filipo","Senior","2017-2018","Coca Cola Red Sparks","Coca_Cola_Red_Sparks","2","0","2017","2018"
"Q131895","Ross Filipo","Ross Filipo","Ross_Filipo","International","2005-2008","Māori de NlleZélande","%C3%89quipe_des_M%C4%81ori_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","7","0","2005","2008"
"Q131895","Ross Filipo","Ross Filipo","Ross_Filipo","International","2007-2008","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","4","0","2007","2008"
"Q135385","Israel Dagg","Israel Dagg","Israel_Dagg","Senior","2006-2015","Hawke's Bay","Hawke%27s_Bay_Rugby_Union","50","86","2006","2015"
"Q135385","Israel Dagg","Israel Dagg","Israel_Dagg","Senior","2009-2010","Highlanders","Highlanders","25","133","2009","2010"
"Q135385","Israel Dagg","Israel Dagg","Israel_Dagg","Senior","2011-2018","Crusaders","Crusaders","89","140","2011","2018"
"Q135385","Israel Dagg","Israel Dagg","Israel_Dagg","Senior","2018-2018","Canon Eagles","Yokohama_Canon_Eagles","3","0","2018","2018"
"Q135385","Israel Dagg","Israel Dagg","Israel_Dagg","International","2010-2017","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","66","138","2010","2017"
"Q138586","Gurthrö Steenkamp","Gurthrö Steenkamp","Gurthr%C3%B6_Steenkamp","Senior","2002-2004","Free State Cheetahs","Free_State_Cheetahs","23","10","2002","2004"
"Q138586","Gurthrö Steenkamp","Gurthrö Steenkamp","Gurthr%C3%B6_Steenkamp","Senior","2003-2004","Cats","Lions_(rugby_%C3%A0_XV)","9","5","2003","2004"
"Q138586","Gurthrö Steenkamp","Gurthrö Steenkamp","Gurthr%C3%B6_Steenkamp","Senior","2005-2011","Bulls","Bulls_(rugby_%C3%A0_XV)","60","5","2005","2011"
"Q138586","Gurthrö Steenkamp","Gurthrö Steenkamp","Gurthr%C3%B6_Steenkamp","Senior","2008-2010","Blue Bulls","Blue_Bulls","21","25","2008","2010"
"Q138586","Gurthrö Steenkamp","Gurthrö Steenkamp","Gurthr%C3%B6_Steenkamp","Senior","2011-2017","Stade toulousain","Stade_toulousain","128","5","2011","2017"
"Q138586","Gurthrö Steenkamp","Gurthrö Steenkamp","Gurthr%C3%B6_Steenkamp","Senior","2017-2018","Stade français Paris","Stade_fran%C3%A7ais_Paris_rugby","10","0","2017","2018"
"Q138586","Gurthrö Steenkamp","Gurthrö Steenkamp","Gurthr%C3%B6_Steenkamp","International","2004-2014","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","53","30","2004","2014"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2001-2003","Counties Manukau","Counties_Manukau_Rugby_Union","22","175","2001","2003"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2004-2011","Waikato","Waikato_Rugby_Union","57","489","2004","2011"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2011-2013","Bath Rugby","Bath_Rugby","34","169","2011","2013"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2013-2015","Mitsubishi Dynaboars","Mitsubishi_Sagamihara_Dynaboars",NA,NA,"2013","2015"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2015-2016","Waikato","Waikato_Rugby_Union","3","5","2015","2016"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2016-2017","Suntory Sungoliath","Tokyo_Sungoliath","4","5","2016","2017"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2017-2017","Counties Manukau","Counties_Manukau_Rugby_Union","9","28","2017","2017"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2017-2018","Toshiba Brave Lupus","Toshiba_Brave_Lupus_Tokyo","5","5","2017","2018"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2018-2020","NEC Green Rockets","NEC_Green_Rockets_Tokatsu","11","28","2018","2020"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2005-2011","Chiefs","Chiefs_(rugby_%C3%A0_XV)","85","857","2005","2011"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","Senior","2016-2019","Chiefs","Chiefs_(rugby_%C3%A0_XV)","21","29","2016","2019"
"Q138722","Stephen Donald","Stephen Donald","Stephen_Donald","International","2008-2011","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","23","98","2008","2011"
"Q151533","Sam Whitelock","Sam Whitelock","Sam_Whitelock","Youth","NA-NA","Palmerston North HS Old Boys' RFC",NA,NA,NA,NA,NA
"Q151533","Sam Whitelock","Sam Whitelock","Sam_Whitelock","Senior","2008-2023","Canterbury","Canterbury_Rugby_Football_Union","21","15","2008","2023"
"Q151533","Sam Whitelock","Sam Whitelock","Sam_Whitelock","Senior","2010-2023","Crusaders","Crusaders","180","45","2010","2023"
"Q151533","Sam Whitelock","Sam Whitelock","Sam_Whitelock","Senior","2020-2020","Panasonic Wild Knights","Saitama_Wild_Knights","5","0","2020","2020"
"Q151533","Sam Whitelock","Sam Whitelock","Sam_Whitelock","Senior","2023-2024","Section paloise","Section_paloise_(rugby_%C3%A0_XV)","13","10","2023","2024"
"Q151533","Sam Whitelock","Sam Whitelock","Sam_Whitelock","International","2007-2007","Nouvelle-Zélande -19",NA,"4","0","2007","2007"
"Q151533","Sam Whitelock","Sam Whitelock","Sam_Whitelock","International","2008-2008","Nouvelle-Zélande -20","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV_des_moins_de_20_ans","5","5","2008","2008"
"Q151533","Sam Whitelock","Sam Whitelock","Sam_Whitelock","International","2010-2023","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","153","35","2010","2023"
"Q151572","Victor Vito","Victor Vito","Victor_Vito","Senior","2006-2015","Wellington","Wellington_Rugby_Football_Union","62","55","2006","2015"
"Q151572","Victor Vito","Victor Vito","Victor_Vito","Senior","2009-2016","Hurricanes","Hurricanes","100","60","2009","2016"
"Q151572","Victor Vito","Victor Vito","Victor_Vito","Senior","2016-2022","Stade rochelais","Stade_rochelais","134","80","2016","2022"
"Q151572","Victor Vito","Victor Vito","Victor_Vito","International","2005-2005","Nouvelle-Zélande -19",NA,"5","5","2005","2005"
"Q151572","Victor Vito","Victor Vito","Victor_Vito","International","2007-2009","Nouvelle-Zélande à sept","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_sept","34","160","2007","2009"
"Q151572","Victor Vito","Victor Vito","Victor_Vito","International","2009-2009","Junior All Blacks",NA,"4","10","2009","2009"
"Q151572","Victor Vito","Victor Vito","Victor_Vito","International","2010-2015","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","33","20","2010","2015"
"Q163452","Tom James","Tom James","Tom_James_(rugby_%C3%A0_XV)","Senior","2006-2013","Cardiff Blues","Cardiff_Rugby","113","190","2006","2013"
"Q163452","Tom James","Tom James","Tom_James_(rugby_%C3%A0_XV)","Senior","2013-2015","Exeter Chiefs","Exeter_Chiefs","38","40","2013","2015"
"Q163452","Tom James","Tom James","Tom_James_(rugby_%C3%A0_XV)","Senior","2015-2019","Cardiff Blues","Cardiff_Rugby","49","105","2015","2019"
"Q163452","Tom James","Tom James","Tom_James_(rugby_%C3%A0_XV)","Senior","2019-2019","Scarlets","Scarlets","2","0","2019","2019"
"Q163452","Tom James","Tom James","Tom_James_(rugby_%C3%A0_XV)","International","2007-2016","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","12","10","2007","2016"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","Senior","2001-2007","Auckland","Auckland_Rugby_Football_Union","31","20","2001","2007"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","Senior","2002-2007","Blues","Blues_(rugby_%C3%A0_XV)","52","5","2002","2007"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","Senior","2008-2008","Crusaders","Crusaders","15","15","2008","2008"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","Senior","2009-2013","Blues","Blues_(rugby_%C3%A0_XV)","50","5","2009","2013"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","Senior","2011-2011","Nottingham RFC","Nottingham_Rugby_Football_Club","3","0","2011","2011"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","Senior","2012-2012","Auckland","Auckland_Rugby_Football_Union","3","0","2012","2012"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","Senior","2013-2015","RC Toulon","Rugby_club_toulonnais","42","15","2013","2015"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","Senior","2016-2017","Racing 92","Racing_92","10","0","2016","2017"
"Q165701","Ali Williams","Ali Williams","Ali_Williams","International","2002-2012","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","77","35","2002","2012"
"Q166094","Zane Kirchner","Zane Kirchner","Zane_Kirchner","Senior","2003-2007","Griquas","Griqualand_West_Griquas","58","177","2003","2007"
"Q166094","Zane Kirchner","Zane Kirchner","Zane_Kirchner","Senior","2007-2013","Blue Bulls","Blue_Bulls","43","34","2007","2013"
"Q166094","Zane Kirchner","Zane Kirchner","Zane_Kirchner","Senior","2008-2013","Bulls","Bulls_(rugby_%C3%A0_XV)","82","105","2008","2013"
"Q166094","Zane Kirchner","Zane Kirchner","Zane_Kirchner","Senior","2013-2017","Leinster","Leinster_Rugby","87","65","2013","2017"
"Q166094","Zane Kirchner","Zane Kirchner","Zane_Kirchner","Senior","2017-2019","Dragons","Dragons_RFC","25","24","2017","2019"
"Q166094","Zane Kirchner","Zane Kirchner","Zane_Kirchner","Senior","2018-2018","Bristol Bears","Bristol_Bears","3","0","2018","2018"
"Q166094","Zane Kirchner","Zane Kirchner","Zane_Kirchner","International","2009-2015","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","31","25","2009","2015"
"Q168675","Francois Pienaar","Francois Pienaar","Francois_Pienaar","Senior","1989-1996","Transvaal","Golden_Lions","100","?","1989","1996"
"Q168675","Francois Pienaar","Francois Pienaar","Francois_Pienaar","Senior","1996-1996","Lions du Transvaal","Lions_(rugby_%C3%A0_XV)","11","10","1996","1996"
"Q168675","Francois Pienaar","Francois Pienaar","Francois_Pienaar","Senior","1997-2000","Saracens","Saracens","58","75","1997","2000"
"Q168675","Francois Pienaar","Francois Pienaar","Francois_Pienaar","International","1993-1996","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","29","15","1993","1996"
"Q169368","Jean Monribot","Jean Monribot","Jean_Monribot","Youth","1993-1996","US Lalinde",NA,NA,NA,"1993","1996"
"Q169368","Jean Monribot","Jean Monribot","Jean_Monribot","Youth","2002-2005","SU Agen","Sporting_Union_Agen_Lot-et-Garonne",NA,NA,"2002","2005"
"Q169368","Jean Monribot","Jean Monribot","Jean_Monribot","Senior","2005-2013","SU Agen","Sporting_Union_Agen_Lot-et-Garonne","142","95","2005","2013"
"Q169368","Jean Monribot","Jean Monribot","Jean_Monribot","Senior","2013-2017","Aviron bayonnais","Aviron_bayonnais_rugby_pro","88","60","2013","2017"
"Q169368","Jean Monribot","Jean Monribot","Jean_Monribot","Senior","2017-2019","RC Toulon","Rugby_club_toulonnais","29","5","2017","2019"
"Q169368","Jean Monribot","Jean Monribot","Jean_Monribot","Senior","2019-2023","Aviron bayonnais","Aviron_bayonnais_rugby_pro","50","30","2019","2023"
"Q169397","Hugo Bonneval","Hugo Bonneval","Hugo_Bonneval","Youth","2005-2009","Stade français","Stade_fran%C3%A7ais_Paris_rugby",NA,NA,"2005","2009"
"Q169397","Hugo Bonneval","Hugo Bonneval","Hugo_Bonneval","Senior","2009-2017","Stade français","Stade_fran%C3%A7ais_Paris_rugby","110","122","2009","2017"
"Q169397","Hugo Bonneval","Hugo Bonneval","Hugo_Bonneval","Senior","2017-2020","RC Toulon","Rugby_club_toulonnais","40","27","2017","2020"
"Q169397","Hugo Bonneval","Hugo Bonneval","Hugo_Bonneval","Senior","2020-2021","Section paloise","Section_paloise_(rugby_%C3%A0_XV)","7","5","2020","2021"
"Q169397","Hugo Bonneval","Hugo Bonneval","Hugo_Bonneval","International","2014-2018","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","11","20","2014","2018"
"Q176596","Clive Rowlands","Clive Rowlands","Clive_Rowlands","Senior","NA-NA","Abercrave RFC",NA,"?","?",NA,NA
"Q176596","Clive Rowlands","Clive Rowlands","Clive_Rowlands","Senior","NA-NA","Pontypool RFC","Pontypool_Rugby_Football_Club","?","?",NA,NA
"Q176596","Clive Rowlands","Clive Rowlands","Clive_Rowlands","Senior","NA-NA","Llanelli RFC","Llanelli_Rugby_Football_Club","?","?",NA,NA
"Q176596","Clive Rowlands","Clive Rowlands","Clive_Rowlands","Senior","1965-1968","Swansea RFC","Swansea_Rugby_Football_Club","84","23","1965","1968"
"Q176596","Clive Rowlands","Clive Rowlands","Clive_Rowlands","International","1963-1965","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","14","3","1963","1965"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2006-2009","Natal Sharks","Natal_Sharks","18","70","2006","2009"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2009-2012","Racing 92","Racing_92","59","159","2009","2012"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2012-2014","Natal Sharks","Natal_Sharks","2","0","2012","2014"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2014-2015","Toshiba Brave Lupus","Toshiba_Brave_Lupus_Tokyo","11","47","2014","2015"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2015-2016","Toshiba Brave Lupus","Toshiba_Brave_Lupus_Tokyo","10","65","2015","2016"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2016-2020","Montpellier HR","Montpellier_H%C3%A9rault_Rugby","102","228","2016","2020"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2020-2023","Free State Cheetahs","Free_State_Cheetahs","18","87","2020","2023"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2006-2009","Sharks","Sharks_(rugby_%C3%A0_XV)","38","78","2006","2009"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2012-2014","Sharks","Sharks_(rugby_%C3%A0_XV)","30","167","2012","2014"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2015-2015","Sharks","Sharks_(rugby_%C3%A0_XV)","7","38","2015","2015"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","Senior","2020-2023","Cheetahs","Cheetahs","6","0","2020","2023"
"Q181263","François Steyn","François Steyn","Fran%C3%A7ois_Steyn","International","2006-2022","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","78","165","2006","2022"
"Q188309","Sergio Parisse","Sergio Parisse","Sergio_Parisse","Youth","2001-2003","Benetton Trévise","Benetton_Rugby_Tr%C3%A9vise",NA,NA,"2001","2003"
"Q188309","Sergio Parisse","Sergio Parisse","Sergio_Parisse","Senior","2002-2005","Benetton Trévise","Benetton_Rugby_Tr%C3%A9vise","47","65","2002","2005"
"Q188309","Sergio Parisse","Sergio Parisse","Sergio_Parisse","Senior","2005-2019","Stade français","Stade_fran%C3%A7ais_Paris_rugby","265","238","2005","2019"
"Q188309","Sergio Parisse","Sergio Parisse","Sergio_Parisse","Senior","2019-2023","RC Toulon","Rugby_club_toulonnais","65","45","2019","2023"
"Q188309","Sergio Parisse","Sergio Parisse","Sergio_Parisse","International","2002-2019","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","142","83","2002","2019"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","Senior","2008-2016","Manawatu","Manawatu_Rugby_Union","33","277","2008","2016"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","Senior","2010-2011","Hurricanes","Hurricanes","25","146","2010","2011"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","Senior","2012-2017","Chiefs","Chiefs_(rugby_%C3%A0_XV)","89","682","2012","2017"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","Senior","2017-2019","Montpellier HR","Montpellier_H%C3%A9rault_Rugby","47","154","2017","2019"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","Senior","2020-2020","Chiefs","Chiefs_(rugby_%C3%A0_XV)","11","39","2020","2020"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","Senior","2021-2022","Kobelco Steelers","Kobelco_Kobe_Steelers","13","100","2021","2022"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","Senior","2022-2023","Tokyo Sungoliath","Tokyo_Sungoliath","?","?","2022","2023"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","Senior","2023-NA","Waikato","Waikato_Rugby_Union","9","48","2023",NA
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","International","2009-2009","Nouvelle-Zélande -20","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV_des_moins_de_20_ans","4","35","2009","2009"
"Q193926","Aaron Cruden","Aaron Cruden","Aaron_Cruden","International","2010-2017","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","50","322","2010","2017"
"Q194026","Jimmy Cowan","Jimmy Cowan","Jimmy_Cowan","Senior","2000-2012","Southland","Southland_Rugby_Football_Union","101","98","2000","2012"
"Q194026","Jimmy Cowan","Jimmy Cowan","Jimmy_Cowan","Senior","2014-2015","Tasman","Tasman_Rugby_Union","23","40","2014","2015"
"Q194026","Jimmy Cowan","Jimmy Cowan","Jimmy_Cowan","Senior","2016-2016","Southland","Southland_Rugby_Football_Union","10","8","2016","2016"
"Q194026","Jimmy Cowan","Jimmy Cowan","Jimmy_Cowan","Senior","2003-2012","Highlanders","Highlanders","108","50","2003","2012"
"Q194026","Jimmy Cowan","Jimmy Cowan","Jimmy_Cowan","Senior","2015-2015","Blues","Blues_(rugby_%C3%A0_XV)","14","5","2015","2015"
"Q194026","Jimmy Cowan","Jimmy Cowan","Jimmy_Cowan","Senior","2012-2014","Gloucester","Gloucester_Rugby_Football_Club","38","5","2012","2014"
"Q194026","Jimmy Cowan","Jimmy Cowan","Jimmy_Cowan","International","2002-2003","Nouvelle-Zélande -21",NA,"10","20","2002","2003"
"Q194026","Jimmy Cowan","Jimmy Cowan","Jimmy_Cowan","International","2004-2011","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","51","35","2004","2011"
"Q200427","Dimitri Szarzewski","Dimitri Szarzewski","Dimitri_Szarzewski","Youth","2004-2011","AS Béziers","Association_sportive_de_B%C3%A9ziers_H%C3%A9rault",NA,NA,"2004","2011"
"Q200427","Dimitri Szarzewski","Dimitri Szarzewski","Dimitri_Szarzewski","Senior","2002-2005","AS Béziers","Association_sportive_de_B%C3%A9ziers_H%C3%A9rault","57","45","2002","2005"
"Q200427","Dimitri Szarzewski","Dimitri Szarzewski","Dimitri_Szarzewski","Senior","2005-2012","Stade français","Stade_fran%C3%A7ais_Paris_rugby","131","110","2005","2012"
"Q200427","Dimitri Szarzewski","Dimitri Szarzewski","Dimitri_Szarzewski","Senior","2012-2019","Racing 92","Racing_92","151","90","2012","2019"
"Q200427","Dimitri Szarzewski","Dimitri Szarzewski","Dimitri_Szarzewski","International","2004-2015","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","83","35","2004","2015"
"Q200837","Anthony Tuitavake","Anthony Tuitavake","Anthony_Tuitavake","Senior","2001-2009","North Harbour","North_Harbour_Rugby_Union","82","140","2001","2009"
"Q200837","Anthony Tuitavake","Anthony Tuitavake","Anthony_Tuitavake","Senior","2005-2005","Highlanders","Highlanders","10","0","2005","2005"
"Q200837","Anthony Tuitavake","Anthony Tuitavake","Anthony_Tuitavake","Senior","2006-2010","Blues","Blues_(rugby_%C3%A0_XV)","45","80","2006","2010"
"Q200837","Anthony Tuitavake","Anthony Tuitavake","Anthony_Tuitavake","Senior","2010-2013","NEC Green Rockets","NEC_Green_Rockets_Tokatsu","37","30","2010","2013"
"Q200837","Anthony Tuitavake","Anthony Tuitavake","Anthony_Tuitavake","Senior","2013-2016","Montpellier HR","Montpellier_H%C3%A9rault_Rugby","72","10","2013","2016"
"Q200837","Anthony Tuitavake","Anthony Tuitavake","Anthony_Tuitavake","Senior","2016-2018","Racing 92","Racing_92","34","5","2016","2018"
"Q200837","Anthony Tuitavake","Anthony Tuitavake","Anthony_Tuitavake","International","2008-2008","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","6","5","2008","2008"
