"wpName","fusName","rugbyscopeId","teamWP"
"US vicquoise","Union sportive vicquoise; US Vicq; US vicquoise","3048",NA
"RC Guéret","RC Guéret","4538",NA
"Stade piscenois","Stade Piscénois Rugby; Stade de Pézénas; Stade piscénois","3045",NA
"Entente Aramits Asasp","Entente Aramits Asasp","3014",NA
"Whitland RFC","Whitland RFC; The Borderers; Whitland Rugby Football Club","1978",NA
"RC Castelnaudary","Rugby Olympique Castelnaudary; RO Castelnaudary","3123",NA
"Entente Vendres-Lespignan","Entente Vendres Lespignan","4619",NA
"Salisbury","Salisbury RFC; Salisbury Rugby Club; Green and white; Salisbury","2610",NA
"Glenmark RFC","Glenmark RFC","5768",NA
"Redruth R.F.C.","Redruth R.F.C.; Redruth Football Club; Redruth R.F.C. Rugby; Redruth R.F.C.Football; Redruth R.F.C.Football Club; Redruth R.F.C.Rugby Club; Redruth Rugby; Redruth RFC; Redruth Rugby Club; レッドルース","1745",NA
"SA Bourg-en-Bresse","Stade Athlétique Bourg-en-Bresse","4662",NA
"Rugby Club teillois","RC teillois","4607",NA
"AS Fontaine","AS Fontaine","5129",NA
"AL Échirolles","Amicale Laique Echirolles","4846",NA
"Loughor RFC","Loughor RFC; The Blues; Loughor Rugby Football Club","1477",NA
"JS Labouheyre","Jeunesse sportive de Labouheyre; JSL; JS Labouheyre","2934",NA
"RC Salvetat Plaisance","RC Salvetat Plaisance","4627",NA
"Real Soldevilla campétois","Real Soldevilla campétois","3013",NA
"RC Vincennes","RC Vincennes","4566",NA
"Rugby Club Teillois","RC teillois","4607",NA
"Club San Martín","Club San Martín; Club Atletico Ferrocarril General San Martin; Pacific Railway Athletic Club; Club Atlético Ferrocarril General San Martín; Pacific; Tricolor; Ferroviarios; San Martín","1105",NA
"Tailevu","Tailevu","4452",NA
"Te Papapa Onehunga RFC","Te Papapa Onehunga RFC; Te Papapa Onehunga Rugby Football & Sports Club","1875",NA
"Bidart UC","Bidart Union Club","4742",NA
"Petone RFC","Petone Rugby Club","1654",NA
"Stourbridge","Stourbridge R.F.C.; Stourbridge RFC; Stourbridge Rugby; Stourbridge Rugby Club; Stourbridge Rugby Footbal Club; Stourbridge Rugby Team; Stourbridge; Stourbridge Rugby Football Club","1847",NA
"Banbury RFC","Banbury RUFC","3166",NA
"Durham city","Durham City RFC; Durham City; Durham City Rugby Football Club","2765",NA
"Boston RC","Boston Rugby Club; Boston RFC; Boston Rugby Football Club","994",NA
"Kenilworth RFC","Kenilworth RFC; Kenilworth; Kenilworth Rugby Football Club","1401",NA
"Beddau RFC","Beddau RFC; Beddau Rugby Football Club","960",NA
"RC Riom","RC Riom","4477",NA
"Union sportive Pays de Gex","US pays de Gex","4594",NA
"RC Ustaritz Jatxou","RC Ustaritz Jatxou","4757",NA
"Hasparren AC","Hasparren AC","2598",NA
"Avenir gruissanais","Avenir Gruissanais","3298",NA
"Taffs Well RFC","Taffs Well RFC; Taffs Well Rugby Football Club","1862",NA
"Rugby sancerrois","Rugby sancerrois","4540",NA
"US aspoise","Union sportive aspoise; USA","3147",NA
"Nîmes","RC Nîmes; RC Nimes; Rugby Club nîmois; RCNG; Rugby Club Nîmes; Rugby club Nimes Gard; Rugby Club Nîmes Gard; Rugby club nimois; ニーム","624",NA
"UA Vergt","UA Vergt","4532",NA
"CA Saint-Raphaël Fréjus","Club athlétique raphaëlo-fréjusien; CARF; CA Saint-Raphaël Fréjus","3141",NA
"Ammanford RFC","Ammanford RFC; Ammanford Rugby Football Club","907",NA
"Newark RUFC","Newark RFC","4020",NA
"Penryn RFC","Penryn RFC; The Borough; Penryn Rugby Football Club","2633",NA
"Truro RFC","Truro RFC; Truro Rugby Football Club","2636",NA
"Llwynypia RFC","Llwynypia RFC; Llwynypia Rugby Football Club","1466",NA
"AZS AWF Warszawa","AZS-AWF Warsaw Rugby; AZS-AWF Warszawa; Akademicki Związek Sportowy Akademii Wychowania Fizycznego","7016",NA
"Nenagh Ormond","Nenagh Ormond; Nenagh Ormond RFC; Nenagh Ormond Rugby Football Club","2129",NA
"Racing Club Mauriacois","RC Mauriacois","4650",NA
"Stade Olympique Givors","SO Givors","3044",NA
"Namosi","Namosi","4448",NA
"ASD Rugby Casale","Rugby Casale; ASD Rugby Casale","785",NA
"AS Lagny Rugby","AS Lagny Rugby","4711",NA
"AS Ondres","Association sportive ondraise; ASO; USO; AS Ondres; Union sportive ondraise; US Ondres","3008",NA
"Poneke FC","Poneke FC; ポネケ","6084",NA
"Rugby Noceto","Rugby Noceto Football Club; Rugby Noceto FC","846",NA
"Rugby Paese","Rugby Paese; ASD Rugby Paese","782",NA
"Seapoint RFC","Seapoint RFC; Point; Seapoint Rugby Football Club","1793",NA
"Littleborough RUFC","Littleborough RFC","4160",NA
"TUT Vikings","TUT Vikings","6195",NA
"Hartpury College RFC","Hartpury University RFC; Hartpury RFC; Hartpury Rugby; Hartpury College RFC; Hartpury College Rugby Football Club; Hartpury University R.F.C.; Hartpury University; Hartpury University Rugby Football Club; ハートプリー大学RFC; カレッジハートプリュー大学; ハイトペニーカレッジ; ハートプリー大学","2205",NA
"Oxford Harlequins","Oxford Harlequins Rugby Football Club; Oxford Harlequins; Oxford Quins","1630",NA
"Noordelikes","Noordelikes","6214",NA
"ACS Tomitanii Constanța","ACS Tomitanii Constanța; Asociația Clubul Sportiv Tomitanii Constanța; ACSトミタニー・コンスタンタ","2723",NA
"Stoke-on-Trent RUFC","Stoke on Trent RUFC; Stoke-on-Trent RUFC; Stoke-on-Trent; Stoke-on-Trent Rugby Union Football Club","2766",NA
"Longton Rugby Club","Longton Rugby Club; Longton","1471",NA
"Pembroke RFC","Pembroke RFC; The Scarlets; Pembroke Rugby Football Club","1640",NA
"Kelso","Kelso RFC; Kelso Rugby Football Club Reels; Kelso; Kelso Rugby Football Club","540",NA
"North of Ireland F.C.","North of Ireland F.C.; North of Ireland FC; North of Ireland Football Club","1586",NA
"Howe Of Fife","Howe of Fife RFC; Howe; The Howe; Howe o Fife; Quins; Harlequins; Howe of Fife Rugby Football Club","1349",NA
"Newark Rugby Club","Newark RFC","4020",NA
"Saskatoon Wild Oats RFC","Saskatoon Wild Oats RFC; Saskatoon Wild Oats R.F.C; ; Saskatoon Wild Oats Rugby Football Club","2616",NA
"Palmyra","Palmyra RC","3652",NA
"Haywards Heath RFC","Haywards Heath RFC; Haywards Heath; Heath; Haywards Heath Rugby Football Club","1314",NA
"Monmouthshire County RFC","Monmouthshire County RFC; Monmouthshire County Rugby Football Club","1525",NA
"Birkenhead Park","Birkenhead Park FC; Birkenhead Park Football Club; Birkenhead Park Rugby Union Football Club","978",NA
"Kenfig Hill RFC","Kenfig Hill RFC; The Mules; Kenfig Hill Rugby Football Club","2313",NA
"Loughborough","Loughborough RFC; Loughborough; Loughborough Rugby Football Club","1475",NA
"Old Collegians RC","Old Collegians Rugby Club; Old Collegians Rugby Union Football Club","1605",NA
"Shimizu Koto Blue Sharks","Shimizu Koto Blue Sharks; Shimizu Blue Sharks; ブルーシャークス; Koto Blue Sharks; Blue Sharks; 清水エスパルスヨシキリザメ; 清水建設; 江東BS; 清水建設ブルーシャークス","2479",NA
"RC Gura Humorului","RC Gura Humorului; Rugby Club Gura Humorului; RCグラ・フモルルイ","3064",NA
"Trimsaran RFC","Trimsaran RFC; Lone Wolves; Trimsaran United RFC; Trimsaran United Rugby Football Club","2326",NA
"Old Georgians","Old Georgians","6216",NA
"Durbanville-Bellville","Durbanville-Bellville","6209",NA
"Reading RFC","Reading R.F.C.; Reading RFC; The Green Machine; Reading Rugby Football Club","1742",NA
"Queanbeyan Whites","Queanbeyan Whites; Queanbeyan RUFC; クウィーンビアン・ホワイツ","1690",NA
"RC CERN","Rugby Club CERN","1769",NA
"Tunbridge Wells RFC","Tunbridge Wells RFC; Wells; Tunbridge Wells Rugby Football Club","1907",NA
"Pogon Siedlce","Pogoń Siedlce; MKS Pogoń Aventa Siedlce; MKS Pogoń Siedlce (rugby union); MKS Pogoń Siedlce; Miejski Klub Sportowy Pogoń Aventa Siedlce","2112",NA
"Redruth RFC","Redruth R.F.C.; Redruth Football Club; Redruth R.F.C. Rugby; Redruth R.F.C.Football; Redruth R.F.C.Football Club; Redruth R.F.C.Rugby Club; Redruth Rugby; Redruth RFC; Redruth Rugby Club; レッドルース","1745",NA
"Bradford RFC","Bradford (Park Avenue) A.F.C.; Bradford; BPA; The Avenue; BPAAFC; Bradford (Park Avenue); Bradford (Park Avenue) AFC; Bradford (Park Avenue) Association Football Club; Bradford FC; Bradford PA; Bradford Park Avenue; Bradford Park Avenue AFC; Bradford Park Avenue Association Football Club; Bradford Association Football Club; Bradford Park Avenue A.F.C.; Bradford Park Avenue F.C.; ブラッドフォード・パーク・アベニューFC; Bradford Park Avenue FC; Бредфорд (футбольний клуб); Бредфорд Парк Авеню; 布拉德福德公園大街足球會","159",NA
"Barbezieux SCR","Barbezieux Sud-Charente Rugby; Barbezieux SCR","3127",NA
"Harrogate","Harrogate RUFC; Harrogate; Harrogate RFC; Harrogate Rugby; Harrogate Rugby Club; Harrogate Rugby Football Club; Harrogate Rugby Union; Harrogate Rugby Union Club; Harrogate Rugby Union Football; Harrogate Rugby Union Football Club; RFC Harrogate; RUFC Harrogate; Rugby Club Harrogate; Rugby Football Club Harrogate; Rugby Union Football Club Harrogate; Rugby Union Football Harrogate; Rugby Union Harrogate; Aces","1303",NA
"York","York RUFC; York Rugby Union Football Club","2875",NA
"Bigua RC","Biguá Rugby Club","3414",NA
"Cumnock RFC","Cumnock RFC; Cumnock; Cumnock Rugby Football Club","2631",NA
"Akita Northern Bullets","Akita Northern Bullets; 秋田ノーザンブレッツ; 秋田ノーザンブレッツR. F. C; Akita Northern Bullets Rugby Football Club; 秋田ノーザンブリッツ; 秋田NB","2091",NA
"Hull RUFC","Hull RUFC; Hull; Hull Rugby Football Club; ハルRUFC","2298",NA
"Karaka RFC","Karaka RC","5807",NA
"Hobart Harlequins","Hobart Harlequins Rugby Union Club; Harlequins or 'Quins'; Hobart Harlequins Rugby Club","2271",NA
"Ballina RFC","Ballina R.F.C.; Ballina RFC; Ballina Rugby Football Club","2712",NA
"Douglas RFC","Douglas RFC","6567",NA
"Sundays Well RFC","Sundays Well RFC; The Well; Sundays Well Rugby Football Club","1853",NA
"Luctonians SC","Luctonians; Lucs; Luctonians RFC; Luctonians Rugby; Luctonians Rugby Club; Luctonians Sports Club","2116",NA
"Australian Barbarians","Australian Barbarians; Australian Barbarians Rugby Club","2614",NA
"Stade caennais","Stade Caennais RC","4560",NA
"US Joué","US Joué","4694",NA
"RC Combronde","RC Combronde","4869",NA
"Southern Beaches Rugby","Southern Beaches Rugby","3646",NA
"SA Parthenay","SA Parthenay","4548",NA
"Parentis SR","Parentis sport rugby; PSR; Parentis SR","2935",NA
"FC Haguenau","FC Haguenau","4583",NA
"RC Haguenau","FC Haguenau","4583",NA
"Battersea Ironsides","Battersea Ironsides","4035",NA
"Los Matreros RC","Rugby Club los Matreros; Los Matreros RC; Los Matreros Rugby Club; Los Matreros","1473",NA
"US Casteljaloux","US Casteljaloux","4493",NA
"RC bazeillais","Rugby Club Bazeillais","5009",NA
"MKS Pogoń Siedlce","Pogoń Siedlce; MKS Pogoń Aventa Siedlce; MKS Pogoń Siedlce (rugby union); MKS Pogoń Siedlce; Miejski Klub Sportowy Pogoń Aventa Siedlce","2112",NA
"VPC Andorra XV","VPC Andorra XV; L'Onada Blava (Blue Wave); L'equip tricolor (Tricolor Team); VPC; Voluntaris de Protecció Civil Andorra Rugby XV; L'equip tricolor; L'onada blava","1930",NA
"Wicklow Rugby Club","Wicklow RFC; Wicklow; Wicklow Rugby Football Club","1979",NA
"Saint-Pée UC","Saint-Pée Union Club rugby; SPUC; Saint-Pée UC; Saint-Pée UCR","2740",NA
"Aston Old Edwardians","Aston Old Edwardians","4245",NA
"Rugby Badia","Rugby Badia; Amatori Rugby Badia; Rugby Badia 1981; Società Sportiva Rugby Badia; ラグビー・バディア","839",NA
"Rion Morcenx RC","Rion Morcenx CR","4454",NA
"Box Hill","Box Hill RC","3637",NA
"Saint Girons SC","Saint-Girons Sporting Club; Saint-Girons SC; Saint-Girons Sporting Club Couserans","639",NA
"AC Soissons","AC Soissons","4503",NA
"Servian Boujan Rugby","Servian Boujan Rugby","4623",NA
"Sydney Harlequins RFC","Sydney Harlequins RC","3967",NA
"RC castelpontin","RC Castelpontin","4866",NA
"Australian Schoolboys","Australian Schoolboys national rugby union team; Australian Schoolboys; Australian Schoolboys rugby union team; Australian Schoolboys & U18","934",NA
"Antony Métro 92","Antony Métro 92","4494",NA
"Red Star olympique","Red Star Olympique rugby; Red Star Olympique; Red Star Olympique audonien; Red Star OR","2653",NA
"Howe of Fife RFC","Howe of Fife RFC; Howe; The Howe; Howe o Fife; Quins; Harlequins; Howe of Fife Rugby Football Club","1349",NA
"RAC Castelroussin","RAC Castelroussin","4687",NA
"Canada A","Canada A national rugby union team; Canada A; Canada XV; ru a can","2419",NA
"Huirapuca SC","Huirapuca Social Club; Club Huirapuca SC; Huirapuca; Huirapuca Sociedad Civil","2346",NA
"Lobos RC","Lobo Bravo Rugby; Lobo Bravo; LBR; Lobos; Associação Lobo Bravo Rugby Clube","2014",NA
"RC Valpolicella","Rugby Club Valpolicella; Rugby Club Valpolicella ASD; ヴァルポリチェッラ","842",NA
"Los Cuervos","Los Cuervos RC","3379",NA
"AS Chalampé","AS Chalampe","5237",NA
"Monivea","Monivea RFC","5463",NA
"Carmarthen Athletic","Carmarthen Athletic RFC; Athletic/Red & Black's; Carmarthen Athletic Rugby Football Club","1064",NA
"Pontyclun RFC","Pontyclun RFC; The Badgers; The Falcons (Woman's Senior Team); Pontyclun Rugby & Sports Club; The Falcons","1664",NA
"St Ives RFC","St Ives RFC; St Ives RFC (Cornwall); The Hakes; St Ives Rugby Football Club","2679",NA
"Bryncethin RFC","Bryncethin RFC; Bryncethin Rugby Football Club","1019",NA
"Treorchy RFC","Treorchy RFC; The Zebras; Treorchy Rugby Football Club","1896",NA
"Skerries RFC","Skerries RFC; The Goats","1805",NA
"Valsugana Rugby Padova","Valsugana Rugby Padova; ヴァルスガナ","2430",NA
"Crosshaven RFC","Crosshaven RFC","1147",NA
"Mazda Blue Zoomers","Mazda Skyactivs Hiroshima; Mazda Blue Zoomers; Mazda Rugby Club; Skyactivs Hiroshima; マツダブルーズーマーズ; Skyactivs; Skyactivs広島; SA広島; マツダ; 広島","2047",NA
"Ruffec AC","Ruffec AC","5328",NA
"Cinderford R.F.C.","Cinderford RFC; Cinderford R.F.C.; Cinderford Rugby; Cinderford; Cinderford Rugby Football Club; シンダーフォード","2262",NA
"Lince RC","Lince Rugby club; リンセR.C.","3228",NA
"Police SC","Police","6260",NA
"US Lavardac Barbaste","US Lavardac Barbaste","5022",NA
"Stow-on-the-Wold","Stow-on-the-Wold RFC","4029",NA
"US Renage Rives","US Renage Rives","4609",NA
"Hillfoots","Hillfoots RFC; Hillfoots Rugby Football Club","2775",NA
"Darlington RFC","Darlington RFC; Darlington Rugby Football Club","1168",NA
"Dunfermline RFC","Dunfermline RFC; Dunfermline; Dunfermline Rugby Football Club","1191",NA
"Suburbs RFC","Suburbs RFC","5794",NA
"Pukekohe Rugby Club","Pukekohe RC; プケコへ","5814",NA
"North Ribblesdale RFC","North Ribblesdale RFC","4153",NA
"Grasshoppers RFC","Grasshoppers","4045",NA
"Crewe & Nantwich RUFC","Crewe & Nantwich RFC","4023",NA
"Wymondham RFC","Wymondham RFC","3996",NA
"RC Pays de Saint-Yrieix","RC Pays de Saint-Yrieix","4476",NA
"Melbourne RUFC","Melbourne Rugby Union Football Club; Melbourne RUFC; Unicorns","1507",NA
"Burnside RFC","Burnside RFC; バーンサイドRFC","5761",NA
"Belfast RFC","Belfast RFC; ベルファスト; ベルファストラグビーフットボールクラブ","5759",NA
"Cullompton RFC","Cullompton RFC","4039",NA
"Pentyrch RFC","Pentyrch RFC; Tyrch's; Pentyrch Rugby Football Club","1646",NA
"Isetan RFC","Isetan Rugby Football Club; 伊勢丹","6849",NA
"Stewartry RFC","Stewartry RFC; Stewartry Rugby Football Club","2801",NA
"Strathaven RFC","Strathaven RFC; Strathaven Rugby Football Club","1848",NA
"Dalziel RFC","Dalziel RFC; Dalziel Rugby Football Club","1166",NA
"CO Saint-Lary-Soulan","CO St Lary Soulan","5035",NA
"CO Tauch Corbières","Club Olympique Tauch Corbieres","5349",NA
"Narrabri Blue Boars","Narrabri Blue Boars","3691",NA
"Gunnedah Red Devils","Gunnedah Red Devils","3688",NA
"AS Rugby Milano","A.S. Rugby Milano; Rugby Milano; AS Rugby Milano; ASD Milano; ASR Milano; ラグビー・ミラノ","783",NA
"Léognan Rugby","Léognan Rugby; Union sportive et culturelle de Léognan rugby; USCL","3070",NA
"Old Brodleians RFC","Old Brodleians; Brods; Old Brodleians RUFC","1603",NA
"Wattstown RFC","Wattstown RFC","6125",NA
"RC Montaigut Besse","Rugby Club Montaigut Besse; RC Montaigut Besse; RCMB","3072",NA
"AS Hossegor","Association sportive Hossegor; ASH; AS Hossegor","3152",NA
"Verona Rugby","Verona Rugby; CUS Verona Rugby; CUS Vérone Rugby; CUSヴェローナ","805",NA
"San Martín Rugby Club","San Martín Rugby Club","3412",NA
"CS Politehnica Iași","CS Politehnica Iași (rugby); CS Politehnica Iași (rugby union); Politehnica Iași; CS Politehnica Unirea Iași","2540",NA
"Stade calédonien","Stade calédonien; SC; Association Stade calédonien","3075",NA
"AAS Sarcelles","Association amicale et sportive de Sarcelles; AAS Sarcelles","3118",NA
"RC Courbevoie","Rugby Club Courbevoie","2852",NA
"Rugby Castets Linxe","Rugby Castets Linxe; RCL","2941",NA
"RC Saint-Cernin","RC Saint-Cernin","4530",NA
"Taunton Titans","Taunton R.F.C.; Taunton Football Club; Taunton R.F.C. Football Club; Taunton R.F.C. Rugby; Taunton R.F.C. Rugby Club; Taunton Rugby; Taunton Rugby team; Taunton Titans; Taunton Titans Rugby; Taunton; Taunton Rugby Football Club","1873",NA
"Bishopston RFC","Bishopston","4337",NA
"RC Kazbegi","RC Kazbegi","6963",NA
"US bassin de Longwy","US Bassin de Longwy","4935",NA
"ASC Pessac Alouette","Association sportive et culturelle Pessac Alouette rugby; ASC Pessac Alouette","3170",NA
"Ipswich RUFC","Ipswich Rangers Rugby Club; Ipswich Rangers; ; Ipswich Rugby Union Football Club","2552",NA
"Pontyberem RFC","Pontyberem RFC; Pontyberem Rugby Football Club","1663",NA
"Parentis sport rugby","Parentis sport rugby; PSR; Parentis SR","2935",NA
"Reading Abbey","Reading Abbey R.F.C.; Abbey; Reading Abbey; Reading Abbey Rugby Football Club","1741",NA
"University of Namibia RC","University of Namibia; UNAM; ナミビア大学; Universidad de Namibia; Università della Namibia; Université de Namibie","6985",NA
"RC Grivița Roșie","RC Grivița Bucharest; Grivița Roșie; Grivita Bucarest; Grivita Rosie; RC Grivița București; RC Grivița Roșie; Rugby Club Grivița București; Rugby Club Grivița Roșie; Rugby Club Griviţa București; RC  Grivița; RC Grivița - UNEFS București","2113",NA
"Maties Rugby Club","Maties","6186",NA
"AA Nogaro","AA Nogaro","4480",NA
"Știința Petroșani","Știința Petroșani; Stiinta Petrosani; Ştiinta Petrosani; Ştiinta Petroşani; Știinta Petroșani; Clubul Sportiv Stiinta din Petrosani","2137",NA
"Old Georgians RFC","Old Georgians RC; Old Georgians RFC","4408",NA
"Cashel RFC","Cashel RFC; Cashel Rugby; Cashel R.F.C","1066",NA
"Cowbridge RFC","Cowbridge RFC","1143",NA
"Coolmine RFC","Coolmine RFC; Coolmine Rugby Football Club","1139",NA
"Nadi Jets","Nadi Jets","4445",NA
"CR Majadahonda","Club de Rugby Majadahonda; CR Majadahonda; マハダオンダ ラグビー クラブ","2861",NA
"RC Bârlad","RC Bârlad; RC  Bârlad; Club de Drept Public Rugby Club Bârlad; RCバルラード","2409",NA
"US Ris-Orangis","US Ris-Orangis","4502",NA
"SO Ugine Albertville","Stade Olympique Ugine Albertville Rugby; SOUA; SOUAR; SO Ugine Albertville; SO Ugine Albertville rugby; SOU Albertville rugby","3131",NA
"Warlingham RFC","Warlingham Rugby Football Club","2728",NA
"Enniskillen RFC","Enniskillen RFC; エニスキレンRFC","5493",NA
"Andover RFC","Andover RFC","4032",NA
"Nadroga Stallions","Nadroga Stallions; ナドロガ","4446",NA
"Rewa","Rewa","4450",NA
"Hornets RFC","Hornets RFC; Hornets; Hornets Rugby Football Club","2391",NA
"Macclesfield RUFC","Macclesfield R.U.F.C.; Macclesfield; Macc R.F.C.; Macc R.U.F.C.; Macc Rugby; Macc Rugby Club; Macc Rugby Football Club; Macc Rugby Union; Macc Rugby Union Football; Macc Rugby Union Football Club; Macclesfield Club; Macclesfield R.F.C.; Macclesfield Rugby; Macclesfield Rugby Club; Macclesfield Rugby Football; Macclesfield Rugby Football Club; Macclesfield Rugby Union; Macclesfield Rugby Union Club; Macclesfield Rugby Union Football; Macclesfield Rugby Union Football Club; R.F.C. Macclesfield; R.U.F.C. Macclesfield; Rugby Club Macc; Rugby Club Macclesfield; Rugby Football Macclesfield; Rugby Union Club Macc; Rugby Union Club Macclesfield; Rugby Union Football Club Macc; Rugby Union Football Club Macclesfield; Rugby Union Football Macc; Rugby Union Football Macclesfield; Rugby Union Macc; Blues","1481",NA
"Old Albanians","Old Albanian RFC; O.A.R.F.C.; OA RFC; OA Rugby; OA Rugby Football Club; OAs; OAs RFC; OAs Rugby; OAs Rugby Football Club; Old Albanian Club; Old Albanian Rugby; Old Albanian Rugby Club; Old Albanian Rugby Football; Old Albanian Rugby Football Club; Old Albanians; Old Albanians Club; Old Albanians RFC; Old Albanians Rugby; Old Albanians Rugby Club; Old Albanians Rugby Football; Old Albanians Rugby Football Club; RFC Old Albanian; RFC Old Albanians; Rugby Club Old Albanian; Rugby Club Old Albanians; Rugby Football Club Old Albanian; Rugby Football Club Old Albanians; Rugby Football Old Albanian; Rugby Football Old Albanians; オールド・アルバニアンRFC; オールドアルバニアン; オールド・アルバニアンズ; オールド・アルバニアン","1599",NA
"Tycroes RFC","Tycroes RFC","6132",NA
"Tumble RFC","Tumble RFC; Magpies / Y Piod; Clwb Rygbi Y Tymbl; Y Piod","1906",NA
"Harbour RFC","Harbour RFC","5928",NA
"Singleton RC","Singleton Rugby Club","3645",NA
"Papatoetoe RFC","Papatoetoe RFC; パパトエトエ","3269",NA
"Tonga A","Tonga A national rugby union team; ru a ton; Ikale Tahi; Tonga A","2426",NA
"RC Billère ASPTT Lescar","RC Billere ASPTT Lescar","5001",NA
"US Deux Ponts","US Deux-Ponts; US Deux Ponts","4608",NA
"Birr RFC","Birr RFC; Birr; The Birr Grizzly Bears; Birr Rugby Football Club","980",NA
"East Coast Bays RFC","East Coast Bays RFC","5861",NA
"Buckingham RUFC","Buckingham RFC","4127",NA
"RC Dourdan","RC Dourdan","4948",NA
"RC Chartreuse Néron","RC Chartreuse Neron","4867",NA
"Plaisir RC","Plaisir RC","4497",NA
"Crymych RFC","Crymych RFC; Crymych Rugby Football Club","1150",NA
"Inthalatz Larressore","Inthalatz Larressore","2599",NA
"RC Le Môle","Rugby Club Le Mole","4885",NA
"US Nérac","US Nérac","2741",NA
"Esztergomi Vitézek Rugby SE","Esztergomi Vitézek Rugby SE; Esztergomi Vitezek Rugby SE; Esztergomi Vitézek","70",NA
"AZS-AWF Warszawa","AZS-AWF Warsaw Rugby; AZS-AWF Warszawa; Akademicki Związek Sportowy Akademii Wychowania Fizycznego","7016",NA
"Entente Aramits-Asasp","Entente Aramits Asasp","3014",NA
"Newbury RFC","Newbury R.F.C.; Newbury; Newbury Rugby Football Club; ニューベリー","1567",NA
"XV Saint-Rémois","XV Saint Remois","5125",NA
"RC Noves-Eyragues","RC Noves-Eyragues","5115",NA
"RO Planais","RO Planais","5426",NA
"RC Mende Lozère","RC Mende Lozère","5059",NA
"JA Isle","JA Isle","4473",NA
"AAS Fresnes","AAS Fresnes","5269",NA
"US Saint-Palais","US Saint-Palais","2600",NA
"Kia Toa RFC","Kia Toa RFC","1406",NA
"Bièvre Saint-Geoirs RC","Bièvre Saint-Geoirs RC","4462",NA
"RC Clermont Cournon D'Auvergne","RC Clermont Cournon-d'Auvergne","4475",NA
"Givors","SO Givors","3044",NA
"US Millas","US Millas","4808",NA
"Courbevoie","Rugby Club Courbevoie","2852",NA
"RC Villeneuve","RC Villeneuve","4524",NA
"Saint-Cyprien","St Cyprien AC","4761",NA
"Colmar RC","Colmar RC","4579",NA
"Tullamore RFC","Tullamore RFC; Tullamore; Tullamore Rugby Football Club","2349",NA
"RC Saint-Gilles","RC St Gilles","4836",NA
"Strasbourg AR","Rugby Club Strasbourg; Football Club Cronenbourg; Football Club de Cronenbourg; Racing Club Strasbourg rugby; Rugby Club Strasbourg Alsace; RCストラスブール","626",NA
"Los Cardos","Los Cardos Rugby Club","3424",NA
"FC Yonnais","FC Yonnais","4488",NA
"Bigua Rugby Club","Biguá Rugby Club","3414",NA
"RC Haut Gévaudan","RC Haut Gevaudan","5151",NA
"US Josbaig","US Josbaig","4521",NA
"Neath Athletic RFC","Neath Athletic RFC","6129",NA
"Waterpark RFC","Waterpark RFC; Waterpark Rugby Football Club; ","1957",NA
"ASD Rugby Paese","Rugby Paese; ASD Rugby Paese","782",NA
"Haagsche RC","Haagsche Rugby Club; HRC","6997",NA
"US Veore XV","US Véore XV; ボーヴァロン","4467",NA
"RFC Haarlem","RFC Haarlem; Rugby Football Club Haarlem","1725",NA
"Antwerp RC","Antwerp RC; ARC; Antwerp Rugby Club","2215",NA
"Utrecht RC","Utrecht","6661",NA
"US Pomarez","Union sportive pomarézienne; USP; US Pomarez","3010",NA
"Billingham RUFC","Billingham Rugby Union Football Club; Billingham RUFC; BRUFC","976",NA
"Amersham and Chiltern RFC","Amersham and Chiltern Rugby Football Club; Amersham & Chiltern RFC","905",NA
"Tavistock RFC","Tavistock RFC","4147",NA
"Narberth RFC","Narberth RFC; narbeth rugby football club; The Otters; Narberth Rugby Football Club","1550",NA
"Mount Maunganui Sports Club","Mount Maunganui Sports Club","5728",NA
"Sumner RC","Sumner RFC","5795",NA
"Loughborough Students","Loughborough Students RUFC; Loughborough Students; Loughborough Students Rugby; Loughborough Students Rugby Club; Loughborough Students Rugby Union Football Club; ラフバラー・スチューデンツRUFC; ラフバラー大学RUFC","1476",NA
"SC L'honor de Cos","SC L'honor de Cos","5386",NA
"RC Pays de Meaux","RC Pays de Meaux","4507",NA
"ES Viry-Châtillon","Viry-Châtillon Rugby Club; ES Viry-Châtillon; Viry RC; Viry Rugby Club; Viry-Châtillon RC; Entente sportive de Viry-Châtillon - Rugby; ES Viry-Châtillon - Rugby","3133",NA
"US Bellegarde Coupy","US Bellegarde Coupy","4593",NA
"US St Pierre des Corps","US St Pierre Des Corps","4924",NA
"Ashby RFC","Ashby RFC","4233",NA
"Kabras Sugar RFC","Kabras Sugar RFC; カブラスシュガーRFC","6916",NA
"RC Amiens","RC Amiens","4499",NA
"North Berwick RFC","North Berwick RFC; North Berwick Rugby Football Club","2991",NA
"Rumney RFC","Rumney RFC; Rumney Rugby Football Club","1775",NA
"Silhillians RUFC","Silhillians Rugby Union Football Club; Silhillians RUFC; Sils; Old Sils","1804",NA
"AS Forgeron commentryens","AS Forgeron Commentryens","4632",NA
"US Pithiviers","US Pithiviers","4577",NA
"Capbreton Hossegor Rugby","Capbreton Hossegor Rugby; CHR","3153",NA
"AS Bièvre Saint-Geoirs RC","Bièvre Saint-Geoirs RC","4462",NA
"RC Brezins","RC Brezins","5147",NA
"Terres de France Rugby","Terres de France Rugby","4728",NA
"New Dock Stars RFC","New Dock Stars RFC","6140",NA
"Bynea RFC","Bynea RFC","6142",NA
