"nation","name","url"
"Argentina","Rimas Álvarez Kairelis","https://en.wikipedia.org/wiki/Rimas_%C3%81lvarez_Kairelis"
"Argentina","Julio García",NA
"Argentina","Alejandro Moreno","https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union)"
"Argentina","Eduardo Zapiola",NA
"Argentina","Julio Brolese",NA
"Argentina","Felipe Contepomi","https://en.wikipedia.org/wiki/Felipe_Contepomi"
"Argentina","Gerardo Lazcano Miranda",NA
"Argentina","Ernesto Naveyra",NA
"Argentina","Matías Peri Brusa",NA
"Argentina","Martín Gaitán","https://en.wikipedia.org/wiki/Mart%C3%ADn_Gait%C3%A1n"
"Argentina","Gonzalo Longo Elia","https://en.wikipedia.org/wiki/Gonzalo_Longo"
"Argentina","Lucas Ostiglia","https://en.wikipedia.org/wiki/Lucas_Ostiglia"
"Argentina","Agustín Canalda","https://en.wikipedia.org/wiki/Agust%C3%ADn_Canalda"
"Argentina","Hugo Dande",NA
"Argentina","Leopoldo de Chazal",NA
"Argentina","Santiago González Bonorino","https://en.wikipedia.org/wiki/Santiago_Gonz%C3%A1lez_Bonorino"
"Argentina","Gustavo Morlaes Oliver",NA
"Argentina","José María Núñez Piossek","https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_N%C3%BA%C3%B1ez_Piossek"
"Argentina","Leonardo Roldan",NA
"Argentina","Juan José Villar",NA
"Argentina","Matías Albina","https://en.wikipedia.org/wiki/Mat%C3%ADas_Albina"
"Argentina","Francisco Leonelli Morey","https://en.wikipedia.org/wiki/Francisco_Leonelli"
"Argentina","Mariano Sambucetti","https://en.wikipedia.org/wiki/Mariano_Sambucetti"
"Argentina","Emiliano Bergamaschi","https://en.wikipedia.org/wiki/Emiliano_Bergamaschi"
"Argentina","Pablo Cardinali",NA
"Argentina","Daniel Rodríguez",NA
"Argentina","Hernán Senillosa","https://en.wikipedia.org/wiki/Hern%C3%A1n_Senillosa"
"Argentina","Alfonso Amuchastegui",NA
"Argentina","Maximiliano Nannini",NA
"Argentina","Juan Cruz Legora",NA
"Argentina","Patricio Albacete","https://en.wikipedia.org/wiki/Patricio_Albacete"
"Argentina","Lucas Borges","https://en.wikipedia.org/wiki/Lucas_Borges"
"Argentina","Germán Bustos",NA
"Argentina","Eusebio Guiñazú","https://en.wikipedia.org/wiki/Eusebio_Gui%C3%B1az%C3%BA"
"Argentina","Juan Martín Hernández","https://en.wikipedia.org/wiki/Juan_Mart%C3%ADn_Hern%C3%A1ndez"
"Argentina","Francisco Lecot",NA
"Argentina","Leonardo Ortiz",NA
"Argentina","Martín Schusterman","https://en.wikipedia.org/wiki/Mart%C3%ADn_Schusterman"
"Argentina","Martín Rospide",NA
"Argentina","Federico Cortopasso",NA
"Argentina","Julio Freixas",NA
"Argentina","Federico Serra Miras","https://en.wikipedia.org/wiki/Federico_Serra_Miras"
"Argentina","Santiago Sanz","https://en.wikipedia.org/wiki/Santiago_Sanz_(rugby_union)"
"Argentina","Francisco Bosch",NA
"Argentina","Pablo Henn","https://en.wikipedia.org/wiki/Pablo_Henn"
"Argentina","Federico Martín Aramburú","https://en.wikipedia.org/wiki/Federico_Mart%C3%ADn_Arambur%C3%BA"
"Argentina","Ariel Castellina",NA
"Argentina","Federico Andrés Genoud",NA
"Argentina","Andrés Romagnoli",NA
"Argentina","Galo Álvarez Quiñones",NA
"Argentina","Juan Martín Fernández Lobbe","https://en.wikipedia.org/wiki/Juan_Mart%C3%ADn_Fern%C3%A1ndez_Lobbe"
"Argentina","Álvaro Galindo","https://en.wikipedia.org/wiki/%C3%81lvaro_Galindo"
"Argentina","Lucio López Fleming","https://en.wikipedia.org/wiki/Lucio_L%C3%B3pez_Fleming"
"Argentina","Fernando Higgs",NA
"Argentina","Pablo Gómez Cora","https://en.wikipedia.org/wiki/Pablo_G%C3%B3mez_Cora"
"Argentina","Santiago Artese",NA
"Argentina","Augusto Petrilli",NA
"Argentina","Gonzalo Tiesi","https://en.wikipedia.org/wiki/Gonzalo_Tiesi"
"Argentina","Marcos Ayerza","https://en.wikipedia.org/wiki/Marcos_Ayerza"
"Argentina","Manuel Carizza","https://en.wikipedia.org/wiki/Manuel_Carizza"
"Argentina","Alberto Vernet Basualdo","https://en.wikipedia.org/wiki/Alberto_Vernet_Basualdo"
"Argentina","Miguel Avramovic","https://en.wikipedia.org/wiki/Miguel_Avramovic"
"Argentina","Juan Manuel Leguizamón","https://en.wikipedia.org/wiki/Juan_Manuel_Leguizam%C3%B3n"
"Argentina","Agustín Creevy","https://en.wikipedia.org/wiki/Agust%C3%ADn_Creevy"
"Argentina","Jaime Arocena Mesones",NA
"Argentina","Facundo Barni",NA
"Argentina","Javier Belloto",NA
"Argentina","Agustín Costa Repetto",NA
"Argentina","Bruno Fabricio Cuezzo",NA
"Argentina","VeviaTomás de Vedia","https://en.wikipedia.org/wiki/Tom%C3%A1s_de_Vedia"
"Argentina","Gaston Graco",NA
"Argentina","Javier Irazusta",NA
"Argentina","Román Miralles","https://en.wikipedia.org/wiki/Rom%C3%A1n_Miralles"
"Argentina","Horacio San Martín","https://en.wikipedia.org/wiki/Horacio_San_Mart%C3%ADn"
"Argentina","Nicolás Vergallo","https://en.wikipedia.org/wiki/Nicol%C3%A1s_Vergallo"
"Argentina","Alejandro Bar",NA
"Argentina","Juan Martin Berberian Blanco",NA
"Argentina","Nicolas Carizza",NA
"Argentina","Jose Ignacio Correa",NA
"Argentina","Gaston de Robertis",NA
"Argentina","Genaro Fessia","https://en.wikipedia.org/wiki/Genaro_Fessia"
"Argentina","Facundo Borelli",NA
"Argentina","Conrado Lopez Alonso",NA
"Argentina","Horacio Agulla","https://en.wikipedia.org/wiki/Horacio_Agulla"
"Argentina","Matías Cortese","https://en.wikipedia.org/wiki/Mat%C3%ADas_Cortese"
"Argentina","Sebastien Rondinelli",NA
"Argentina","Rafael Carballo","https://en.wikipedia.org/wiki/Rafael_Carballo"
"Argentina","Pablo Gambarini","https://en.wikipedia.org/wiki/Pablo_Gambarini"
"Argentina","Esteban Lozada","https://en.wikipedia.org/wiki/Esteban_Lozada"
"Argentina","Juan Gómez","https://en.wikipedia.org/wiki/Juan_Gomez_(rugby_union)"
"Argentina","Marcelo Bosch","https://en.wikipedia.org/wiki/Marcelo_Bosch"
"Argentina","Alejandro Abadie","https://en.wikipedia.org/wiki/Alejandro_Abadie"
"Argentina","Federico Amelong",NA
"Argentina","Felipe Aranguren",NA
"Argentina","Gabriel Ascárate","https://en.wikipedia.org/wiki/Gabriel_Asc%C3%A1rate"
"Argentina","Gonzalo Begino",NA
"Argentina","Agustín Guzmán",NA
"Argentina","Francisco Merello",NA
"Argentina","Ignacio Mieres","https://en.wikipedia.org/wiki/Ignacio_Mieres"
"Argentina","Sebastian Ponce",NA
"Argentina","James Stuart",NA
"Argentina","Benjamín Urdapilleta","https://en.wikipedia.org/wiki/Benjam%C3%ADn_Urdapilleta"
"Argentina","Francisco Albarracín","https://en.wikipedia.org/wiki/Francisco_Albarrac%C3%ADn"
"Argentina","Alejandro Campos","https://en.wikipedia.org/wiki/Alejandro_Campos"
"Argentina","Ramiro del Busto",NA
"Argentina","Lucas González Amorosino","https://en.wikipedia.org/wiki/Lucas_Gonz%C3%A1lez_Amorosino"
"Argentina","Tomas Roan",NA
"Argentina","Federico Rodríguez",NA
"Argentina","Lucas Barrera Oro",NA
"Argentina","Felipe Bettolli",NA
"Argentina","Gonzalo Camacho","https://en.wikipedia.org/wiki/Gonzalo_Camacho"
"Argentina","Mauro Comuzzi","https://en.wikipedia.org/wiki/Mauro_Comuzzi"
"Argentina","Juan Ignacio Gauthier","https://en.wikipedia.org/wiki/Juan_Ignacio_Gauthier"
"Argentina","Francisco Gómez Kodela","https://en.wikipedia.org/wiki/Francisco_G%C3%B3mez_Kodela"
"Argentina","Juan Pablo Lagarrigue",NA
"Argentina","Rodrigo Maria",NA
"Argentina","Leonardo Senatore","https://en.wikipedia.org/wiki/Leonardo_Senatore_(rugby_union)"
"Argentina","Carlos Cáceres",NA
"Argentina","Ariel Hevia",NA
"Argentina","Álvaro Tejeda",NA
"Argentina","Pedro Ledesma Arocena",NA
"Argentina","Alfredo Lalanne","https://en.wikipedia.org/wiki/Alfredo_Lalanne"
"Argentina","Martín Bustos Moyano","https://en.wikipedia.org/wiki/Mart%C3%ADn_Bustos_Moyano"
"Argentina","AchavalMiguel de Achával","https://en.wikipedia.org/wiki/Miguel_de_Ach%C3%A1val"
"Argentina","Juan Pablo Estelles","https://en.wikipedia.org/wiki/Juan_Pablo_Estelles"
"Argentina","Tomás Leonardi","https://en.wikipedia.org/wiki/Tom%C3%A1s_Leonardi"
"Argentina","Agustin Smidt","https://en.wikipedia.org/wiki/Agust%C3%ADn_Smidt"
"Argentina","Esteban Bustillo",NA
"Argentina","Mauricio Guidone","https://en.wikipedia.org/wiki/Mauricio_Guidone"
"Argentina","Martín Landajo","https://en.wikipedia.org/wiki/Mart%C3%ADn_Landajo"
"Argentina","Ignacio Pasman",NA
"Argentina","Juan Pablo Orlandi","https://en.wikipedia.org/wiki/Juan_Pablo_Orlandi"
"Argentina","Santiago Fernández","https://en.wikipedia.org/wiki/Santiago_Fern%C3%A1ndez_(rugby_union)"
"Argentina","Agustín Figuerola","https://en.wikipedia.org/wiki/Agust%C3%ADn_Figuerola"
"Argentina","Belisario Agulla","https://en.wikipedia.org/wiki/Belisario_Agulla"
"Argentina","Lucas Alcacer",NA
"Argentina","Rodrigo Bruno","https://en.wikipedia.org/wiki/Rodrigo_Bruno"
"Argentina","Pedro Garzon",NA
"Argentina","Santiago González Iglesias","https://en.wikipedia.org/wiki/Santiago_Gonz%C3%A1lez_Iglesias"
"Argentina","Juan Imhoff","https://en.wikipedia.org/wiki/Juan_Imhoff"
"Argentina","Benjamín Macome","https://en.wikipedia.org/wiki/Benjam%C3%ADn_Macome"
"Argentina","Matias Narvaez",NA
"Argentina","Santiago Piccaluga",NA
"Argentina","Guillermo Roan","https://en.wikipedia.org/wiki/Guillermo_Roan"
"Argentina","Facundo Vega",NA
"Argentina","Francisco Cubelli",NA
"Argentina","Ignacio Di Santi",NA
"Argentina","Paolo Mac",NA
"Argentina","Federico Merlo",NA
"Argentina","Gabriel Pata Curello",NA
"Argentina","Martín Rodríguez","https://en.wikipedia.org/wiki/Mart%C3%ADn_Rodr%C3%ADguez_(rugby_union)"
"Argentina","Leandro Pereyra",NA
"Argentina","Matías Viazzo","https://en.wikipedia.org/wiki/Matias_Viazzo"
"Argentina","Tomás Cubelli","https://en.wikipedia.org/wiki/Tom%C3%A1s_Cubelli"
"Argentina","Marcos Lobato",NA
"Argentina","Ramiro Pacheco",NA
"Argentina","Luciano Proto",NA
"Argentina","Nicolás Sánchez","https://en.wikipedia.org/wiki/Nicol%C3%A1s_S%C3%A1nchez_(rugby_union)"
"Argentina","Rodrigo Báez","https://en.wikipedia.org/wiki/Rodrigo_B%C3%A1ez_(rugby_union)"
"Argentina","Nahuel Tetaz",NA
"Argentina","Mariano Galarza","https://en.wikipedia.org/wiki/Mariano_Galarza"
"Argentina","Santiago Guzmán","https://en.wikipedia.org/wiki/Santiago_Guzm%C3%A1n"
"Argentina","Juan Figallo","https://en.wikipedia.org/wiki/Juan_Figallo"
"Argentina","Julio Farías Cabello","https://en.wikipedia.org/wiki/Julio_Far%C3%ADas_Cabello"
"Argentina","José Basile",NA
"Argentina","Santiago Bottini",NA
"Argentina","Tomás de la Vega","https://en.wikipedia.org/wiki/Tom%C3%A1s_de_la_Vega"
"Argentina","Tomás Rosati",NA
"Argentina","Hugo Schierano",NA
"Argentina","Roberto Tejerizo","https://en.wikipedia.org/wiki/Roberto_Tejerizo"
"Argentina","Federico Allogio",NA
"Argentina","Nicolás Centurión",NA
"Argentina","Gastón Cortés","https://en.wikipedia.org/wiki/Gast%C3%B3n_Cort%C3%A9s"
"Argentina","Benjamín Madero","https://en.wikipedia.org/wiki/Benjam%C3%ADn_Madero"
"Argentina","Martín Maineri",NA
"Argentina","Ramiro Moyano","https://en.wikipedia.org/wiki/Ramiro_Moyano"
"Argentina","Fernando Luna","https://en.wikipedia.org/wiki/Fernando_Luna_(rugby_union)"
"Argentina","Walter Weiss",NA
"Argentina","Tomás Baravalle","https://en.wikipedia.org/wiki/Tom%C3%A1s_Baravalle"
"Argentina","Agustín Gosio","https://en.wikipedia.org/wiki/Agust%C3%ADn_Gosio"
"Argentina","Tomás Vallejos","https://en.wikipedia.org/wiki/Tom%C3%A1s_Vallejos"
"Argentina","Lisandro Ahualli de Chazal",NA
"Argentina","Valentín Cruz",NA
"Argentina","Martín García Veiga","https://en.wikipedia.org/wiki/Mart%C3%ADn_Garc%C3%ADa_Veiga"
"Argentina","Manuel Montero","https://en.wikipedia.org/wiki/Manuel_Montero"
"Argentina","Matías Orlando","https://en.wikipedia.org/wiki/Mat%C3%ADas_Orlando"
"Argentina","Javier Ortega Desio","https://en.wikipedia.org/wiki/Javier_Ortega_Desio"
"Argentina","Diego Palma",NA
"Argentina","Javier Rojas","https://en.wikipedia.org/wiki/Javier_Rojas_Alvarez"
"Argentina","Stéfano Ambrosio",NA
"Argentina","Nicolás Azorín",NA
"Argentina","Facundo Barrea","https://en.wikipedia.org/wiki/Facundo_Barrea"
"Argentina","César Fruttero",NA
"Argentina","Bruno Postiglioni","https://en.wikipedia.org/wiki/Bruno_Postiglioni"
"Argentina","Ignacio Sáenz Lancuba",NA
"Argentina","Germán Aráoz","https://en.wikipedia.org/wiki/Germ%C3%A1n_Ar%C3%A1oz"
"Argentina","Santiago Craig",NA
"Argentina","Joaquín Tuculet","https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Tuculet"
"Argentina","Andrés Bordoy","https://en.wikipedia.org/wiki/Andr%C3%A9s_Bordoy"
"Argentina","Nahuel Lobo","https://en.wikipedia.org/wiki/Nahuel_Lobo"
"Argentina","Maximiliano Bustos","https://en.wikipedia.org/wiki/Maximiliano_Bustos_(rugby_union)"
"Argentina","Juan Cappiello","https://en.wikipedia.org/wiki/Juan_Cappiello"
"Argentina","Tomás Carrió","https://en.wikipedia.org/wiki/Tom%C3%A1s_Carri%C3%B3"
"Argentina","Matías Díaz","https://en.wikipedia.org/wiki/Mat%C3%ADas_D%C3%ADaz"
"Argentina","Dan Isaack","https://en.wikipedia.org/wiki/Dan_Isaack"
"Argentina","Fidel Lamy",NA
"Argentina","Tomás Lavanini","https://en.wikipedia.org/wiki/Tom%C3%A1s_Lavanini"
"Argentina","Santiago Méndez",NA
"Argentina","Francisco Panessi",NA
"Argentina","Joaquín Paz","https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Paz"
"Argentina","Sebastián Poet",NA
"Argentina","Santiago Rocchia",NA
"Argentina","Germán Schulz","https://en.wikipedia.org/wiki/Germ%C3%A1n_Schulz"
"Argentina","Santiago Álvarez","https://en.wikipedia.org/wiki/Santiago_%C3%81lvarez_(rugby_union)"
"Argentina","Tomás Borghi",NA
"Argentina","Martín Chiappesoni",NA
"Argentina","Tomás Gilardón",NA
"Argentina","Santiago Iglesias Valdez","https://en.wikipedia.org/wiki/Santiago_Iglesias_Valdez"
"Argentina","Pedro Imhoff","https://en.wikipedia.org/wiki/Pedro_Imhoff"
"Argentina","Patricio Fernández","https://en.wikipedia.org/wiki/Patricio_Fern%C3%A1ndez"
"Argentina","Santiago García Botta","https://en.wikipedia.org/wiki/Santiago_Garc%C3%ADa_Botta"
"Argentina","Pablo Matera","https://en.wikipedia.org/wiki/Pablo_Matera"
"Argentina","Joaquín Paz","https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Paz"
"Argentina","Macario Villaluenga","https://en.wikipedia.org/wiki/Macario_Villaluenga"
"Argentina","Gonzalo Manso","https://en.wikipedia.org/wiki/Gonzalo_Manso"
"Argentina","Santiago Cordero","https://en.wikipedia.org/wiki/Santiago_Cordero"
"Argentina","Antonio Ahualli de Chazal","https://en.wikipedia.org/wiki/Antonio_Ahualli_de_Chazal"
"Argentina","Matías Alemanno","https://en.wikipedia.org/wiki/Mat%C3%ADas_Alemanno"
"Argentina","Jerónimo de la Fuente","https://en.wikipedia.org/wiki/Jer%C3%B3nimo_de_la_Fuente"
"Argentina","Lucas Noguera Paz","https://en.wikipedia.org/wiki/Lucas_Noguera_Paz"
"Argentina","Lucas Ponce","https://en.wikipedia.org/wiki/Lucas_Ponce"
"Argentina","Felipe Ezcurra","https://en.wikipedia.org/wiki/Felipe_Ezcurra"
"Argentina","Julián Montoya","https://en.wikipedia.org/wiki/Juli%C3%A1n_Montoya"
"Argentina","Lucas Maguire","https://en.wikipedia.org/wiki/Lucas_Maguire"
"Argentina","Ramiro Herrera","https://en.wikipedia.org/wiki/Ramiro_Herrera"
"Argentina","Matías Moroni","https://en.wikipedia.org/wiki/Mat%C3%ADas_Moroni"
"Argentina","Juan Cruz Guillemaín","https://en.wikipedia.org/wiki/Juan_Cruz_Guillema%C3%ADn"
"Argentina","Facundo Isa","https://en.wikipedia.org/wiki/Facundo_Isa"
"Argentina","Guido Petti","https://en.wikipedia.org/wiki/Guido_Petti"
"Argentina","Tomás Lezana","https://en.wikipedia.org/wiki/Tom%C3%A1s_Lezana"
"Argentina","Gerónimo Albertario",NA
"Argentina","Gregorio Del Petre",NA
"Argentina","Juan León Novillon",NA
"Argentina","Gonzalo Bertranou","https://en.wikipedia.org/wiki/Gonzalo_Bertranou"
"Argentina","Manuel Plaza",NA
"Argentina","Juan Pablo Socino","https://en.wikipedia.org/wiki/Juan_Pablo_Socino"
"Argentina","Felipe Arregui","https://en.wikipedia.org/wiki/Felipe_Arregui"
"Argentina","Lautaro Bávaro","https://en.wikipedia.org/wiki/Lautaro_Bavaro"
"Argentina","Marcos Bollini","https://en.wikipedia.org/wiki/Marcos_Bollini"
"Argentina","Facundo Bosch","https://en.wikipedia.org/wiki/Facundo_Bosch"
"Argentina","Franco Brarda","https://en.wikipedia.org/wiki/Franco_Brarda"
"Argentina","Sebastián Cancelliere","https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Cancelliere"
"Argentina","Franco Cuaranta","https://en.wikipedia.org/wiki/Franco_Cuaranta"
"Argentina","Joaquín Díaz Bonilla","https://en.wikipedia.org/wiki/Joaqu%C3%ADn_D%C3%ADaz_Bonilla"
"Argentina","Ignacio Larrague","https://en.wikipedia.org/wiki/Ignacio_Larrague"
"Argentina","Pedro Mercerat","https://en.wikipedia.org/wiki/Pedro_Mercerat"
"Argentina","Pedro Ortega",NA
"Argentina","Santiago Portillo",NA
"Argentina","Cristian Bartoloni","https://en.wikipedia.org/wiki/Cristian_Bartoloni"
"Argentina","Eduardo Bello","https://en.wikipedia.org/wiki/Eduardo_Bello"
"Argentina","Bruno Devoto",NA
"Argentina","Tomás Granella",NA
"Argentina","Federico Lavanini",NA
"Argentina","Juan Manuel Lescano",NA
"Argentina","Santiago Montagner","https://en.wikipedia.org/wiki/Santiago_Montagner"
"Argentina","José Deheza",NA
"Argentina","Facundo Gigena","https://en.wikipedia.org/wiki/Facundo_Gigena"
"Argentina","Gonzalo Gutiérrez Taboada",NA
"Argentina","Enrique Pieretto","https://en.wikipedia.org/wiki/Enrique_Pieretto"
"Argentina","Segundo Tuculet","https://en.wikipedia.org/wiki/Segundo_Tuculet"
"Argentina","Sacha Casañas",NA
"Argentina","Marcos Kremer","https://en.wikipedia.org/wiki/Marcos_Kremer"
"Argentina","Emiliano Boffelli","https://en.wikipedia.org/wiki/Emiliano_Boffelli"
"Argentina","Bautista Delguy","https://en.wikipedia.org/wiki/Bautista_Delguy"
"Argentina","Javier Díaz","https://en.wikipedia.org/wiki/Javier_D%C3%ADaz_(rugby_union)"
"Argentina","Santiago Medrano","https://en.wikipedia.org/wiki/Santiago_Medrano"
"Argentina","Bautista Ezcurra","https://en.wikipedia.org/wiki/Bautista_Ezcurra"
"Argentina","Juan Cruz Mallía","https://en.wikipedia.org/wiki/Juan_Cruz_Mall%C3%ADa"
"Argentina","Diego Fortuny","https://en.wikipedia.org/wiki/Diego_Fortuny"
"Argentina","Juan Pablo Zeiss","https://en.wikipedia.org/wiki/Juan_Pablo_Zeiss"
"Argentina","Rodrigo Bruni","https://en.wikipedia.org/wiki/Rodrigo_Bruni"
"Argentina","Lucio Sordoni","https://en.wikipedia.org/wiki/Lucio_Sordoni"
"Argentina","Mayco Vivas","https://en.wikipedia.org/wiki/Mayco_Vivas"
"Argentina","Santiago Socino","https://en.wikipedia.org/wiki/Santiago_Socino"
"Argentina","Lucas Mensa","https://en.wikipedia.org/wiki/Lucas_Mensa"
"Argentina","Santiago Carreras","https://en.wikipedia.org/wiki/Santiago_Carreras"
"Argentina","Santiago Chocobares","https://en.wikipedia.org/wiki/Santiago_Chocobares"
"Argentina","Santiago Grondona","https://en.wikipedia.org/wiki/Santiago_Grondona"
"Argentina","Lucas Paulos","https://en.wikipedia.org/wiki/Lucas_Paulos"
"Argentina","Domingo Miotti","https://en.wikipedia.org/wiki/Domingo_Miotti"
"Argentina","Francisco Gorrissen","https://en.wikipedia.org/wiki/Francisco_Gorrissen"
"Argentina","Juan Martín González","https://en.wikipedia.org/wiki/Juan_Mart%C3%ADn_Gonz%C3%A1lez"
"Argentina","Carlos Muzzio","https://en.wikipedia.org/wiki/Carlos_Muzzio"
"Argentina","Ignacio Mendy","https://en.wikipedia.org/wiki/Ignacio_Mendy"
"Argentina","Lucio Cinti","https://en.wikipedia.org/wiki/Lucio_Cinti"
"Argentina","Gonzalo García","https://en.wikipedia.org/wiki/Gonzalo_Garc%C3%ADa_(rugby_union,_born_1999)"
"Argentina","Rodrigo Martínez","https://en.wikipedia.org/wiki/Rodrigo_Mart%C3%ADnez_(rugby_union)"
"Argentina","Mateo Carreras","https://en.wikipedia.org/wiki/Mateo_Carreras"
"Argentina","Joaquín Oviedo","https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Oviedo"
"Argentina","Thomas Gallo","https://en.wikipedia.org/wiki/Thomas_Gallo_(rugby_union)"
"Argentina","Ignacio Calles","https://en.wikipedia.org/wiki/Ignacio_Calles"
"Argentina","Facundo Cordero","https://en.wikipedia.org/wiki/Facundo_Cordero"
"Argentina","Joel Sclavi","https://en.wikipedia.org/wiki/Joel_Sclavi"
"Argentina","Lautaro Bazán Vélez","https://en.wikipedia.org/wiki/Lautaro_Baz%C3%A1n"
"Argentina","Ignacio Ruiz","https://en.wikipedia.org/wiki/Ignacio_Ruiz_(rugby_union)"
"Argentina","Tomás Albornoz","https://en.wikipedia.org/wiki/Tom%C3%A1s_Albornoz"
"Argentina","Pedro Rubiolo","https://en.wikipedia.org/wiki/Pedro_Rubiolo"
"Argentina","Eliseo Morales","https://en.wikipedia.org/wiki/Eliseo_Morales_(rugby_union)"
"Argentina","Rodrigo Isgró","https://en.wikipedia.org/wiki/Rodrigo_Isgr%C3%B3"
"Argentina","Martín Bogado","https://en.wikipedia.org/wiki/Mart%C3%ADn_Bogado"
"Argentina","Franco Molina","https://en.wikipedia.org/wiki/Franco_Molina"
"Argentina","Juan Bautista Pedemonte","https://en.wikipedia.org/wiki/Juan_Bautista_Pedemonte"
"Australia","Patrick Carew","https://en.wikipedia.org/wiki/Patrick_Carew"
"Australia","James Carson","https://en.wikipedia.org/wiki/James_Carson_(rugby_union)"
"Australia","Ginger Colton","https://en.wikipedia.org/wiki/Ginger_Colton"
