"rugbyscopeId","wikidataId","fullName","type","inceptionDate","terminationDate","altNames","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","allRugbyIds","googleKnowlIds","wikipediaEn","wikipediaFr","wikipediaIt","wikipediaEs","wikipediaJa","dbpediaId","comments"
269,"Q1475539","Thailand national rugby union team","National senior team",NA,NA,"Nazionale di rugby XV della Thailandia",NA,"Thailand",NA,1,NA,NA,NA,NA,NA,"Thailand_national_rugby_union_team","%C3%89quipe_de_Tha%C3%AFlande_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Thailandia","Selecci%C3%B3n_de_rugby_de_Tailandia",NA,NA,""
270,"Q1476647","Wellington Rugby Football Union Team","Regional team","1879-01-01",NA,"Wellington; Wellington -19; Wellington B; Wellington Development; Wellington Lions; Wellington RFU; Wellington Rugby Football Union; Wellington Rugby FU; Wellington Rugby Union Team; Wellington U21; WRFU; ウェリントン; ウェリントン・ライオンズ; ウェリントン・ラグビーフットボール連盟; ウェリントンラグビー協会; ウェリントン大学","New Zealand Rugby","New Zealand","ITM Cup; National Provincial Championship",2,"Wellington Regional Stadium","34500","Wellington",NA,"11hspmpp5l","Wellington_(National_Provincial_Championship)","Wellington_Rugby_Football_Union","Wellington_Rugby_Football_Union","Wellington_Lions","%E3%82%A6%E3%82%A7%E3%83%AA%E3%83%B3%E3%83%88%E3%83%B3%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BA",NA,"Also WD id Q104856093"
271,"Q1490464","Maori All Blacks team","Invitational team","1888-01-01",NA,"Māori; Maori All Blacks; Māori All Blacks; Māori All Blacks team; Māori de NlleZélande; New Zealand Maori; New Zealand Māori; New Zealand Māori All Blacks; New Zealand Maori Colts; New Zealand Māori Rugby Union; New Zealand Māori Rugby Union team; New Zealand Māoris; New Zealand Native Team; New Zealand Natives; Nouvelle-Zélande Māori; NZ  Māori; NZ Maori; NZ Māori; ニュージーランド・マオリ; ニュージーランドマオリ; マオリ・オールブラックス",NA,"New Zealand",NA,1,NA,NA,NA,NA,NA,"M%C4%81ori_All_Blacks","%C3%89quipe_des_M%C4%81ori_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","M%C4%81ori_All_Blacks","M%C4%81ori_All_Blacks","%E3%83%9E%E3%82%AA%E3%83%AA%E3%83%BB%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%82%B9","http://dbpedia.org/resource/Māori_All_Blacks",""
272,"Q1517603","Llanelli RFC","Club","1872-01-01",NA,"Bois Sospan; Llanelli; Llanelli FC; Llanelli Rugby Football Club; Llanelli RFC; Turks; シャーネシRFC; スラネリー; ラネリ; ラネリRFC; ラネリー; ラネリーRFC; ルラネリRFC",NA,"Wales","Welsh Premiership",2,"Parc y Scarlets",NA,NA,NA,NA,"Llanelli_RFC","Llanelli_Rugby_Football_Club","Llanelli_Rugby_Football_Club","Llanelli_RFC",NA,"http://dbpedia.org/resource/Llanelli_RFC",""
273,"Q1518257","Ospreys","Club","2003-01-01",NA,"Gweilch; Gweilch Tawe-Nedd; Neath-Swansea Ospreys; Ospreys A; Ospreys Rugby; Ospreys Rugby Union; Нит-Суонси Оспрейз; Осприс; オスプリーズ; オスプレイズ",NA,"Wales","United Rugby Championship",1,"Liberty Stadium",NA,NA,"ospreys",NA,"Ospreys_(rugby_union)","Ospreys","Ospreys","Ospreys","%E3%82%AA%E3%82%B9%E3%83%97%E3%83%AA%E3%83%BC%E3%82%BA","http://dbpedia.org/resource/Ospreys_(rugby_union)",""
274,"Q1521117","Selkirk RFC","Club","1907-01-01",NA,"Selkirk; Selkirk Rugby Football Club",NA,"Scotland","Scottish Premiership Division Two; Scottish Premiership",2,NA,NA,NA,NA,NA,"Selkirk_RFC","Selkirk_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Selkirk_RFC",""
275,"Q1521264","Newport RFC","Club","1874-01-01",NA,"Black & Ambers; Newport; Newport F.C.; Newport Rugby Football Club; ニューポート; ニューポートRFC",NA,"Wales","Welsh Premiership",2,"Rodney Parade",NA,NA,NA,NA,"Newport_RFC","Newport_Rugby_Football_Club","Newport_Rugby_Football_Club","Newport_RFC",NA,"http://dbpedia.org/resource/Newport_RFC",""
276,"Q1521270","Neath RFC","Club","1871-01-01",NA,"Neath; Neath Rugby Football Club; Neath RFC; Welsh All Blacks; ニース; ニースRFC",NA,"Wales","Welsh Premiership",2,"The Gnoll",NA,NA,NA,NA,"Neath_RFC","Neath_Rugby_Football_Club","Neath_Rugby_Football_Club","Neath_RFC",NA,"http://dbpedia.org/resource/Neath_RFC",""
277,"Q1529911","Luxembourg national rugby union team","National senior team",NA,NA,"Luxembourg",NA,"Luxembourg",NA,1,"Stade Boy Konen; Stade Josy Barthel",NA,NA,NA,NA,"Luxembourg_national_rugby_union_team","%C3%89quipe_du_Luxembourg_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Lussemburgo",NA,NA,"http://dbpedia.org/resource/Luxembourg_national_rugby_union_team",""
279,"Q1543491","VVA-Podmoskovye Monino","Club","1967-01-01",NA,"Monino; Moscou; Moscow region; Podmoskovye; Rugby club VVA-Podmoskovje; VA Podmoskovie; VVA; VVA-Podmoskov'e; VVA-Podmoskovje; VVA-Podmoskovye; VVA Moscou; VVA Moscow; VVA Podmoskovie; VVA Podmoskovie II; VVA Podmoskovye; VVA Podmoskvye; VVA Podvoskovie; VVA Saracens; VVAサラセンズ; VVAポドルスク; モニノ",NA,"Russia",NA,NA,NA,NA,NA,NA,NA,"VVA_Podmoskovye","VVA_Podmoskovye","VVA-Podmoskov%27e",NA,"VVA%E3%83%9D%E3%83%89%E3%83%AB%E3%82%B9%E3%82%AF","http://dbpedia.org/resource/VVA_Podmoskovye",""
280,"Q1544234","Uzbekistan national rugby union team","National senior team",NA,NA,"Equipe d'Ouzbekistan de rugby a XV; Nazionale di rugby XV dell'Uzbekistan",NA,"Uzbekistan",NA,1,NA,NA,NA,NA,NA,"Uzbekistan_national_rugby_union_team","%C3%89quipe_d%27Ouzb%C3%A9kistan_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Uzbekistan",NA,NA,"http://dbpedia.org/resource/Uzbekistan_national_rugby_union_team",""
281,"Q1544873","Zimbabwe national rugby union team","National senior team","1898-01-01",NA,"nazionale zimbabwese di rugby a 15; Rhodesia; Rhodesia national rugby union team; Rhodesia Rugby Union Team; ru zwe; Seleccion de rugby de Zimbabue; Tîm rygbi'r undeb cenedlaethol Zimbabwe; tîm rygbi Simbabwe; tîm rygbi Zimbabwe; Zimbabue; Zimbabwaans rugbyteam; Zimbabwe; Zimbabwe Academy; Zimbabwe Goshawks; Zimbabwe Rugby Academy",NA,"Zimbabwe",NA,1,NA,NA,NA,NA,NA,"Zimbabwe_national_rugby_union_team","%C3%89quipe_du_Zimbabwe_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dello_Zimbabwe","Selecci%C3%B3n_de_rugby_de_Zimbabue","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B8%E3%83%B3%E3%83%90%E3%83%96%E3%82%A8%E4%BB%A3%E8%A1%A8",NA,"Also WD id Q109315537"
282,"Q1548720","Ulster Rugby","Club","1879-01-01",NA,"The Ulstermen; Ulster; Ulster 'A'; Ulster A; Ulster Academy; Ulster Ravens; アルスター; アルスター・ラグビー","Irish Rugby Football Union","Ireland","United Rugby Championship",1,"Ravenhill Stadium","18000","Belfast",NA,NA,"Ulster_Rugby","Ulster_Rugby","Ulster_Rugby","Ulster_Rugby","%E3%82%A2%E3%83%AB%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC","http://dbpedia.org/resource/Ulster_Rugby",""
283,"Q1606325","Soviet Union national rugby union team","National senior team","1974-08-05",NA,"équipe d'URSS de rugby à XV; nazionale di rugby a 15 dell'URSS; nazionale di rugby dell'URSS; Nazionale di rugby XV dell'Unione Sovietica; nazionale sovietica di rugby; Reprezentacja ZSRR w rugby mężczyzn; Reprezentacja ZSRR w rugby union mężczyzn; ru sun; ru urss; Seleccion de rugby de la Union Sovietica; Unione Sovietica; Ussr; USSR national rugby union team",NA,"U.S.S.R.",NA,1,NA,NA,NA,NA,NA,"Soviet_Union_national_rugby_union_team","%C3%89quipe_d%27Union_sovi%C3%A9tique_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Unione_Sovietica","Selecci%C3%B3n_de_rugby_de_la_Uni%C3%B3n_Sovi%C3%A9tica",NA,"http://dbpedia.org/resource/Soviet_Union_national_rugby_union_team",""
284,"Q1608682","Monaco national rugby union team","National senior team","1996-01-01",NA,"Equipe de Monaco de rugby a XV; Monaco Rugby; Nazionale di rugby a 15 del Principato di Monaco; Nazionale di rugby XV del Principato di Monaco",NA,"Monaco",NA,1,NA,NA,NA,NA,NA,"Monaco_national_rugby_union_team","%C3%89quipe_de_Monaco_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Principato_di_Monaco",NA,NA,NA,""
285,"Q1620798","Trinidad and Tobago national rugby union team","National senior team",NA,NA,"Seleccion de rugby de Trinidad y Tobago; Equipe de Trinite-et-Tobago de rugby a XV; Nazionale di rugby XV di Trinidad e Tobago; nazionale trinidadiense di rugby; Seleção Trinitina de Râguebi",NA,"Trinidad and Tobago",NA,1,NA,NA,NA,NA,NA,"Trinidad_and_Tobago_national_rugby_union_team","%C3%89quipe_de_Trinit%C3%A9-et-Tobago_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Trinidad_e_Tobago","Selecci%C3%B3n_de_rugby_de_Trinidad_y_Tobago",NA,NA,""
286,"Q1621334","Bermuda national rugby union team","National senior team","1975-01-01",NA,"Bermuda Select XV; Equipe des Bermudes de rugby a XV; Nazionale di rugby a 15 di Bermuda; Nazionale di rugby XV delle Bermuda; Seleccion de rugby de Bermudas",NA,"United Kingdom",NA,1,NA,NA,NA,NA,NA,"Bermuda_national_rugby_union_team","%C3%89quipe_des_Bermudes_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Bermuda","Selecci%C3%B3n_de_rugby_de_Bermudas",NA,NA,""
287,"Q1621341","Bahamas national rugby union team","National senior team",NA,NA,"Bahamas; Equipe des Bahamas de rugby a XV; Nazionale di rugby XV delle Bahamas; Seleccion de rugby de Bahamas",NA,"Bahamas",NA,1,NA,NA,NA,NA,NA,"Bahamas_national_rugby_union_team","%C3%89quipe_des_Bahamas_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_delle_Bahamas","Selecci%C3%B3n_de_rugby_de_Bahamas",NA,NA,""
288,"Q1621555","Cayman Islands national rugby union team","National senior team",NA,NA,"Caimani; Isole Cayman; Nazionale di rugby XV delle Isole Cayman",NA,"Cayman Islands",NA,1,NA,NA,NA,NA,NA,"Cayman_Islands_national_rugby_union_team","%C3%89quipe_des_%C3%AEles_Ca%C3%AFmans_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_delle_Isole_Cayman","Selecci%C3%B3n_de_rugby_de_las_Islas_Caim%C3%A1n",NA,NA,""
289,"Q1621574","Costa Rica national rugby union team","National senior team",NA,NA,"Los Guarias; Seleccion de rugby de Costa Rica; Nazionale di rugby XV della Costa Rica; Seleção Costarriquenha de Râguebi",NA,"Costa Rica",NA,1,NA,NA,NA,NA,NA,"Costa_Rica_national_rugby_union_team","%C3%89quipe_du_Costa_Rica_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Costa_Rica","Selecci%C3%B3n_de_rugby_de_Costa_Rica",NA,NA,""
290,"Q1621823","Estonia national rugby union team","National senior team",NA,NA,"Nazionale di rugby XV dell'Estonia",NA,"Estonia",NA,1,NA,NA,NA,NA,NA,"Estonia_national_rugby_union_team","%C3%89quipe_d%27Estonie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Estonia",NA,NA,"http://dbpedia.org/resource/Estonia_national_rugby_union_team",""
291,"Q1622110","RC Rottweil","Club","1970-01-01",NA,"Rugby-Club Rottweil e. V.",NA,"Germany",NA,NA,NA,NA,"Rottweil",NA,NA,"RC_Rottweil",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Rottweil",""
292,"Q1622363","San Marino national rugby union team","National senior team",NA,NA,"Équipe de Saint Marin de rugby à XV; Nazionale di rugby XV di San Marino",NA,"San Marino",NA,1,NA,NA,NA,NA,NA,"San_Marino_national_rugby_union_team","%C3%89quipe_de_Saint-Marin_de_rugby_%C3%A0_XV",NA,NA,NA,NA,""
293,"Q1622658","Mauritius national rugby union team","National senior team",NA,NA,"Equipe de la Republique de Maurice de rugby a XV; Équipe de la république de maurice de rugby à xv; Mauritius; Nazionale di rugby a 15 delle Mauritius; Nazionale di rugby XV delle Mauritius",NA,"Mauritius",NA,1,NA,NA,NA,NA,NA,"Mauritius_national_rugby_union_team","%C3%89quipe_de_Maurice_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Mauritius","Selecci%C3%B3n_de_rugby_de_Mauricio",NA,NA,""
294,"Q1622752","German Democratic Republic national rugby union team","National senior team","1951-10-21","1990-09-15","Nazionale di rugby XV della Germania dell'Est; Reprezentacja Niemieckiej Republiki Demokratycznej w rugby mężczyzn; East Germany national rugby union team; East German National Team",NA,"Germany",NA,1,NA,NA,NA,NA,NA,"East_Germany_national_rugby_union_team","%C3%89quipe_d%27Allemagne_de_l%27Est_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Repubblica_Democratica_Tedesca","Selecci%C3%B3n_de_rugby_de_Alemania_Democr%C3%A1tica",NA,"http://dbpedia.org/resource/East_Germany_national_rugby_union_team",""
295,"Q1628212","Cahors Rugby","Club","1908-01-01",NA,"Cahors; Cahors rugby; Cahors Rugby - Stade Cadurcien; Cahors XV; Stade cadurcien",NA,"France","Fédérale 2 - Poule 5",6,NA,NA,"Cahors",NA,NA,"Cahors_Rugby","Cahors_Rugby","Cahors_rugby",NA,NA,"http://dbpedia.org/resource/Cahors_Rugby",""
296,"Q1632899","Barbados national rugby union team","National senior team",NA,NA,"Equipe de la Barbade de rugby a XV; Nazionale di rugby a 15 di Barbados; Nazionale di rugby XV delle Barbados; Nazionale di rugby XV di Barbados",NA,"Barbados",NA,1,NA,NA,NA,NA,NA,"Barbados_national_rugby_union_team","%C3%89quipe_de_la_Barbade_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Barbados","Selecci%C3%B3n_de_rugby_de_Barbados",NA,NA,""
297,"Q1634037","El Salvador national rugby union team","National senior team",NA,NA,"Seleccion de rugby de El Salvador; Nazionale di rugby XV di El Salvador; Los Torogoces",NA,"El Salvador",NA,1,NA,NA,NA,NA,NA,"El_Salvador_national_rugby_union_team","%C3%89quipe_du_Salvador_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_El_Salvador","Selecci%C3%B3n_de_rugby_de_El_Salvador",NA,"http://dbpedia.org/resource/El_Salvador_national_rugby_union_team",""
298,"Q1634636","Qatar national rugby union team","National senior team",NA,NA,"Nazionale di rugby XV del Qatar",NA,"Qatar",NA,1,NA,NA,NA,NA,NA,"Qatar_national_rugby_union_team","%C3%89quipe_du_Qatar_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Qatar",NA,NA,NA,""
299,"Q1634654","Catalonia national rugby union team","National senior team","1934-04-14",NA,"Cataluña; nazionale di rugby a 15 della catalogna; Reprezentacja Katalonii w rugby mężczyzn; selezione di rugby XV della Catalogna",NA,"Spain",NA,1,"Camp Municipal de Rugby La Foixarda","800",NA,NA,NA,"Catalonia_national_rugby_union_team","%C3%89quipe_de_Catalogne_de_rugby_%C3%A0_XV","Selezione_maschile_di_rugby_a_15_della_Catalogna","Selecci%C3%B3n_de_rugby_de_Catalu%C3%B1a",NA,NA,""
300,"Q1634699","Jordan national rugby union team","National senior team",NA,NA,"Nazionale di rugby XV della Giordania",NA,"Jordan",NA,1,NA,NA,NA,NA,NA,"Jordan_national_rugby_union_team","%C3%89quipe_de_Jordanie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Giordania",NA,NA,"http://dbpedia.org/resource/Jordan_national_rugby_union_team",""
301,"Q1634826","Turkey national rugby union team","National senior team",NA,NA,"Nazionale di rugby XV della Turchia; Türkiye Milli Ragbi Birliği Takımı; Ay Yıldızlar; Ay Yıldızlar",NA,"Turkey",NA,1,NA,NA,NA,NA,NA,"Turkey_national_rugby_union_team","%C3%89quipe_de_Turquie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Turchia",NA,NA,"http://dbpedia.org/resource/Turkey_national_rugby_union_team",""
302,"Q1638171","USA Limoges","Club","1902-01-01",NA,"Limoges; Limoges rugby; Limoges Rugby; UA Limoges; Union sportive et athlétique de Limoges; USA Limoges rugby; USAL; USAL Limoges Pro D2; リモージュ; 利摩日橄榄球俱乐部",NA,"France","Nationale 2",4,"Stade Municipal de Beaublanc",NA,"Limoges",NA,NA,"USA_Limoges","Union_sportive_athl%C3%A9tique_de_Limoges",NA,NA,NA,"http://dbpedia.org/resource/USA_Limoges",""
303,"Q1661537","India national rugby union team","National senior team","1998-10-26",NA,"Equipe d'Inde de rugby a XV; Équipe d'inde de rugby à xv; Inde; India; Nazionale di rugby XV dell'India; Seleccion de rugby de India; インド",NA,"India",NA,1,NA,NA,NA,NA,NA,"India_national_rugby_union_team","%C3%89quipe_d%27Inde_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27India",NA,NA,NA,""
304,"Q1672729","Iris Club lillois","Club","1898-01-01","1941-01-01",NA,NA,"France",NA,NA,NA,NA,NA,NA,"1232hsb_","Iris_Club_lillois","Iris_Club_lillois",NA,NA,NA,NA,""
305,"Q1675853","Ivory Coast national rugby union team","National senior team","1976-01-01",NA,"Costa d'Avorio; Costa de Marfil; Côte d'Ivoire; Côte D'ivoire; Equipe de Cote-d'Ivoire de rugby a XV; Équipe de côte-d'ivoire de rugby à xv; Équipe de Côte d'Ivoire de rugby à XV; Ivoorkus nasionale rugbyspan; Ivoorkus se nasionale rugbyspan; Ivoriaans rugbyteam; Ivory Coast; nazionale di rugby XV della Costa d’Avorio; nazionale ivoriana di rugby; Reprezentacja Wybrzeża Kości Słoniowej w rugby mężczyzn; ru civ; Seleccion de rugby de Costa de Marfil; Seleccion nacional de rugby de Costa de Marfil; Selección nacional de rugby de Costa de Marfil; Sgioba naiseanta rugbaidh Cote d'Ivoire; Сборная Кот-д'Ивуара по регби; კოტ-დ'ივუარის მორაგბეთა ეროვნული ნაკრები",NA,"Ivory Coast",NA,1,NA,NA,NA,NA,NA,"Ivory_Coast_national_rugby_union_team","%C3%89quipe_de_C%C3%B4te_d%27Ivoire_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Costa_d%27Avorio","Selecci%C3%B3n_de_rugby_de_Costa_de_Marfil","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B3%E3%83%BC%E3%83%88%E3%82%B8%E3%83%9C%E3%83%AF%E3%83%BC%E3%83%AB%E4%BB%A3%E8%A1%A8",NA,""
306,"Q1706623","RC Tigers","Club",NA,NA,NA,NA,"Austria",NA,NA,NA,NA,NA,NA,"113qbn6ct",NA,NA,NA,NA,NA,NA,""
307,"Q1748307","Hindú Club","Club","1919-10-10",NA,"Elefante; Hindu; Hindú; Hindu Club; Torcua; Torcuato; インドゥ; インドゥ・クルブ; レオポルド","Argentine Rugby Union","Argentina","Top 12 de la URBA",2,NA,NA,"Don Torcuato",NA,NA,"Hind%C3%BA_Club","Hind%C3%BA_Club","Hind%C3%BA_Club","Hind%C3%BA_Club","%E3%82%A4%E3%83%B3%E3%83%89%E3%82%A5%E3%83%BB%E3%82%AF%E3%83%AB%E3%83%96","http://dbpedia.org/resource/Hindú_Club",""
308,"Q1777760","Leopards","Club","1920-01-01",NA,"Leopard; Leopardos; Leopards Rugby Union; Leopards S.A. Academy; Leopards U19; Leopards U21; Leopards XV; Luiperds Rugby; Mielieboere; North West; North West Leopards; North West Rugby; Platinum Leopards; Western Transvaal; Western Transvaal Rugby Union; レオパルズ; レパーズ","South African Rugby Union","South Africa","Currie Cup",2,"Absa Puk Oval","5000","Potchefstroom",NA,NA,"Leopards_(rugby_union)","Leopards_(rugby_%C3%A0_XV)","Leopards","Leopards_(rugby)","%E3%83%AC%E3%83%91%E3%83%BC%E3%82%BA_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC)","http://dbpedia.org/resource/Leopards_(rugby_union)",""
309,"Q1781643","AS Béziers Hérault","Club","1911-01-01",NA,"A.S. Béziers; AS Bézier; AS Beziers; AS Béziers; AS Beziers Herault; ASB; ASBH; Association sportive Béziers Hérault; Association sportive biterroise; Association Sportive de Beziers Herault; Association Sportive de Béziers Hérault; ASベジエ; ASベジエ・エロー; Beziers; Béziers; Béziers Hérault; Béziers ORC; Beziers Rugby; Béziers Rugby; FC Béziers; ベジエ",NA,"France","Pro D2",2,"Stade Raoul-Barrière","18555","Béziers",NA,NA,"AS_B%C3%A9ziers_H%C3%A9rault","Association_sportive_de_B%C3%A9ziers_H%C3%A9rault","Association_sportive_de_B%C3%A9ziers_H%C3%A9rault","AS_B%C3%A9ziers_H%C3%A9rault","AS%E3%83%99%E3%82%B8%E3%82%A8%E3%83%BB%E3%82%A8%E3%83%AD%E3%83%BC","http://dbpedia.org/resource/AS_Béziers_Hérault",""
310,"Q1782908","Stade Montois","Club","1908-10-31",NA,"Les Abeilles; Mont-de-Marsan; Mont-De-Marsan; Mont De Marsan; Montois; SM; SMR; Stade montois; Stade montois rugby; Stade Montois Rugby; Stade Montois Rugby Pro; Stade Montois rygby; スタッド・モンテ; スタッド・モントワ; モン＝ド＝マルサン; モントワ; 蒙德馬桑橄欖球體育俱樂部; 蒙德马桑橄榄球体育俱乐部; 蒙斯橄榄球俱乐部",NA,"France","Pro D2",2,"Stade André-et-Guy-Boniface",NA,"Mont-de-Marsan",NA,NA,"Stade_Montois_Rugby","Stade_montois_rugby","Stade_montois_rugby","Stade_Montois","%E3%82%B9%E3%82%BF%E3%83%83%E3%83%89%E3%83%BB%E3%83%A2%E3%83%B3%E3%83%88%E3%83%AF","http://dbpedia.org/resource/Stade_Montois",""
311,"Q1783262","Venezuela national national rugby union team","National senior team",NA,NA,"Seleccion de rugby de Venezuela; Equipe du Venezuela de rugby a XV; Équipe du Vénézuela de rugby à XV; Nazionale di rugby XV del Venezuela; ru ven; Seleção Venezuelana de Râguebi",NA,"Venezuela",NA,1,NA,NA,NA,NA,NA,"Venezuela_national_rugby_union_team","%C3%89quipe_du_Venezuela_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Venezuela","Selecci%C3%B3n_de_rugby_de_Venezuela",NA,NA,""
312,"Q1786586","San Isidro Club","Club","1935-01-01",NA,"S.i.c.; S.I.C.; San Isidro; Sic; SIC; Zanjero; СІК; サン・イシドロクラブ","Argentine Rugby Union","Argentina","Top 12 de la URBA",2,NA,NA,NA,NA,NA,"San_Isidro_Club","San_Isidro_Club","San_Isidro_Club","San_Isidro_Club","%E3%82%B5%E3%83%B3%E3%83%BB%E3%82%A4%E3%82%B7%E3%83%89%E3%83%AD%E3%83%BB%E3%82%AF%E3%83%AB%E3%83%96","http://dbpedia.org/resource/San_Isidro_Club",""
313,"Q1816139","Czech Republic national rugby union team","National senior team",NA,NA,"Czech Republic; nazionale ceca di rugby; Nazionale di rugby XV della Repubblica Ceca; Rep. Ceca; Reprezentacja Czech w rugby mężczyzn; República Checa; République tchèque; ru cze; Seleccion de rugby de Republica Checa; Selección de rugby de Republica Checa; Seleccion de rugby de República Checa; Tchéquie; Tjeggoslowakye nasionale rugbyspan; Tsjeggiese Republiek nasionale rugbyspan",NA,"Czechia",NA,1,NA,NA,NA,NA,NA,"Czech_Republic_national_rugby_union_team","%C3%89quipe_de_Tch%C3%A9quie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Repubblica_Ceca","Selecci%C3%B3n_de_rugby_de_la_Rep%C3%BAblica_Checa",NA,NA,""
314,"Q1842685","Bredase Rugby Club","Club",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,"122410x0",NA,NA,NA,NA,NA,NA,""
315,"Q1857064","RC Toulonnais","Club","1908-06-03",NA,"R.C. Toulon; RC Tottenham; RC Toulon; RCT; RCT Toulon; RCトゥーロン; Rugby-Club Toulonnais; Rugby club toulonnais; Rugby Club Toulonnais; Tolone; Toulon; Toulonnais; トゥーロン; 土伦橄榄球俱乐部","French Rugby Federation","France","Top 14",1,"Stade Mayol","15400","Toulon",NA,NA,"RC_Toulon","Rugby_club_toulonnais","Rugby_Club_Toulonnais","Rugby_Club_Toulonnais","RC%E3%83%88%E3%82%A5%E3%83%BC%E3%83%AD%E3%83%B3","http://dbpedia.org/resource/RC_Toulonnais",""
316,"Q1865460","Union Bordeaux Bègles","Club","2006-06-19",NA,"Bègles; Bordeaux; bordeaux-begles; Bordeaux-Bègles; bordeaux begles; Bordeaux Begles; Bordeaux Bègles; CA Bordeaux-Bègles; L'UBB; L'Union; Les Girondins; U. Bordeaux Bègles; UBB; ubb rugby; Union Bordeaux; Union Bordeaux-Bègles; Union Bordeaux Begles; Union SB-CABBG; Union Stade bordelais Club athlétique Bordeaux Bègles Gironde; USB-CABBG; ボルドー; ボルドー・ベグル; ユニオン・ボルドー・ベグル; 波尔多-贝格勒联合会; 波尔多-贝格勒联盟; 波爾多-貝格勒聯合會","French Rugby Federation","France","Top 14",1,"Stade Chaban-Delmas","34694","Bègles",NA,NA,"Union_Bordeaux_B%C3%A8gles","Union_Bordeaux_B%C3%A8gles","Union_Bordeaux_B%C3%A8gles","Union_Bordeaux_B%C3%A8gles","%E3%83%A6%E3%83%8B%E3%82%AA%E3%83%B3%E3%83%BB%E3%83%9C%E3%83%AB%E3%83%89%E3%83%BC%E3%83%BB%E3%83%99%E3%82%B0%E3%83%AB","http://dbpedia.org/resource/Union_Bordeaux_Bègles","Merger of CA Bordeaux Bègles and Stade bordelais université club"
317,"Q1890136","Gent RFC","Club","1969-01-01",NA,"Gent Rugby Football Club",NA,"Belgium",NA,NA,NA,NA,NA,NA,NA,"Gent_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Gent_RFC",""
318,"Q1919652","Brussels Barbarians","Club","1968-01-01",NA,"Brussels Barbarians Rugby Football Club; Brussels British; The Babas",NA,"Belgium",NA,NA,NA,NA,NA,NA,NA,"Brussels_Barbarians","Brussels_Barbarians_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Brussels_Barbarians",""
319,"Q1943352","Moldova national rugby union team","National senior team",NA,NA,"Equipe de Moldavie de rugby a XV; Équipe de moldavie de rugby à xv; Moldavie; Moldova; Nazionale di rugby XV della Moldavia; Reprezentacja Mołdawii w rugby mężczyzn; モルドバ",NA,"Moldova",NA,1,NA,NA,NA,NA,NA,"Moldova_national_rugby_union_team","%C3%89quipe_de_Moldavie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Moldavia","Selecci%C3%B3n_de_rugby_de_Moldavia",NA,NA,""
320,"Q1958874","München RFC","Club","1977-01-01",NA,"MRFC; München Rugby Football Club e.V.",NA,"Germany",NA,NA,NA,NA,"München",NA,NA,"M%C3%BCnchen_RFC","M%C3%BCnchen_RFC",NA,NA,NA,"http://dbpedia.org/resource/München_RFC",""
