"","player","playerLabel","firstnameLabels","lastnameLabels","sexLabel","dobFormat","pobLabels","dodFormat","podLabels","citizenshipLabels","sportCountryLabels","positionLabels","careerStart","careerEnd","mass","height","ESPNscrumID","AllRugbyID","GoogleKnowlID","ItsRugbyID","RugbyDatabaseID"
"143","Q6163898","Jasper Brett","Jasper","Brett","male","1895-8-8",NA,"1917-2-4","Dalkey","United Kingdom of Great Britain and Ireland",NA,"winger",NA,NA,NA,NA,"2502",NA,NA,NA,NA
"144","Q2972218","Ciaran Fitzgerald","Ciaran","Fitzgerald","male","1952-6-4","Galway",NA,NA,"Ireland",NA,"hooker",NA,NA,NA,NA,"8808",NA,NA,NA,"19123"
"145","Q7352334","Robin Copeland","Robin","Copeland","male","1987-10-23","Wexford",NA,NA,"Ireland",NA,"lock",NA,NA,NA,NA,"169070","robin-copeland",NA,"22040","13720"
"146","Q7330366","Richardt Strauss","Richardt","Strauss","male","1986-1-29","Pretoria",NA,NA,"South Africa","South Africa, Ireland","hooker",NA,"2018-01-01","101","173","91529","richardt-strauss",NA,"5659","9962"
"147","Q3142418","Hugo MacNeill","Hugo","MacNeill","male","1958-9-16","Dublin",NA,NA,"Ireland",NA,"fullback","1977-01-01",NA,NA,NA,"9305",NA,NA,"8912","12860"
"148","Q2885784","Barry Murphy","Barry","Murphy","male","1982-11-28","Limerick",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,"15621",NA,NA,"3468","13736"
"149","Q20738399","Vincent McNamara","Vincent","McNamara","male","1891-4-11","Blackrock","1915-11-29","Suvla Bay",NA,NA,"scrum-half",NA,NA,NA,NA,"2495",NA,"11b81x3608",NA,NA
"150","Q3308051","Michael Bradley","Michael","Bradley","male","1962-11-17","Cork",NA,NA,"Ireland",NA,"scrum-half","1982-01-01","1995-01-01",NA,NA,"9553",NA,"11gslqprq_","4711","12765"
"151","Q3179047","James Leo Farrell","James","Farrell","male","1903-8-7","United Kingdom of Great Britain and Ireland","1979-10-24","Cirencester","Ireland",NA,"flanker",NA,NA,NA,NA,"3306",NA,NA,NA,NA
"152","Q28853743","Jacob Stockdale","Jacob","Stockdale","male","1996-4-3","Lisburn",NA,NA,"United Kingdom","Ireland","centre",NA,NA,"102","191","258963","jacob-stockdale","11g6p02dg6","34344","9917"
"153","Q3098563","Gary Halpin","Gary","Halpin","male","1966-2-14","Dublin","2021-2-22",NA,"Ireland","Ireland","prop",NA,"2001-01-01","111","183","10693",NA,NA,"4707","12770"
"154","Q5373476","Emmet Byrne","Emmet","Byrne","male","1973-4-4",NA,NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"13566",NA,NA,"1050",NA
"155","Q2993552","Conor Murray","Conor","Murray","male","1989-4-20","Limerick",NA,NA,"Ireland","Ireland","scrum-half","2010-01-01",NA,"94","188","96413","conor-murray",NA,"16212","8506"
"156","Q6111032","Jack Arigho","Edward, John",NA,"male","1907-7-10",NA,"1999-11-29",NA,"Ireland",NA,"winger",NA,NA,NA,NA,"3523",NA,NA,NA,NA
"157","Q3431310","Richard Wallace","Richard","Wallace","male","1968-1-16","Cork",NA,NA,"Ireland",NA,"winger",NA,"1999-01-01","88","180","11040",NA,NA,"4704","12762"
"158","Q6847877","Mike McCarthy","Mike","McCarthy","male","1981-11-27","London",NA,NA,"United Kingdom",NA,"flanker",NA,NA,NA,NA,"27672","mike-mccarthy",NA,"903","9960"
"159","Q2924991","Brian Robinson","Brian","Robinson","male","1966-3-20","Belfast",NA,NA,"United Kingdom",NA,"number 8","1985-01-01",NA,NA,NA,"10962",NA,NA,"9135","12847"
"160","Q7149916","Paul Collins","Paul","Collins","male","1959-12-7","Cork",NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,"9909",NA,NA,NA,NA
"161","Q6249732","John Muldoon","John","Muldoon","male","1982-11-30","Ballinasloe",NA,NA,"Ireland",NA,"number 8, flanker",NA,NA,NA,NA,"2715","john-muldoon",NA,"3549","13728"
"162","Q3481354","Shane Byrne","Shane","Byrne","male","1971-7-18","Aughrim",NA,NA,"Ireland",NA,"hooker",NA,"2010-01-01","98","178","11969",NA,NA,"523","12738"
"163","Q2884703","Barney Mullan","Barney","Mullan","male",NA,NA,"1986-9-25","Naas",NA,NA,"winger",NA,NA,NA,NA,"4928",NA,"120x67dn",NA,NA
"164","Q29045687","William Hallaran","William","Hallaran","male","1861-4-19",NA,"1917-1-23",NA,NA,NA,NA,NA,NA,NA,NA,"687",NA,"11dxl96607",NA,NA
"165","Q3313472","Mike Mullins","Mike","Mullins","male","1970-10-29","Auckland",NA,NA,"New Zealand","Ireland","centre",NA,"2005-01-01","93","178","13243",NA,NA,"1424","5133"
"166","Q39073320","Tom Clifford","Tom",NA,"male","1923-11-15",NA,"1990-10-1",NA,NA,NA,"prop",NA,NA,NA,NA,NA,NA,"11f006c2c0",NA,NA
"167","Q16105354","Mike Hipwell","Mike","Hipwell","male","1940-7-15",NA,NA,NA,"Ireland",NA,"number 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Q543795","Simon Best","Simon","Best","male","1978-2-11","Craigavon Borough Council",NA,NA,"United Kingdom",NA,"prop",NA,"2008-01-01","114","185","14232",NA,NA,"616","12725"
"169","Q3161196","James Kavanagh","James","Kavanagh","male","1931-1-21","Ireland",NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,"5584",NA,"121dvsw6",NA,NA
"170","Q5056228","Cecil Moriarty","Cecil","Moriarty","male","1877-1-28","Tralee","1958-4-7","Tenbury Wells",NA,NA,NA,NA,NA,NA,NA,"1344",NA,NA,NA,NA
"171","Q1400144","Jonathan Sexton","Jonathan","Sexton","male","1985-7-11","Dublin",NA,NA,"Ireland",NA,"fly-half","2005-01-01","2023-01-01","92","188","16004","jonathan-sexton",NA,"4545","8505"
"172","Q5214513","Dan Tuohy","Dan","Tuohy","male","1985-6-18","Bristol",NA,NA,"United Kingdom",NA,"lock",NA,NA,NA,NA,"27307","dan-tuohy",NA,"5347","9978"
"173","Q5512417","G. R. Symes","G.","Symes","male","1869-7-18",NA,NA,NA,NA,NA,"fullback",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Q454123","Rob Kearney","Robert","Kearney","male","1986-3-26","Dublin",NA,NA,"Ireland",NA,"winger","2005-01-01","2022-01-01","95","185","15208","rob-kearney",NA,"3575","6081"
"175","Q3538586","Trevor Hogan","Trevor","Hogan","male","1979-11-19","Tipperary",NA,NA,"Ireland",NA,"lock",NA,NA,NA,NA,"14902",NA,NA,"951","13743"
"176","Q3294170","Mark McHugh","Mark","McHugh","male","1978-8-9",NA,NA,NA,"Ireland",NA,"fullback",NA,NA,NA,NA,"14234",NA,NA,"3545","2728"
"177","Q3324946","Moss Keane","Moss","Keane","male","1948-7-27","Ireland","2010-10-5",NA,"Ireland",NA,"lock",NA,NA,NA,NA,"8197",NA,NA,NA,NA
"178","Q6387685","Ken Goodall","Ken","Goodall","male","1947-2-23",NA,"2006-8-17",NA,"United Kingdom",NA,"number 8",NA,NA,NA,NA,"7171",NA,NA,NA,NA
"179","Q3182405","John Ryan","John","Ryan","male",NA,NA,"1937-10-1","Cashel",NA,NA,NA,NA,NA,NA,NA,"1260",NA,"122brtsd",NA,NA
"180","Q3182200","John O'Driscoll","John","O'Driscoll","male","1953-11-26",NA,NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,"8816",NA,NA,NA,"19129"
"181","Q6838386","Mick O'Flanagan","Mick","O'Flanagan","male","1922-9-29","Dublin","2015-9-13","Dublin","Ireland",NA,"centre",NA,NA,NA,NA,"5044",NA,NA,NA,NA
"182","Q16233073","James Cronin","James","Cronin","male","1990-11-23","Cork",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"180368","james-cronin",NA,"28294","9959"
"183","Q3262584","Louis Magee","Louis","Magee","male","1874-5-1","Dublin","1945-4-4","Dunboyne","Ireland",NA,"fly-half",NA,NA,NA,NA,"1149",NA,NA,NA,NA
"184","Q3308048","Michael Bradley","Michael","Bradley","male","1897-10-16","Cork","1951-7-14","Cork","Ireland",NA,"prop",NA,NA,NA,NA,"2652",NA,"1ygbcfnmp",NA,NA
"185","Q2038034","Paul O'Connell","Paul","O'Connell","male","1979-10-20","Limerick",NA,NA,"Ireland",NA,"lock","2001-01-01","2016-01-01","112","198","13857","paul-o-connell",NA,"520","9974"
"186","Q964516","Gordon D'Arcy","Gordon","D'Arcy","male","1980-2-10","Wexford",NA,NA,"Ireland",NA,"centre","1999-01-01","2015-01-01","91","180","13262","gordon-d-arcy",NA,"512","9982"
"187","Q7023971","Niall Woods","Niall","Woods","male","1971-6-21",NA,NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Q1267572","Frank Stoker","Frank","Stoker","male","1867-5-29","Dublin","1939-1-8","Dublin","Ireland, United Kingdom, United Kingdom of Great Britain and Ireland","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Q6140218","James Myles","James","Myles","male","1877-1-1","County Donegal","1956-2-13",NA,"Ireland, Irish Free State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Q5981945","Ian Keatley","Ian","Keatley","male","1987-4-1","Dublin",NA,NA,"Ireland",NA,"fly-half","2008-01-01",NA,"82","176","15977","ian-keatley",NA,"4842","9944"
"191","Q30502098","Nick Timoney","Nick","Timoney","male","1995-8-1","Dublin",NA,NA,"Ireland","Ireland","flanker",NA,NA,NA,NA,"22811","nick-timoney","11fx7vqbny","33965","9904"
"192","Q6132811","James Downey","James","Downey","male","1981-3-23","Dublin",NA,NA,"Ireland",NA,"centre",NA,NA,NA,NA,"27820",NA,NA,NA,NA
"193","Q16846337","Luke McGrath","Luke","McGrath","male","1993-2-3","Hamilton",NA,NA,"Ireland",NA,"scrum-half",NA,NA,"84","175","158703","luke-mcgrath",NA,"25333","9937"
"194","Q21176705","Charles MacIvor","Charles","MacIvor","male","1891-2-12","British West Indies","1913-10-18","Dublin",NA,NA,NA,NA,NA,NA,NA,"2249",NA,"11bw68d97g",NA,NA
"195","Q1146488","Malcolm O'Kelly","Malcolm","O'Kelly","male","1974-7-19","Chelmsford",NA,NA,"Ireland",NA,"lock","1995-01-01","2010-01-01","119","203","12547",NA,NA,"521","12726"
"196","Q3022828","Denis McBride","Denis","McBride","male","1964-9-9","Belfast",NA,NA,"United Kingdom",NA,"flanker",NA,"1997-01-01","90","180","10354",NA,NA,"4710","12766"
"197","Q6147865","Jamison Gibson-Park","Jamison","Gibson, Park","male","1992-2-23","Great Barrier Island",NA,NA,"New Zealand",NA,"scrum-half",NA,NA,"80","175","172719","jamison-gibson-park",NA,"26913","326"
"198","Q3147252","Ian Davidson","Ian","Davidson","male","1879-8-10","A20 road","1939-6-1","British Columbia",NA,NA,"winger",NA,NA,NA,NA,"1327",NA,"122h5qpc",NA,NA
"199","Q5442242","Felix Jones","Felix","Jones","male","1987-8-5","Dublin",NA,NA,"Ireland",NA,"fullback",NA,NA,NA,NA,"82144","felix-jones",NA,"12518","9971"
"200","Q3018134","David Irwin","David","Irwin","male","1959-2-1","Belfast",NA,NA,"United Kingdom",NA,"centre",NA,"1990-01-01","84","186","9117",NA,NA,NA,"12868"
"201","Q2972202","Cian Healy","Cian","Healy","male","1987-10-7","Dublin",NA,NA,"Ireland",NA,"prop","2007-01-01",NA,"110","186","15972","cian-healy",NA,"4831","9508"
"202","Q3339448","Niall Hogan","Niall","Hogan","male","1971-4-20","Dublin",NA,NA,"Ireland",NA,"scrum-half",NA,"1998-01-01","80","173","11935",NA,NA,"4714","12775"
"203","Q8017711","William Roche","William","Roche","male","1895-3-28","Limerick","1983-6-26","Bandon","Ireland",NA,"number 8",NA,NA,NA,NA,"2637",NA,NA,NA,NA
"204","Q376378","David Humphreys","David","Humphreys","male","1971-9-10","Belfast",NA,NA,"United Kingdom",NA,"fly-half","1990-01-01","2008-01-01","86","178","12165",NA,NA,"614","12733"
"205","Q38458403","Hugo Keenan","Hugo","Keenan","male","1996-6-18","Dublin",NA,NA,"Ireland",NA,"fullback",NA,NA,"92","185","285683","hugo-keenan","11f06k9w4h","36673","8502"
"206","Q8017129","William Purdon","William","Purdon","male","1881-12-28","Belfast","1950-12-1","Kensington","United Kingdom, United Kingdom of Great Britain and Ireland",NA,"scrum-half","1941-01-01",NA,NA,NA,"1803",NA,NA,NA,NA
"207","Q2927442","Buck Buchanan","Buck","Buchanan","male","1904-5-21",NA,"1956-11-24","Barnet","Ireland",NA,"prop",NA,NA,NA,NA,"3317",NA,"122jqjzs",NA,NA
"208","Q2396686","Daniel Frederick Rambaut","Daniel",NA,"male","1865-8-6","Waterford","1937-11-30","Northampton","United Kingdom",NA,NA,NA,NA,NA,NA,"787",NA,NA,NA,NA
"209","Q7023848","Niall Brophy","Niall","Brophy","male","1935-11-19","Dublin","2023-3-10",NA,"Ireland",NA,"winger",NA,NA,NA,NA,"6110",NA,NA,NA,NA
"210","Q5055971","Cecil Boyd","Cecil","Boyd","male","1875-6-27","Dublin","1942-2-27","Victoria","Ireland",NA,"fullback",NA,NA,NA,NA,"1201",NA,NA,NA,NA
"211","Q7408290","Sam Walker","Sam","Walker","male","1912-4-21","Belfast","1972-1-20","Belfast","United Kingdom, United Kingdom of Great Britain and Ireland","Ireland","prop",NA,NA,NA,NA,"4173",NA,NA,NA,NA
"212","Q5012275","CJ Stander",NA,NA,"male","1990-4-5","George",NA,NA,"South Africa",NA,"flanker",NA,NA,"114","185","117453","cj-stander",NA,"17373","9914"
"213","Q6405414","Kieran Marmion","Kieran","Marmion","male","1992-2-11","Barking",NA,NA,"Ireland",NA,"scrum-half",NA,NA,NA,NA,"158694","kieran-marmion",NA,"26967","9928"
"214","Q5289697","Dolway Walkington",NA,NA,"male","1867-1-25","Belfast","1926-3-17","Belfast","United Kingdom of Great Britain and Ireland",NA,"fullback",NA,NA,NA,NA,"791",NA,NA,NA,NA
"215","Q5224236","Darragh O'Mahony","Darragh","O'Mahony","male","1972-8-18","Cork",NA,NA,"Ireland",NA,"winger",NA,"2008-01-01","83","180","12012",NA,NA,NA,NA
"216","Q733831","Ronan O'Gara","Ronan",NA,"male","1977-3-7","San Diego",NA,NA,"United States of America","Ireland","fly-half","1997-01-01","2013-01-01","83","183","13312","ronan-o-gara",NA,"515","12715"
"217","Q64746908","Ryan Baird","Ryan","Baird","male","1999-7-26","Dublin",NA,NA,"Ireland",NA,"lock, flanker",NA,NA,"113","198","301799","ryan-baird","11flc2cmx9","41348","9111"
"218","Q16233847","David Heffernan","David","Heffernan","male","1991-1-31","Ballina",NA,NA,"Ireland",NA,"hooker",NA,NA,NA,NA,"134570","david-heffernan",NA,"22451","9900"
"219","Q6233535","John Fogarty","John","Fogarty","male","1977-10-18","Cork",NA,NA,"Ireland",NA,"hooker",NA,NA,NA,NA,"15200",NA,NA,NA,"13715"
"220","Q4120947","Craig Gilroy","Craig","Gilroy","male","1991-3-11","Belfast",NA,NA,"United Kingdom",NA,"winger",NA,NA,NA,NA,"129490","craig-gilroy",NA,"22231","9948"
"221","Q6828583","Michael Bent","Michael","Bent","male","1986-4-25","Hāwera",NA,NA,"New Zealand",NA,"prop",NA,NA,NA,NA,"120354","michael-bent",NA,"17867","567"
"222","Q7340879","Robbie Diack","James, Robert","Diack","male","1985-11-12","Johannesburg",NA,NA,"South Africa",NA,"flanker",NA,NA,NA,NA,"27641","robbie-diack",NA,"5514","9972"
"223","Q439402","Tommy Bowe","Tommy","Bowe","male","1984-2-22","Monaghan",NA,NA,"United Kingdom",NA,"winger","2003-01-01","2018-01-01","98","191","14655","tommy-bowe",NA,"862","9943"
"224","Q3538563","Trevor Brennan","Trevor","Brennan","male","1973-9-22","Dublin, Leixlip",NA,NA,"Ireland, France",NA,"flanker",NA,"2007-01-01","105","196","12898",NA,NA,"292","12749"
"225","Q4889314","Benjamin Tuke","Benjamin","Tuke","male","1870-1-1",NA,"1936-1-1","Chelsea","Ireland, United Kingdom, United Kingdom of Great Britain and Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Q3160904","James Barnett Allison","James","Allison","male","1880-6-28","Monaghan","1907-3-31","Montréal","Canada",NA,"centre",NA,NA,NA,NA,"1323",NA,"11b8_mj676",NA,NA
"227","Q17266719","Joseph Chambers","Joseph","Chambers","male","1864-11-25","County Cavan","1935-9-22",NA,NA,"Ireland",NA,NA,NA,NA,NA,"753",NA,"11bbqxbskz",NA,NA
"228","Q3182102","John Moloney","John","Moloney","male","1949-8-27","Limerick",NA,NA,"Ireland",NA,"scrum-half",NA,NA,NA,NA,"7676",NA,NA,NA,NA
"229","Q6792999","Maurice Daly","Maurice","Daly","male","1914-8-1",NA,"1994-11-3",NA,NA,NA,"winger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Q7023909","Niall Malone","Niall","Malone","male","1971-4-30","Leeds",NA,NA,"Ireland",NA,"fly-half",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Q3294161","Mark McCall","Mark","McCall","male","1967-11-29","Bangor",NA,NA,"United Kingdom",NA,"centre",NA,NA,NA,NA,"11206",NA,NA,"9055","14587"
"232","Q1388702","Keith Wood","Keith","Wood","male","1972-1-27","County Clare",NA,NA,"Ireland",NA,"hooker","1992-01-01","2003-01-01","106","183","11361",NA,NA,"2630","12737"
"233","Q6985943","Ned Byrne","Ned","Byrne","male","1948-9-14","Kilkenny",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Q4798924","Arthur Gwynn","Arthur","Gwynn","male","1874-6-11",NA,"1898-2-14",NA,"United Kingdom of Great Britain and Ireland",NA,"winger",NA,NA,NA,NA,"1160",NA,NA,NA,NA
"235","Q5336097","Eddie Halvey","Eddie","Halvey","male","1970-8-11","Limerick",NA,NA,"Ireland",NA,"flanker",NA,"2004-01-01","108","193","11951",NA,NA,NA,NA
"236","Q4912723","Billy Holland","Billy","Holland","male","1985-8-3","Cork",NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Q1645731","Alain Rolland","Colm, Pierre, Alain","Rolland","male","1966-8-22","Dublin",NA,NA,"Ireland",NA,"scrum-half",NA,"1996-01-01","80","178","10913",NA,NA,"20661","14606"
"238","Q3178885","Jim McCarthy","Jim","McCarthy","male","1924-6-30","Cork","2015-4-21","Dublin","Ireland",NA,"flanker",NA,NA,NA,NA,"5020",NA,"1211q0rh",NA,NA
"239","Q434398","Jerry Flannery","Jerry","Flannery","male","1978-10-17","Galway",NA,NA,"Ireland",NA,"hooker",NA,"2012-01-01","100","180","15090",NA,NA,"958","12712"
"240","Q3181857","John Kelly","John","Kelly","male","1974-4-18","Dublin",NA,NA,"Ireland",NA,"winger",NA,"2008-01-01","89","178","13870",NA,NA,"955","12741"
"241","Q7931470","Vince Cunningham","Vince","Cunningham","male","1967-3-14","Dublin",NA,NA,"Ireland",NA,"centre",NA,NA,NA,NA,"10365",NA,NA,NA,NA
"242","Q387669","John Robbie","John","Robbie","male","1955-11-17","Dublin",NA,NA,"South Africa",NA,"scrum-half",NA,"1988-01-01","75","175","8472",NA,NA,NA,"19144"
"243","Q3178886","Jim McCoy","Jim, J.","McCoy","male","1958-6-28","Enniskillen",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"9720",NA,NA,NA,"12875"
"244","Q27840129","Brendan Foley","Brendan","Foley","male","1950-8-6","Limerick",NA,NA,NA,NA,"lock",NA,NA,NA,NA,NA,NA,"11c1wx2nwp",NA,NA
"245","Q7609958","Stephen McIvor","Stephen","McIvor","male","1969-2-5",NA,NA,NA,"Ireland",NA,"scrum-half",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Q7341879","Robert Barnes","Robert","Barnes","male","1911-3-25",NA,"1987-3-12",NA,"United Kingdom, United Kingdom of Great Britain and Ireland",NA,"centre",NA,NA,NA,NA,"4093",NA,NA,NA,NA
"247","Q6114000","Jack McGrath","Jack","McGrath","male","1989-10-11","Dublin",NA,NA,"Ireland",NA,"prop",NA,NA,"118","185","114470","jack-mcgrath",NA,"16214","9933"
"248","Q110912902","Joe McCarthy","Joe","McCarthy","male","2001-3-26","Manhattan",NA,NA,NA,"Ireland","lock",NA,NA,NA,NA,NA,"joe-mccarthy","11pw8bwqyb","47018","9902"
"249","Q6793080","Maurice Field","Maurice","Field","male","1964-2-24","Carrickfergus",NA,NA,"United Kingdom","Ireland","centre",NA,"1998-01-01","91","183","11699",NA,NA,NA,NA
"250","Q6788781","Matt Healy","Matt","Healy","male","1989-3-14","Dublin",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,"173466","matt-healy",NA,"16470","9966"
"251","Q3087002","Freddie McLennan","Freddie","McLennan","male","1951-2-8","Dublin",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,"8677",NA,"121qybz9",NA,NA
"252","Q938814","Geordan Murphy",NA,"Murphy","male","1978-4-19","Dublin",NA,NA,"Ireland, United Kingdom",NA,"fullback","1997-01-01","2013-01-01","86","185","13431",NA,NA,"638","12708"
"253","Q23035224","Robertson Smyth","Robertson","Smyth","male","1879-8-18","County Down","1916-4-5",NA,"United Kingdom of Great Britain and Ireland",NA,NA,NA,NA,NA,NA,"1541",NA,"11c3w0kd_0",NA,NA
"254","Q381641","Girvan Dempsey",NA,"Dempsey","male","1975-10-2","Dublin",NA,NA,"Ireland",NA,"fullback","1993-01-01","2010-01-01","92","183","13030",NA,NA,"510","12718"
"255","Q742133","Des Fitzgerald","Des","Fitzgerald","male","1957-12-20","Dublin",NA,NA,"Ireland","Ireland","prop",NA,NA,NA,NA,"9729",NA,NA,NA,"12851"
"256","Q3177306","Jeremy Davidson","Jeremy","Davidson","male","1974-4-28","Belfast",NA,NA,"United Kingdom",NA,"flanker",NA,"2003-01-01","115","198","12131",NA,NA,"4276","12750"
"257","Q448172","Syd Millar","Syd","Millar","male","1934-5-23","Ballymena","2023-12-10",NA,"United Kingdom",NA,"prop","1956-01-01","1980-01-01","100","183","6256",NA,NA,NA,NA
"258","Q3082647","Frank Hewitt","Frank","Hewitt","male","1906-10-3",NA,NA,NA,"Ireland",NA,"fly-half",NA,NA,NA,NA,"3092",NA,"11gbhh25pq",NA,NA
"259","Q16845274","Jean Kleyn","Jean","Kleyn","male","1993-8-26","Krugersdorp",NA,NA,"South Africa","Ireland, South Africa","lock",NA,NA,"120","203","224443","jean-kleyn",NA,"28111","9935"
"260","Q21620887","Caolin Blade",NA,"Blade","male","1994-4-29","Galway",NA,NA,"Ireland",NA,"scrum-half",NA,NA,NA,NA,"224735","caolin-blade","11bwymnmlh","32030","9922"
"261","Q3311725","Mick Galwey","Mick","Galwey","male","1966-10-8","Ireland",NA,NA,"Ireland",NA,"lock",NA,NA,NA,NA,"10726",NA,NA,NA,"12858"
"262","Q2907612","Bob Casey","Bob","Casey","male","1978-7-18","Dublin",NA,NA,"Ireland",NA,"lock",NA,"2012-01-01","123","201","13255",NA,NA,"1223","12753"
"263","Q6277480","Jordi Murphy","Jordi","Murphy","male","1991-4-22","Barcelona",NA,NA,"Ireland",NA,"flanker","2011-01-01",NA,NA,NA,"117439","jordi-murphy",NA,"18849","9934"
"264","Q3434228","Rob Saunders","Rob","Saunders","male","1968-8-5","Nottingham",NA,NA,"United Kingdom",NA,"scrum-half",NA,NA,NA,NA,"10963",NA,NA,"9136","12846"
"265","Q2924970","Brian O'Meara","Brian","O'Meara","male","1976-4-5","Cork",NA,NA,"Ireland","Ireland","scrum-half",NA,"2007-01-01","91","175","12405",NA,NA,"1049","12756"
"266","Q6206674","Job Langbroek","Job","Langbroek","male","1957-7-1",NA,NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"10245",NA,NA,NA,NA
"267","Q3360349","Paddy Wallace","Paddy","Wallace","male","1979-8-27","Belfast",NA,NA,"United Kingdom",NA,"fly-half",NA,"2014-01-01","83","181","15223","paddy-wallace",NA,"1322","12717"
"268","Q5232734","David Curtis","David","Curtis","male","1965-4-10","Harare",NA,NA,"Ireland",NA,"centre","1984-01-01",NA,NA,NA,"10966",NA,NA,NA,NA
"269","Q1896655","Rory Best","Rory","Best","male","1982-8-15","Craigavon",NA,NA,"United Kingdom",NA,"hooker",NA,"2019-01-01","106","180","15049","rory-best",NA,"1471","9930"
"270","Q3531929","Tony Ward","Tony","Ward","male","1954-10-9","Dublin",NA,NA,"Ireland",NA,"fly-half","1975-01-01",NA,NA,NA,"8821",NA,NA,NA,"12869"
"271","Q1445873","Peter Stringer","Peter","Stringer","male","1977-12-13","Cork",NA,NA,"Ireland",NA,"scrum-half","1998-01-01","2018-01-01","73","170","13283","peter-stringer",NA,"516","12720"
"272","Q3022739","Denis Hickie","Denis","Hickie","male","1976-2-13","Dublin",NA,NA,"Ireland",NA,"number 8","1996-01-01","2007-01-01","93","188","12432",NA,NA,"1440","12719"
"273","Q605864","Gabriel Fulcher","Gabriel","Fulcher","male","1969-11-27","Aldershot",NA,NA,"United Kingdom","Ireland","lock",NA,"2000-01-01","108","196","11806",NA,NA,"4708","12769"
"274","Q16232393","John Ryan","John","Ryan","male","1988-8-2","Cork",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"149936","john-ryan",NA,"24123","9093"
"275","Q6195251","Jim Glennon","Jim","Glennon","male","1953-7-7","Skerries",NA,NA,"Ireland",NA,"lock",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Q2397148","Edmund Forrest","Edmund","Forrest","male","1870-10-5","Dublin","1902-2-20","Aden","Ireland",NA,NA,NA,NA,NA,NA,"834",NA,"12233p3s",NA,NA
"277","Q19818628","Dan Leavy","Dan","Leavy","male","1994-5-23","Dublin",NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,"184443","dan-leavy",NA,"28860","9939"
"278","Q3518906","Terry Kingston","Terry","Kingston","male","1963-9-19","Cork",NA,NA,"Ireland",NA,"hooker",NA,"1996-01-01","99","178","10244",NA,NA,"4706","12771"
"279","Q21664044","Albert Stewart","Albert, Lewis","Stewart","male","1889-2-19","Belfast","1917-10-4",NA,"United Kingdom of Great Britain and Ireland",NA,"centre",NA,NA,NA,NA,"2393",NA,"11bwn4m63c",NA,NA
"280","Q4799704","Arthur Meares","Arthur","Meares","male","1874-1-1","Mullingar","1935-1-1","Newry",NA,NA,NA,NA,NA,NA,NA,"1235",NA,NA,NA,NA
"281","Q21622539","Garry Ringrose","Garry","Ringrose","male","1995-1-26","Blackrock",NA,NA,"Ireland",NA,"centre",NA,NA,"94","185","212583","garry-ringrose","11bwqm6kxx","30986","8503"
"282","Q447937","Jack Kyle","Jack","Kyle","male","1926-1-10","Belfast","2014-11-27","Bryansford","United Kingdom","Ireland","fly-half","1946-01-01","1963-01-01",NA,NA,"4807",NA,NA,NA,NA
"283","Q3022614","Denis Cussen","Denis","Cussen","male","1901-7-19","Newcastle West","1980-12-15","Richmond","Ireland",NA,"winger",NA,NA,NA,NA,"2758",NA,"122np5th",NA,NA
"284","Q2982645","Colin Patterson","Colin","Patterson","male","1955-3-3","Belfast",NA,NA,"United Kingdom",NA,"scrum-half",NA,NA,NA,NA,"8833",NA,NA,NA,"19137"
"285","Q3308215","Michael Gibson","Michael","Gibson","male","1954-3-3","Dublin",NA,NA,"Ireland",NA,"number 8",NA,"1991-01-01",NA,"198","8914",NA,"121ybfpg",NA,"19203"
"286","Q57586448","Caelan Doris","Caelan","Doris","male","1998-4-2","Ballina",NA,NA,"Ireland",NA,"number 8",NA,NA,"106","193","294492","caelan-doris","11ff53dkfq","42351","8507"
"287","Q3531703","Tony Buckley","Tony","Buckley","male","1980-10-8","Cork",NA,NA,"Ireland",NA,"prop",NA,"2014-01-01","138","196","15614","tony-buckley",NA,"3459","12713"
