name,number,opponent,date_of_debut,caps,url
Noel Murphy,657,Australia,18/01/1958,41,"https://en.wikipedia.org//wiki/Noel_Murphy_(rugby_union,_born_1937)"
Mick English,658,Wales,15/03/1958,16,https://en.wikipedia.org//wiki/Mick_English_(rugby_union)
Dion Glass,659,France,19/04/1958,4,https://en.wikipedia.org//w/index.php?title=Dion_Glass&action=edit&redlink=1
Syd Millar,660,France,19/04/1958,37,https://en.wikipedia.org//wiki/Syd_Millar
Eric Brown,661,France,19/04/1958,1,https://en.wikipedia.org//w/index.php?title=Eric_Brown_(rugby_union)&action=edit&redlink=1
John Dooley,662,England,14/02/1959,3,https://en.wikipedia.org//w/index.php?title=John_Dooley_(rugby_union)&action=edit&redlink=1
Gerry Culliton,663,England,14/02/1959,19,https://en.wikipedia.org//wiki/Gerry_Culliton
Kevin Flynn,664,France,18/04/1959,22,https://en.wikipedia.org//wiki/Kevin_Flynn_(rugby_union)
Tom Kiernan,665,England,13/02/1960,54,https://en.wikipedia.org//wiki/Tom_Kiernan
Walter Bornemann,666,England,13/02/1960,4,https://en.wikipedia.org//w/index.php?title=Walter_Bornemann&action=edit&redlink=1
Barton McCallan,667,England,13/02/1960,2,https://en.wikipedia.org//wiki/Barton_McCallan
Jerry Walsh,668,Scotland,27/02/1960,26,https://en.wikipedia.org//wiki/Jerry_Walsh
Locky Butler,669,Wales,12/03/1960,1,https://en.wikipedia.org//wiki/Locky_Butler
Pat Costello,670,France,09/04/1960,1,https://en.wikipedia.org//w/index.php?title=Pat_Costello_(rugby_union)&action=edit&redlink=1
William Armstrong,671,South Africa,17/12/1960,2,https://en.wikipedia.org//w/index.php?title=William_Armstrong_(rugby_union)&action=edit&redlink=1
Ronald McCarten,672,England,11/02/1961,3,https://en.wikipedia.org//w/index.php?title=Ronald_McCarten&action=edit&redlink=1
Jonathan Moffett,673,England,11/02/1961,2,https://en.wikipedia.org//wiki/Jonathan_Moffett_(rugby_union)
Charles John Dick,674,Wales,11/03/1961,8,https://en.wikipedia.org//w/index.php?title=Charles_John_Dick&action=edit&redlink=1
Tom Nesdale,675,France,15/04/1961,1,https://en.wikipedia.org//wiki/Tom_Nesdale
Dennis Scott,676,France,15/04/1961,3,https://en.wikipedia.org//w/index.php?title=Dennis_Scott_(rugby_union)&action=edit&redlink=1
Kenneth Houston,677,South Africa,13/05/1961,6,https://en.wikipedia.org//wiki/Kenneth_Houston
Larry L'Estrange,678,England,10/02/1962,1,https://en.wikipedia.org//wiki/Larry_L%27Estrange
Ray Hunter,679,England,10/02/1962,10,https://en.wikipedia.org//wiki/Raymond_Hunter
Francis Gilpin,680,England,10/02/1962,3,https://en.wikipedia.org//w/index.php?title=Francis_Gilpin_(rugby_union)&action=edit&redlink=1
John Quirke,681,England,10/02/1962,3,https://en.wikipedia.org//w/index.php?title=John_Quirke_(rugby_union)&action=edit&redlink=1
Jim Dick,682,England,10/02/1962,1,https://en.wikipedia.org//w/index.php?title=Jim_Dick_(rugby_union)&action=edit&redlink=1
Ray McLoughlin,683,England,10/02/1962,40,https://en.wikipedia.org//wiki/Ray_McLoughlin
Willie John McBride,684,England,10/02/1962,63,https://en.wikipedia.org//wiki/Willie_John_McBride
Noel Turley,685,England,10/02/1962,1,https://en.wikipedia.org//wiki/Noel_Turley
Mike Hipwell,686,England,10/02/1962,12,https://en.wikipedia.org//wiki/Mike_Hipwell
Gerry Hardy,687,Scotland,24/02/1962,1,https://en.wikipedia.org//w/index.php?title=Gerry_Hardy&action=edit&redlink=1
Frank Byrne,688,France,14/04/1962,1,https://en.wikipedia.org//w/index.php?title=Frank_Byrne_(rugby_union)&action=edit&redlink=1
James Kelly,689,France,14/04/1962,11,https://en.wikipedia.org//w/index.php?title=James_Kelly_(rugby_union)&action=edit&redlink=1
Mick O'Callaghan,690,Wales,17/11/1962,3,"https://en.wikipedia.org//w/index.php?title=Mick_O%27Callaghan_(rugby_union,_born_1936)&action=edit&redlink=1"
Patrick Dwyer,691,Wales,17/11/1962,5,https://en.wikipedia.org//w/index.php?title=Patrick_Dwyer_(rugby_union)&action=edit&redlink=1
Matthew Kiely,692,Wales,17/11/1962,5,https://en.wikipedia.org//w/index.php?title=Matthew_Kiely&action=edit&redlink=1
Patrick Casey,693,France,26/01/1963,12,https://en.wikipedia.org//wiki/Patrick_Casey_(rugby_union)
John Murray,694,France,26/01/1963,1,https://en.wikipedia.org//w/index.php?title=John_Murray_(rugby_union)&action=edit&redlink=1
Brian Marshall,695,England,09/02/1963,1,https://en.wikipedia.org//w/index.php?title=Brian_Marshall_(rugby_union)&action=edit&redlink=1
Eamonn McGuire,696,England,09/02/1963,8,https://en.wikipedia.org//wiki/Eamonn_McGuire
John Fortune,697,New Zealand,07/12/1963,2,https://en.wikipedia.org//w/index.php?title=John_Fortune_(rugby_union)&action=edit&redlink=1
Alan Duggan,698,New Zealand,07/12/1963,25,https://en.wikipedia.org//wiki/Alan_Duggan
Mike Gibson,699,England,08/02/1964,69,https://en.wikipedia.org//wiki/Mike_Gibson_(rugby_union)
Fergus Keogh,700,Wales,07/03/1964,2,https://en.wikipedia.org//w/index.php?title=Fergus_Keogh&action=edit&redlink=1
Paddy Lane,701,Wales,07/03/1964,1,https://en.wikipedia.org//wiki/Paddy_Lane_(politician)
Thomas Moroney,702,Wales,07/03/1964,3,https://en.wikipedia.org//w/index.php?title=Thomas_Moroney&action=edit&redlink=1
Mick Leahy,703,Wales,07/03/1964,1,https://en.wikipedia.org//w/index.php?title=Mick_Leahy_(rugby_union)&action=edit&redlink=1
Roger Young,704,France,23/01/1965,26,https://en.wikipedia.org//wiki/Roger_Young_(rugby_union)
Seán MacHale,705,France,23/01/1965,12,https://en.wikipedia.org//wiki/Se%C3%A1n_MacHale
Ken Kennedy,706,France,23/01/1965,45,https://en.wikipedia.org//wiki/Ken_Kennedy_(rugby_union)
Mick Doyle,707,France,23/01/1965,20,https://en.wikipedia.org//wiki/Mick_Doyle_(rugby_union)
Ronnie Lamont,708,France,23/01/1965,12,https://en.wikipedia.org//wiki/Ronnie_Lamont
Paddy McGrath,709,England,13/02/1965,10,https://en.wikipedia.org//wiki/Paddy_McGrath_(rugby_union)
Henry Wall,710,Scotland,27/02/1965,2,https://en.wikipedia.org//wiki/Henry_Wall_(rugby_union)
Mick Molloy,711,France,29/01/1966,27,https://en.wikipedia.org//wiki/Mick_Molloy_(rugby_union)
Barry Bresnihan,712,England,12/02/1966,25,https://en.wikipedia.org//wiki/Barry_Bresnihan
Aidan Brady,713,Scotland,26/02/1966,4,https://en.wikipedia.org//wiki/Aidan_Brady_(rugby_union)
Ollie Waldron,714,Scotland,26/02/1966,3,https://en.wikipedia.org//wiki/Ollie_Waldron
Harry Rea,715,Australia,21/01/1967,2,https://en.wikipedia.org//wiki/Harry_Rea
Brendan Sherry,716,Australia,21/01/1967,6,https://en.wikipedia.org//wiki/Brendan_Sherry
Phil O'Callaghan,717,Australia,21/01/1967,21,https://en.wikipedia.org//wiki/Phil_O%27Callaghan
Ken Goodall,718,Australia,21/01/1967,19,https://en.wikipedia.org//wiki/Ken_Goodall
Des Scott,719,England,11/02/1967,5,https://en.wikipedia.org//wiki/Des_Scott
Sam Hutton,720,Scotland,25/02/1967,4,https://en.wikipedia.org//w/index.php?title=Sam_Hutton&action=edit&redlink=1
Terry Moore,721,Australia,13/05/1967,12,https://en.wikipedia.org//w/index.php?title=Terry_Moore_(rugby_union)&action=edit&redlink=1
Brian O'Brien,722,France,27/01/1968,3,https://en.wikipedia.org//wiki/Brian_O%27Brien_(rugby_union)
Bill McCombe,723,France,27/01/1968,5,https://en.wikipedia.org//w/index.php?title=Bill_McCombe&action=edit&redlink=1
Tom Doyle,724,England,10/02/1968,3,https://en.wikipedia.org//wiki/Tom_Doyle_(rugby_union)
Laurence Hunter,725,Wales,09/03/1968,2,https://en.wikipedia.org//w/index.php?title=Laurence_Hunter&action=edit&redlink=1
John Moroney,726,Wales,09/03/1968,6,https://en.wikipedia.org//wiki/John_Moroney
Jim Tydings,727,Australia,26/10/1968,1,https://en.wikipedia.org//w/index.php?title=Jim_Tydings&action=edit&redlink=1
Barry McGann,728,France,25/01/1969,25,https://en.wikipedia.org//wiki/Barry_McGann
Jimmy Davidson,729,France,25/01/1969,6,"https://en.wikipedia.org//wiki/Jim_Davidson_(rugby_union,_born_1942)"
Colin Grimshaw,730,England,08/02/1969,1,https://en.wikipedia.org//w/index.php?title=Colin_Grimshaw_(rugby_union)&action=edit&redlink=1
Bill Brown,731,South Africa,10/01/1970,4,https://en.wikipedia.org//wiki/Bill_Brown_(rugby_union)
Eric Campbell,732,South Africa,10/01/1970,1,https://en.wikipedia.org//wiki/Eric_Campbell_(rugby_union)
Fergus Slattery,733,South Africa,10/01/1970,61,https://en.wikipedia.org//wiki/Fergus_Slattery
Eddie Grant,734,France,30/01/1971,4,https://en.wikipedia.org//wiki/Eddie_Grant_(rugby_union)
Sean Lynch,735,France,30/01/1971,17,https://en.wikipedia.org//wiki/Sean_Lynch_(rugby_union)
Dennis Hickie,736,France,30/01/1971,6,https://en.wikipedia.org//wiki/Denis_J._Hickie
Barry O'Driscoll,737,France,30/01/1971,4,https://en.wikipedia.org//wiki/Barry_O%27Driscoll
Tom Grace,738,France,29/01/1972,25,https://en.wikipedia.org//wiki/Tom_Grace
Wallace McMaster,739,France,29/01/1972,18,https://en.wikipedia.org//w/index.php?title=Wallace_McMaster&action=edit&redlink=1
John Moloney,740,France,29/01/1972,27,https://en.wikipedia.org//wiki/John_Moloney_(rugby_union)
Con Feighery,741,France,29/01/1972,3,https://en.wikipedia.org//wiki/Con_Feighery
Stewart McKinney,742,France,29/01/1972,25,https://en.wikipedia.org//wiki/Stewart_McKinney_(rugby_union)
Kevin Mays,743,New Zealand,20/01/1973,4,https://en.wikipedia.org//wiki/Kevin_Mays
Richard Milliken,744,England,10/02/1973,14,https://en.wikipedia.org//wiki/Richard_Milliken
Jim Buckley,745,England,10/02/1973,2,https://en.wikipedia.org//w/index.php?title=James_Buckley_(rugby_union)&action=edit&redlink=1
Tony Ensor,746,Wales,10/03/1973,2,"https://en.wikipedia.org//wiki/Tony_Ensor_(rugby_union,_born_1949)"
Seamus Dennison,747,France,14/04/1973,3,https://en.wikipedia.org//wiki/Seamus_Dennison
Mick Quinn,748,France,14/04/1973,10,https://en.wikipedia.org//wiki/Mick_Quinn_(rugby_union)
Roger Clegg,749,France,14/04/1973,5,https://en.wikipedia.org//wiki/Roger_Clegg_(rugby_union)
Vincent Becker,750,France,19/01/1974,2,https://en.wikipedia.org//wiki/Vincent_Becker
Moss Keane,751,France,19/01/1974,51,https://en.wikipedia.org//wiki/Moss_Keane
Paddy Agnew,752,France,19/01/1974,2,https://en.wikipedia.org//wiki/Paddy_Agnew_(rugby_union)
Pat Lavery,753,Wales,02/02/1974,2,https://en.wikipedia.org//wiki/Pat_Lavery
Shay Deering,754,Wales,02/02/1974,8,https://en.wikipedia.org//wiki/Shay_Deering
Alan Doherty,755,Presidents XV,07/09/1974,1,https://en.wikipedia.org//wiki/Alan_Doherty
James Crowe,756,New Zealand,23/11/1974,1,https://en.wikipedia.org//wiki/James_Crowe_(rugby_union)
Patrick Parfrey,757,New Zealand,23/11/1974,1,https://en.wikipedia.org//wiki/Patrick_Parfrey
Pat Whelan,758,England,18/01/1975,19,https://en.wikipedia.org//wiki/Pat_Whelan
Willie Duggan,759,England,18/01/1975,41,https://en.wikipedia.org//wiki/Willie_Duggan
Mick Sherry,760,France,01/03/1975,2,https://en.wikipedia.org//wiki/Mick_Sherry
Ian McIlrath,761,Australia,17/01/1976,5,https://en.wikipedia.org//wiki/Ian_McIlrath
Ollie Campbell,762,Australia,17/01/1976,22,https://en.wikipedia.org//wiki/Ollie_Campbell
John Robbie,763,Australia,17/01/1976,9,https://en.wikipedia.org//wiki/John_Robbie
John Cantrell,764,Australia,17/01/1976,9,https://en.wikipedia.org//wiki/John_Cantrell
Feidlim McLoughlin,765,Australia,17/01/1976,1,https://en.wikipedia.org//wiki/Feidlim_MacLoughlin
Philip Orr,766,France,07/02/1976,58,https://en.wikipedia.org//wiki/Philip_Orr
Brendan Foley,767,France,07/02/1976,11,https://en.wikipedia.org//wiki/Brendan_Foley_(rugby_union)
Donal Canniffe,768,Wales,21/02/1976,2,https://en.wikipedia.org//wiki/Donal_Canniffe
Ronnie Hakin,769,Wales,21/02/1976,6,https://en.wikipedia.org//wiki/Ronnie_Hakin
Larry Moloney,770,Wales,21/02/1976,4,https://en.wikipedia.org//wiki/Larry_Moloney
Joe Brady,771,England,06/03/1976,2,https://en.wikipedia.org//wiki/Joe_Brady_(rugby_union)
Stephen Blake-Knox,772,England,06/03/1976,3,https://en.wikipedia.org//wiki/Stephen_Blake-Knox
Harry Steele,773,England,06/03/1976,10,https://en.wikipedia.org//wiki/Harry_Steele_(rugby_union)
Harry McKibbin,774,Scotland,20/03/1976,1,https://en.wikipedia.org//w/index.php?title=Harry_McKibbin_Jr.&action=edit&redlink=1
Frank Wilson,775,Wales,15/01/1977,3,"https://en.wikipedia.org//wiki/Frank_Wilson_(rugby_union,_born_1952)"
Alistair McKibbin,776,Wales,15/01/1977,14,https://en.wikipedia.org//wiki/Alistair_McKibbin
Jimmy Bowen,777,Wales,15/01/1977,3,https://en.wikipedia.org//wiki/Jimmy_Bowen_(rugby_union)
Robbie McGrath,778,Wales,15/01/1977,16,https://en.wikipedia.org//wiki/Robbie_McGrath
Tom Feighery,779,Wales,15/01/1977,2,https://en.wikipedia.org//w/index.php?title=Tom_Feighery_(rugby_union)&action=edit&redlink=1
Ned Byrne,780,Scotland,19/02/1977,6,https://en.wikipedia.org//wiki/Ned_Byrne
Charlie Murtagh,781,Scotland,19/02/1977,1,https://en.wikipedia.org//wiki/Charlie_Murtagh
Ray Finn,782,France,19/03/1977,1,https://en.wikipedia.org//wiki/Ray_Finn_(rugby_union)
Freddie McLennan,783,France,19/03/1977,18,https://en.wikipedia.org//wiki/Freddie_McLennan
Paul McNaughton,784,Scotland,21/01/1978,15,https://en.wikipedia.org//wiki/Paul_McNaughton
Tony Ward,785,Scotland,21/01/1978,20,https://en.wikipedia.org//wiki/Tony_Ward_(rugby_union)
Mick Fitzpatrick,786,Scotland,21/01/1978,10,https://en.wikipedia.org//wiki/Mick_Fitzpatrick_(rugby_union)
Donal Spring,787,Scotland,21/01/1978,7,https://en.wikipedia.org//wiki/Donal_Spring
John O'Driscoll,788,Scotland,21/01/1978,32,https://en.wikipedia.org//wiki/John_O%27Driscoll_(rugby_union)
Terry Kennedy,789,New Zealand,04/11/1978,13,"https://en.wikipedia.org//wiki/Terry_Kennedy_(rugby_union,_born_1954)"
Colin Patterson,790,New Zealand,04/11/1978,11,https://en.wikipedia.org//wiki/Colin_Patterson_(rugby_union)
Dick Spring,791,France,20/01/1979,3,https://en.wikipedia.org//wiki/Dick_Spring
Gerry McLoughlin,792,France,20/01/1979,18,https://en.wikipedia.org//wiki/Gerry_McLoughlin
Colm Tucker,793,France,20/01/1979,3,https://en.wikipedia.org//wiki/Colm_Tucker
Michael E. Gibson,794,France,20/01/1979,10,https://en.wikipedia.org//wiki/Michael_Gibson_(rugby_union)
Moss Finn,795,England,17/02/1979,14,https://en.wikipedia.org//wiki/Moss_Finn
Ronnie Elliott,796,Scotland,03/03/1979,1,https://en.wikipedia.org//wiki/Ronnie_Elliott_(rugby_union)
Rodney O'Donnell,797,Australia,03/06/1979,5,https://en.wikipedia.org//wiki/Rodney_O%27Donnell
Ciaran Fitzgerald,798,Australia,03/06/1979,25,https://en.wikipedia.org//wiki/Ciaran_Fitzgerald
Frank Ennis,799,Australia,03/06/1979,1,https://en.wikipedia.org//wiki/Frank_Ennis
Kevin O'Brien,800,England,19/01/1980,3,https://en.wikipedia.org//wiki/Kevin_O%27Brien_(rugby_union)
Jim Glennon,801,England,19/01/1980,7,https://en.wikipedia.org//wiki/Jim_Glennon
Ian Burns,802,England,19/01/1980,1,https://en.wikipedia.org//wiki/Ian_Burns_(rugby_union)
David Irwin,803,France,01/03/1980,25,https://en.wikipedia.org//wiki/David_Irwin_(rugby_union)
Hugo MacNeill,804,France,07/02/1981,37,https://en.wikipedia.org//wiki/Hugo_MacNeill_(rugby_union)
Francis Quinn,805,France,07/02/1981,3,https://en.wikipedia.org//wiki/Francis_Quinn_(rugby_union)
Kenny Hooks,806,Scotland,21/03/1981,6,https://en.wikipedia.org//wiki/Kenny_Hooks
John J. Murphy,807,South Africa,30/05/1981,3,"https://en.wikipedia.org//wiki/John_Murphy_(rugby_union,_born_1957)"
Paul Dean,808,South Africa,30/05/1981,32,https://en.wikipedia.org//wiki/Paul_Dean_(rugby_union)
Jerry Holland,809,South Africa,30/05/1981,3,https://en.wikipedia.org//wiki/Jerry_Holland_(rugby_union)
John Hewitt,810,South Africa,30/05/1981,2,https://en.wikipedia.org//wiki/John_Hewitt_(rugby_union)
Trevor Ringland,811,Australia,21/11/1981,34,https://en.wikipedia.org//wiki/Trevor_Ringland
Donal Lenihan,812,Australia,21/11/1981,52,https://en.wikipedia.org//wiki/Donal_Lenihan
Mike Kiernan,813,Wales,23/01/1982,43,https://en.wikipedia.org//wiki/Mike_Kiernan
Keith Crossan,814,Scotland,20/02/1982,41,https://en.wikipedia.org//wiki/Keith_Crossan
Ronan Kearney,815,France,20/03/1982,4,https://en.wikipedia.org//wiki/Ronan_Kearney
Rory Moroney,816,France,21/01/1984,3,https://en.wikipedia.org//wiki/Rory_Moroney
J. J. McCoy,817,Wales,04/02/1984,16,https://en.wikipedia.org//wiki/J._J._McCoy_(rugby_union)
Willie Duncan,818,Wales,04/02/1984,2,https://en.wikipedia.org//wiki/Willie_Duncan_(rugby_union)
Harry Harbison,819,Wales,04/02/1984,8,https://en.wikipedia.org//wiki/Harry_Harbison
Tony Doyle,820,England,18/02/1984,2,https://en.wikipedia.org//wiki/Tony_Doyle_(rugby_union)
Des Fitzgerald,821,England,18/02/1984,34,https://en.wikipedia.org//wiki/Des_Fitzgerald
Derek McGrath,822,Scotland,03/03/1984,5,https://en.wikipedia.org//wiki/Derek_McGrath_(rugby_union)
Hugh Condon,823,Scotland,03/03/1984,1,https://en.wikipedia.org//wiki/Hugh_Condon
Brendan Mullin,824,Australia,10/11/1984,56,https://en.wikipedia.org//wiki/Brendan_Mullin
Michael Bradley,825,Australia,10/11/1984,40,"https://en.wikipedia.org//wiki/Michael_Bradley_(rugby_union,_born_1962)"
Willie Anderson,826,Australia,10/11/1984,27,"https://en.wikipedia.org//wiki/Willie_Anderson_(rugby_union,_born_1955)"
Phillip Matthews,827,Australia,10/11/1984,38,https://en.wikipedia.org//wiki/Phillip_Matthews
Willie Sexton,828,Australia,10/11/1984,3,https://en.wikipedia.org//wiki/Willie_Sexton
Brian Spillane,829,Scotland,02/02/1985,13,https://en.wikipedia.org//wiki/Brian_Spillane
Nigel Carr,830,Scotland,02/02/1985,11,https://en.wikipedia.org//wiki/Nigel_Carr
Brian McCall,831,France,02/03/1985,3,https://en.wikipedia.org//wiki/Brian_McCall_(rugby_union)
David Morrow,832,France,01/02/1986,3,https://en.wikipedia.org//wiki/Davy_Morrow
Paul Kennedy,833,Wales,15/02/1986,2,https://en.wikipedia.org//wiki/Paul_Kennedy_(rugby_union)
Ralph Keyes,834,England,01/03/1986,8,https://en.wikipedia.org//wiki/Ralph_Keyes
Terry Kingston,835,Wales,25/05/1987,30,https://en.wikipedia.org//wiki/Terry_Kingston
John MacDonald,836,Canada,30/05/1987,4,"https://en.wikipedia.org//wiki/John_MacDonald_(rugby_union,_born_1960)"
Paul Collins,837,Canada,30/05/1987,2,"https://en.wikipedia.org//wiki/Paul_Collins_(rugby_union,_born_1959)"
Job Langbroek,838,Tonga,03/06/1987,1,https://en.wikipedia.org//wiki/Job_Langbroek
Neil Francis,839,Tonga,03/06/1987,36,https://en.wikipedia.org//wiki/Neil_Francis_(rugby_union)
Phil Danaher,840,Scotland,16/01/1988,28,https://en.wikipedia.org//wiki/Phil_Danaher_(rugby_union)
John Fitzgerald,841,Scotland,16/01/1988,12,https://en.wikipedia.org//wiki/John_Fitzgerald_(rugby_union)
Don Whittle,842,France,20/02/1988,1,https://en.wikipedia.org//wiki/Don_Whittle
Tom Clancy,843,Wales,05/03/1988,9,https://en.wikipedia.org//wiki/Tom_Clancy_(rugby_union)
Denis McBride,844,Wales,05/03/1988,32,https://en.wikipedia.org//wiki/Denis_McBride_(rugby_union)
Mick Moylett,845,England,19/03/1988,1,https://en.wikipedia.org//wiki/Mick_Moylett
John F. Sexton,846,England,23/04/1988,4,https://en.wikipedia.org//wiki/John_Sexton_(rugby_union)
Vince Cunningham,847,England,23/04/1988,16,https://en.wikipedia.org//wiki/Vince_Cunningham
Fergus Aherne,848,England,23/04/1988,16,https://en.wikipedia.org//wiki/Fergus_Aherne
Steve Smith,849,England,23/04/1988,25,"https://en.wikipedia.org//wiki/Steve_Smith_(rugby_union,_born_1959)"
Noel Mannion,850,Samoa,29/10/1988,16,https://en.wikipedia.org//wiki/Noel_Mannion
Pat O'Hara,851,Samoa,29/10/1988,15,https://en.wikipedia.org//wiki/Pat_O%27Hara_(rugby_union)
Fergus Dunlea,852,Wales,04/02/1989,3,https://en.wikipedia.org//wiki/Fergus_Dunlea
Paul Haycock,853,England,18/02/1989,1,https://en.wikipedia.org//wiki/Paul_Haycock
Philip Rainey,854,England,18/02/1989,1,https://en.wikipedia.org//wiki/Philip_Rainey
Nick Popplewell,855,New Zealand,18/11/1989,48,https://en.wikipedia.org//wiki/Nick_Popplewell
Brian Smith,856,New Zealand,18/11/1989,9,"https://en.wikipedia.org//wiki/Brian_Smith_(rugby,_born_1966)"
Kenny Murphy,857,England,20/01/1990,11,https://en.wikipedia.org//wiki/Kenny_Murphy_(rugby_union)
Peter Russell,858,England,20/01/1990,4,https://en.wikipedia.org//wiki/Peter_Russell_(rugby_union)
Gary Halpin,859,England,20/01/1990,11,https://en.wikipedia.org//wiki/Gary_Halpin
Alain Rolland,860,Argentina,27/10/1990,3,https://en.wikipedia.org//wiki/Alain_Rolland
Paddy Johns,861,Argentina,27/10/1990,59,https://en.wikipedia.org//wiki/Paddy_Johns
Philip Lawlor,862,Argentina,27/10/1990,3,https://en.wikipedia.org//wiki/Philip_Lawlor
Simon Geoghegan,863,France,02/02/1991,37,https://en.wikipedia.org//wiki/Simon_Geoghegan
Rob Saunders,864,France,02/02/1991,12,https://en.wikipedia.org//wiki/Rob_Saunders
Brian Rigney,865,France,02/02/1991,8,https://en.wikipedia.org//wiki/Brian_Rigney
Mick Galwey,866,France,02/02/1991,41,https://en.wikipedia.org//wiki/Mick_Galwey
Brian Robinson,867,France,02/02/1991,25,https://en.wikipedia.org//wiki/Brian_Robinson_(rugby_union)
Gordon Hamilton,868,France,02/02/1991,10,https://en.wikipedia.org//wiki/Gordon_Hamilton_(rugby_union)
Jim Staples,869,Wales,16/02/1991,26,https://en.wikipedia.org//wiki/Jim_Staples
David Curtis,870,Wales,16/02/1991,13,https://en.wikipedia.org//wiki/David_Curtis_(rugby_union)
Jack Clarke,871,Wales,16/02/1991,29,https://en.wikipedia.org//wiki/Jack_Clarke_(rugby_union)
Richard Wallace,872,Namibia,20/07/1991,29,https://en.wikipedia.org//wiki/Richard_Wallace_(rugby_union)
Nicky Barry,873,Namibia,27/07/1991,1,https://en.wikipedia.org//wiki/Nicky_Barry
Mick Fitzgibbon,874,Wales,18/01/1992,6,https://en.wikipedia.org//wiki/Mick_Fitzgibbon
Derek McAleese,875,France,21/03/1992,1,https://en.wikipedia.org//wiki/Derek_McAleese
Paul Hogan,876,France,21/03/1992,1,https://en.wikipedia.org//wiki/Paul_Hogan_(rugby_union)
Ronald Carey,877,New Zealand,30/05/1992,2,https://en.wikipedia.org//wiki/Ronald_Carey_(rugby_union)
Neville Furlong,878,New Zealand,30/05/1992,2,https://en.wikipedia.org//wiki/Neville_Furlong
Paul McCarthy,879,New Zealand,30/05/1992,5,https://en.wikipedia.org//wiki/Paul_McCarthy_(rugby_union)
Kelvin Leahy,880,New Zealand,30/05/1992,1,https://en.wikipedia.org//wiki/Kelvin_Leahy
Mark McCall,881,New Zealand,30/05/1992,13,https://en.wikipedia.org//wiki/Mark_McCall
Paddy Kenny,882,New Zealand,06/06/1992,1,https://en.wikipedia.org//wiki/Paddy_Kenny_(rugby_union)
John N. Murphy,883,Australia,31/10/1992,1,"https://en.wikipedia.org//wiki/John_Murphy_(rugby_union,_born_1963)"
Colin Wilkinson,884,Scotland,16/01/1993,1,https://en.wikipedia.org//wiki/Colin_Wilkinson
Niall Malone,885,Scotland,16/01/1993,3,https://en.wikipedia.org//wiki/Niall_Malone
Richard Costello,886,Scotland,16/01/1993,1,https://en.wikipedia.org//wiki/Richard_Costello_(rugby_union)
Ciaran Clarke,887,France,20/02/1993,5,https://en.wikipedia.org//wiki/Ciaran_Clarke_(rugby_union)
Peter Clohessy,888,France,20/02/1993,54,https://en.wikipedia.org//wiki/Peter_Clohessy
Brian Glennon,889,France,20/02/1993,1,https://en.wikipedia.org//wiki/Brian_Glennon
Eric Elwood,890,Wales,06/03/1993,35,https://en.wikipedia.org//wiki/Eric_Elwood
Conor O'Shea,891,Romania,13/11/1993,35,https://en.wikipedia.org//wiki/Conor_O%27Shea
Ken O'Connell,892,France,15/01/1994,2,https://en.wikipedia.org//wiki/Ken_O%27Connell
Maurice Field,893,England,19/02/1994,17,https://en.wikipedia.org//wiki/Maurice_Field
Jonny Bell,894,Australia,05/06/1994,36,https://en.wikipedia.org//wiki/Jonny_Bell_(rugby_union)
Niall Woods,895,Australia,05/06/1994,8,https://en.wikipedia.org//wiki/Niall_Woods
Keith Wood,896,Australia,05/06/1994,58,https://en.wikipedia.org//wiki/Keith_Wood
David Corkery,897,Australia,05/06/1994,27,https://en.wikipedia.org//wiki/David_Corkery
Gabriel Fulcher,898,Australia,11/06/1994,20,https://en.wikipedia.org//wiki/Gabriel_Fulcher
Alan McGowan,899,USA,05/11/1994,1,https://en.wikipedia.org//wiki/Alan_McGowan_(rugby_union)
Paul Burke,900,England,21/01/1995,13,"https://en.wikipedia.org//wiki/Paul_Burke_(rugby_union,_born_1973)"
Niall Hogan,901,England,21/01/1995,13,https://en.wikipedia.org//wiki/Niall_Hogan
Anthony Foley,902,England,21/01/1995,62,https://en.wikipedia.org//wiki/Anthony_Foley
Ben Cronin,903,Scotland,04/02/1995,2,https://en.wikipedia.org//wiki/Ben_Cronin
Davy Tweed,904,France,04/03/1995,4,https://en.wikipedia.org//wiki/Davy_Tweed
Eddie Halvey,905,France,04/03/1995,8,https://en.wikipedia.org//wiki/Eddie_Halvey
Darragh O'Mahony,906,Italy,06/05/1995,4,https://en.wikipedia.org//wiki/Darragh_O%27Mahony
David O'Mahony,907,Italy,06/05/1995,1,https://en.wikipedia.org//wiki/David_O%27Mahony
Paul Wallace,908,Japan,31/05/1995,45,https://en.wikipedia.org//wiki/Paul_Wallace_(rugby_union)
Chris Saverimutto,909,Fiji,18/11/1995,3,https://en.wikipedia.org//wiki/Chris_Saverimutto
Jeremy Davidson,910,Fiji,18/11/1995,32,https://en.wikipedia.org//wiki/Jeremy_Davidson_(rugby_union)
Allen Clarke,911,Fiji,18/11/1995,8,https://en.wikipedia.org//wiki/Allen_Clarke_(rugby_union)
Sean McCahill,912,Fiji,18/11/1995,1,https://en.wikipedia.org//wiki/Sean_McCahill
Henry Hurley,913,Fiji,18/11/1995,2,https://en.wikipedia.org//wiki/Henry_Hurley
Kurt McQuilkin,914,USA,06/01/1996,5,https://en.wikipedia.org//wiki/Kurt_McQuilkin
Victor Costello,915,USA,06/01/1996,39,https://en.wikipedia.org//wiki/Victor_Costello
