"wikidataId","fullName","itName","height","weight","positions","positionsWP","birthCountry","sportCountry","currentTeamWP"
"Q7707164","Tevita Kuridrani","Tevita Kuridrani",193,102,"Centre",NA,"Fiji","Australia",NA
"Q7793708","Thomas Ryan","Thomas Ryan",NA,NA,"Three-Quarter",NA,"New Zealand",NA,NA
"Q7804363","Tim Swinson","Tim Swinson",193,111,"2nd Row",NA,"Great Britain","Scotland",NA
"Q7811889","Toby Smith","Toby Smith",190,116,"Prop",NA,"Australia","New Zealand; Australia",NA
"Q7814927","Tom Beim","Tom Beim",183,87,"Winger",NA,"Great Britain","England",NA
"Q7816225","Tom Homer","Tom Homer",178,91,"Winger",NA,"Great Britain","England",NA
"Q7816724","Tom Marshall","Tom Marshall",183,91,"Fullback",NA,"New Zealand",NA,NA
"Q7818134","Tom Youngs","Tom Youngs",175,102,"Hooker",NA,"Great Britain","England",NA
"Q7819071","Tommaso Iannone","Tommaso Iannone",183,83,"Utility Back",NA,"Italy",NA,NA
"Q7819846","Tommy Seymour","Tommy Seymour",183,95,"Winger",NA,"U.S.A.","Scotland",NA
"Q7820453","Tomás Cubelli","Tomás Cubelli",177,81,"Scrum-Half",NA,"Argentina",NA,NA
"Q7839352","Trevor Nyakane","Trevor Nyakane",178,121,"Prop",NA,"South Africa",NA,"/wiki/Racing_92"
"Q7846905","Troy Nathan","Troy Nathan",NA,NA,"Fly-Half",NA,"New Zealand",NA,NA
"Q7954588","WP Nel","Willem Petrus Nel",180,115,"Prop",NA,"South Africa","Scotland",NA
"Q7960346","Waisake Naholo","Waisake Naholo",186,96,"Winger",NA,"Fiji","New Zealand","/wiki/London_Irish_Rugby_Football_Club"
"Q7970584","Warren Whiteley","Warren Whiteley",192,97,"Number 8",NA,"South Africa",NA,NA
"Q8003749","Willi Heinz","Will Heinz",181,94,"Scrum-Half",NA,"New Zealand","England",NA
"Q8015653","William Millton","William Milton",NA,NA,"Flanker",NA,"New Zealand",NA,NA
"Q8021926","Willie le Roux","Willie le Roux",185,90,"Utility Back",NA,"South Africa",NA,NA
"Q8061538","Yuri Kushnarev","Jurij Kušnarëv",183,95,"Fly-Half",NA,"Soviet Union","Russia",NA
"Q8518572","James Marshall","James Marshall",183,90,"Utility Back",NA,"New Zealand",NA,"/wiki/Tasman_Rugby_Union"
"Q9972175","Luke Baldwin","Luke Baldwin",173,85,"Scrum-Half",NA,"Great Britain","England",NA
"Q11155470","Lappies Labuschagné","Pieter Labuschagné",189,105,"Flanker",NA,"South Africa","Japon",NA
"Q11722570","Jan Serfontein","Jan Serfontein",188,98,"Centre",NA,"South Africa",NA,"/wiki/Montpellier_H%C3%A9rault_Rugby"
"Q11837692","Yacouba Camara","Yacouba Camara",193,101,"Flanker",NA,"France",NA,"/wiki/Montpellier_H%C3%A9rault_Rugby"
"Q13560448","John Hart","John Hart",196,110,"Number 8",NA,"Great Britain","England",NA
"Q13652709","Paul Henderson","Paul Henderson",188,90,"Flanker",NA,"New Zealand",NA,NA
"Q14372315","Mako Vunipola","Mako Vunipola",180,130,"Prop",NA,"New Zealand","England",NA
"Q14918712","Gabriele Rubini","Gabriele Rubini",190,108,"Flanker",NA,"Italy",NA,NA
"Q14948228","Lorenzo Romano","Lorenzo Romano",190,115,"Prop",NA,"Italy",NA,NA
"Q15042047","Ant Strachan","Ant Strachan",175,82,"Scrum-Half",NA,"New Zealand",NA,NA
"Q15070001","Jason Hewett","Jason Hewett",178,75,"Scrum-Half",NA,"New Zealand",NA,NA
"Q15076350","Kevin Schuler","Kevin Schuler",189,95,"Flanker",NA,"New Zealand",NA,NA
"Q15097500","Graham Purvis","Graham Purvis",183,105,"Prop",NA,"New Zealand",NA,NA
"Q15101082","Daniel Hourcade","Daniel Hourcade",NA,NA,"Scrum-Half",NA,"Argentina",NA,NA
"Q15119090","Billy Vunipola","Billy Vunipola",188,126,"Number 8",NA,"Australia","England","/wiki/Saracens_Football_Club"
"Q15140706","Tommaso Allan","Tommaso Allan",186,87,"Fly-Half",NA,"Italy",NA,"/wiki/Union_Sportive_Arlequins_Perpignanais"
"Q15147778","Uili Kolo'ofai","Uili Kolo'ofai",198,120,"2nd Row",NA,"New Zealand","Tonga",NA
"Q15185698","Michele Campagnaro","Michele Campagnaro",184,88,"Centre",NA,"Italy",NA,"/wiki/Union_sportive_Colomiers_rugby"
"Q15219068","Jon Preston","Jon Preston",176,77,"Scrum-Half",NA,"New Zealand",NA,NA
"Q15221057","Shayne Philpott","Shayne Philpott",175,80,"Fullback",NA,"New Zealand",NA,NA
"Q15241244","Terry Wright","Terry Wright",183,75,"Winger",NA,"New Zealand",NA,NA
"Q15243168","Luca Martinelli","Luca Martinelli",175,73,"Scrum-Half",NA,"Italy",NA,NA
"Q15276885","Steve Gordon","Steve Gordon",198,112,"2nd Row",NA,"New Zealand",NA,NA
"Q15403637","Fran Clough","Fran Clough",185,92,"Centre",NA,"Great Britain","England",NA
"Q15622330","Waisea Nayacalevu","Waisea Nayacalevu",193,105,"Winger",NA,"Fiji",NA,"/wiki/Stade_fran%C3%A7ais_Paris_rugby"
"Q15653152","Josua Tuisova","Josua Tuisova",181,112,"Winger",NA,"Fiji",NA,"/wiki/Lyon_Olympique_Universitaire_Rugby"
"Q15695792","Alberto Chiesa","Alberto Chiesa",177,89,"Utility Back",NA,"Italy",NA,NA
"Q15695793","Kelly Haimona","Kelly Haimona",186,114,"Fly-Half",NA,"New Zealand","Italy",NA
"Q15695798","Marcello Violi","Marcello Violi",178,82,"Scrum-Half",NA,"Italy",NA,"/wiki/Valorugby_Emilia"
"Q15731077","Jack Nowell","Jack Nowell",181,97,"Utility Back",NA,"Great Britain","England","/wiki/Exeter_Chiefs"
"Q15736032","Handré Pollard","Handré Pollard",188,96,"Fly-Half",NA,"South Africa",NA,"/wiki/Leicester_Tigers"
"Q15791720","Francesco Vinci","Francesco Vinci",NA,NA,"Centre",NA,"Italy","Italy",NA
"Q15845617","Filippo Giusti","Filippo Giusti",191,100,"Flanker",NA,"Italy",NA,NA
"Q15925083","Leonardo Sarto","Leonardo Sarto",193,91,"Winger",NA,"Italy",NA,"/wiki/Rugby_Rovigo_Delta"
"Q15967248","Geoff Cooke","Geoff Cooke",NA,NA,"Scrum-Half",NA,"Great Britain","England",NA
"Q15973427","Cyril Baille","Cyril Baille",182,113,"Prop",NA,"France",NA,"/wiki/Stade_Toulousain"
"Q16011996","Henry Toft","Henry Toft",NA,NA,"Hooker",NA,"Great Britain","England",NA
"Q16030566","Calixte Delmas","Calixte Delmas",NA,NA,NA,NA,"France",NA,NA
"Q16078998","Ausonio Alacevich","Ausonio Alacevich",NA,NA,"Prop",NA,"Italy",NA,NA
"Q16148224","Alofa Alofa","Alofa Alofa",185,93,"Centre",NA,"New Zealand","Samoa","/wiki/Aviron_Bayonnais_Rugby_Pro"
"Q16148739","Lukhanyo Am","Lukhanyo Am",186,93,"Centre",NA,"South Africa",NA,NA
"Q16150710","Rory Arnold","Rory Arnold",208,120,"2nd Row",NA,"Australia",NA,"/wiki/Stade_Toulousain"
"Q16195009","Allister Coetzee","Allister Coetzee",170,72,"Scrum-Half",NA,"South Africa",NA,NA
"Q16195790","John Schuster","John Schuster",182,83,"Winger",NA,"Samoa","New Zealand; Samoa",NA
"Q16195965","Phil Danaher","Phil Danaher",NA,NA,"Centre",NA,"Ireland","Ireland",NA
"Q16196612","Shade Munro","Shade Munro",198,108,"2nd Row",NA,"Great Britain","Scotland",NA
"Q16197444","Angelo Arrigoni","Angelo Arrigoni",NA,NA,"Winger",NA,"Italy",NA,NA
"Q16200426","Fraser Brown","Fraser Brown",183,102,"Hooker",NA,"Great Britain","Scotland",NA
"Q16202959","Tetaz Chaparro","Nahuel Tetaz Chaparro",188,121,"Prop",NA,"Argentina",NA,"/wiki/Bristol_Rugby"
"Q16210506","Vincent Koch","Vincent Koch",185,120,"Prop",NA,"South Africa",NA,"/wiki/Saracens_Football_Club"
"Q16212512","Tolu Latu","Tolu Latu",178,110,"Hooker",NA,"Tonga","Australia","/wiki/Stade_fran%C3%A7ais_Paris_rugby"
"Q16212692","Ben Toolis","Ben Toolis",201,116,"2nd Row",NA,"Australia","Scotland",NA
"Q16212733","Alberto Benettin","Alberto Benettin",183,87,"Utility Back",NA,"Italy",NA,NA
