"wikidataId","fullName","itName","height","weight","positions","positionsWP","birthCountry","sportCountry","currentTeamWP"
"Q2966033","Christo Bezuidenhout","Christo Bezuidenhout",188,119,"Prop",NA,"Spain","South Africa",NA
"Q2966210","Christophe Deylaud","Christophe Deylaud",175,74,"Fly-Half",NA,"France",NA,NA
"Q2966316","Christophe Juillet","Christophe Juillet",191,115,"Number 8",NA,"France",NA,NA
"Q2966334","Christophe Lamaison","Christophe Lamaison",178,87,"Fly-Half",NA,"France",NA,NA
"Q2972202","Cian Healy","Cian Healy",186,110,"Prop",NA,"Ireland","Ireland",NA
"Q2977307","Claude Dourthe","Claude Dourthe",178,78,"Centre",NA,"France",NA,NA
"Q2978800","Clem Thomas","Clem Thomas",186,89,"Flanker",NA,"Great Britain","Wales",NA
"Q2979357","Clinton Schifcofske","Clinton Schifcofske",183,93,"Fullback; Winger",NA,"Australia",NA,NA
"Q2979449","Clive Williams","Clive Williams",183,99,"Prop",NA,"Great Britain","Wales",NA
"Q2981183","Cobus Visagie","Cobus Visagie",185,117,"Prop",NA,"South Africa",NA,NA
"Q2982589","Colin Deans","Colin Deans",178,84,"Hooker",NA,"Great Britain","Scotland",NA
"Q2982664","Colin Yukes","Colin Yukes",198,109,"3rd Row",NA,"Canada",NA,"/wiki/Sporting_Union_Agen_Lot-et-Garonne"
"Q2993552","Conor Murray","Conor Murray",188,94,"Scrum-Half",NA,"Ireland","Ireland","/wiki/Garryowen_Football_Club"
"Q2993556","Conor O'Shea","Conor O’Shea",188,101,"Fullback",NA,"Ireland","Ireland",NA
"Q2997522","Cornelius van Zyl","Cornelius van Zyl",200,110,"2nd Row",NA,"South Africa","Italy",NA
"Q3002002","Craig Dowd","Craig Dowd",191,114,"Prop",NA,"New Zealand",NA,NA
"Q3002015","Craig Gower","Craig Gower",175,90,"Scrum-Half",NA,"Australia","Italy",NA
"Q3002019","Craig Innes","Craig Innes",181,82,"Centre",NA,"New Zealand","New Zealand",NA
"Q3002051","Craig Quinnell","Jonathan Craig Quinnel",198,130,"2nd Row",NA,"Great Britain","Wales",NA
"Q3002061","Craig Smith","Craig Smith",188,127,"Prop",NA,"Scotland",NA,NA
"Q3002839","Cristian Bezzi","Cristian Bezzi",196,116,"2nd Row",NA,"Italy",NA,NA
"Q3002857","Cristian Săuan","Cristian Săuan",183,95,"Winger",NA,"Romania",NA,NA
"Q3009884","Cédric Desbrosse","Cédric Desbrosse",190,95,"Centre",NA,"France",NA,NA
"Q3009961","Cédric Soulette","Cédric Soulette",188,108,"Prop",NA,"France",NA,NA
"Q3011484","D.T.H. van der Merwe","DTH van der Merwe",183,98,"Winger",NA,"South Africa","Canada",NA
"Q3011848","Dafydd James","Dafydd James",193,99,"Centre",NA,"Zambia","Wales",NA
"Q3012016","Dai Morris","Dai Morris",NA,NA,"Flanker",NA,"Wales",NA,NA
"Q3012320","Dale Santon","Dale Santon",180,106,"Hooker",NA,"South Africa",NA,NA
"Q3012711","Damian Smith","Damian Smith",191,102,"Winger",NA,"Australia",NA,NA
"Q3012857","Damien Varley","Damian Varley",180,110,"Hooker",NA,"Ireland","Ireland",NA
"Q3013047","Dan Crowley","Dan Crowley",176,102,"Prop",NA,"Australia",NA,NA
"Q3013095","Daniel Herbert","Daniel Herbert",188,100,"Centre",NA,"Australia",NA,NA
"Q3013101","Dan Hipkiss","Dan Hipkiss",178,92,"Centre",NA,"Great Britain","England","/wiki/Leicester_Tigers"
"Q3013138","Dan Luger","Dan Luger",185,93,"Utility Back",NA,"Great Britain","England",NA
"Q3013444","Dane Haylett-Petty","Dane Haylett-Petty",190,100,"Fullback",NA,"South Africa","Australia",NA
"Q3013585","Danie Coetzee","Danie Coetzee",185,108,"Hooker",NA,"South Africa",NA,NA
"Q3013593","Danie Rossouw","Danie Rossouw",196,117,"Number 8",NA,"South Africa",NA,NA
"Q3013795","Daniel Braid","Daniel Braid",186,94,"3rd Row",NA,"New Zealand",NA,NA
"Q3013976","Daniel Dubroca","Daniel Dubroca",178,93,"Hooker",NA,"France",NA,NA
"Q3014019","Daniel Farani","Daniel Farani",195,120,"2nd Row",NA,"New Zealand","Samoa",NA
"Q3015249","Danny Grewcock","Danny Grewcock",197,118,"2nd Row",NA,"Great Britain","England",NA
"Q3015762","Danwel Demas","Danwel Demas",188,NA,"Winger",NA,"South Africa",NA,NA
"Q3016509","Darren Garforth","Darren Garforth",178,119,"Prop",NA,"Great Britain","England",NA
"Q3016657","Daryl Gibson","Daryl Gibson",181,98,"Centre",NA,"New Zealand",NA,NA
"Q3017270","Dave Tiueti","Dave Tiueti",183,NA,"Centre",NA,"Tonga",NA,NA
"Q3017427","David Attoub","David Attoub",183,113,"Prop",NA,"France",NA,NA
"Q3017705","David Corkery","David Corkery",193,103,"Flanker",NA,"Ireland","Ireland",NA
"Q3017726","David Croft","David Croft",185,100,"3rd Row",NA,"Australia",NA,NA
"Q3017733","David Dal Maso","David Dal Maso",188,100,"3rd Row",NA,NA,NA,NA
"Q3017962","David Giffin","David Giffin",198,109,"2nd Row",NA,"Australia",NA,NA
"Q3018064","Dave Hewett","Dave Hewett",191,119,"Prop",NA,"New Zealand",NA,NA
"Q3018134","David Irwin","David Irwin",186,84,"Centre",NA,"Great Britain","Ireland",NA
"Q3018168","David Wilson","David Wilson",188,94,"3rd Row",NA,"Australia",NA,NA
"Q3018208","David Knox","David Knox",185,87,"Fly-Half",NA,"Australia",NA,NA
"Q3018291","David Lemi","David Lemi",168,80,"Winger",NA,"Samoa","Samoa",NA
"Q3018333","David Lyons","David Lyons",192,117,"Number 8",NA,"Australia",NA,"/wiki/Stade_fran%C3%A7ais_Paris_rugby"
"Q3018546","David Nucifora","David Nucifora",NA,NA,"Hooker",NA,"Australia",NA,NA
"Q3018579","David Paice","David Paice",185,103,"Hooker",NA,"Australia","England",NA
"Q3018809","David Sole","David Sole",180,104,"Prop",NA,"Great Britain","Scotland",NA
"Q3018830","David Strettle","David Strettle",183,83,"Winger",NA,"Great Britain","England",NA
"Q3018935","David Venditti","David Venditti",188,101,"Utility Back",NA,"France",NA,NA
"Q3019005","Dave Wilson","David Wilson",185,122,"Prop",NA,"Great Britain","England",NA
"Q3020652","Dean Mumm","Dean Mumm",196,109,"2nd Row",NA,"New Zealand","Australia",NA
"Q3021031","Declan Kidney","Declan Kidney",NA,NA,NA,NA,"Ireland","Ireland",NA
"Q3021760","Delon Armitage","Delon Armitage",185,95,"Fullback",NA,"Trinidad and Tobago","England",NA
"Q3022595","Denis Charvet","Denis Charvet",180,79,"Centre",NA,"France",NA,NA
"Q3022636","Denis Dallan","Denis Dallan",188,97,"Winger",NA,"Italy",NA,NA
"Q3022739","Denis Hickie","Denis Hickie",188,93,"Winger",NA,"Ireland","Ireland",NA
"Q3022790","Denis Leamy","Denis Leamy",188,108,"Flanker",NA,"Ireland","Ireland",NA
"Q3022828","Denis McBride","Denis McBride",180,90,"Flanker",NA,"Great Britain","Ireland",NA
"Q3023454","Deon Kayser","Deon Kayser",175,78,"Winger",NA,"South Africa",NA,NA
"Q3025583","Dewi Morris","Colin Morris",183,89,"Scrum-Half",NA,"Great Britain","England",NA
"Q3026584","Dick Greenwood","Dick Greenwood",NA,NA,"Flanker",NA,"Great Britain","England",NA
"Q3026670","Dicky Owen","Dicky Owen",163,60,"Scrum-Half",NA,"Great Britain","Wales",NA
"Q3027380","Diego Cuesta Silva","Diego Cuesta Silva",NA,NA,"Winger",NA,"Argentina",NA,NA
"Q3027432","Diego Ormaechea","Diego Ormaechea",NA,NA,"Number 8",NA,"Uruguay","Uruguay",NA
"Q3028719","Dion O'Cuinneagain","Dion O’Cuinneagain",193,102,"Number 8",NA,"South Africa","South Africa; Ireland",NA
"Q3032930","Djibril Camara","Djibril Camara",181,85,"Winger",NA,"France",NA,"/wiki/Aviron_Bayonnais_Rugby_Pro"
"Q3033645","Doddie Weir","Doddie Weir",198,109,"2nd Row",NA,"Great Britain","Scotland",NA
"Q3034852","Dominic Feau'nati","Dominic Feau'nati",185,120,"Centre",NA,"New Zealand","Samoa",NA
"Q3035139","Dominique Erbani","Dominique Erbani",193,102,"3rd Row",NA,"France",NA,NA
"Q3036774","Donnacha Ryan","Donnacha Ryan",201,114,"2nd Row",NA,"Ireland","Ireland","/wiki/Racing_92"
"Q3037029","Dorian West","Dorian West",180,100,"Hooker",NA,"Great Britain","England",NA
"Q3037983","Dougie Hall","Douglas",183,98,"Hooker",NA,"Scotland",NA,"/wiki/Edinburgh_Rugby"
"Q3041701","Dusty Hare","Dusty Hare",177,80,"Fullback",NA,"Great Britain","England",NA
"Q3041937","Dylan Hartley","Dylan Hartley",185,113,"Hooker",NA,"New Zealand","England",NA
"Q3041939","Dylan Mika","Dylan Mika",194,108,"3rd Row",NA,"New Zealand","Samoa; New Zealand",NA
"Q3043618","Wesley Fofana","Wesley Fofana",178,89,"Utility Back",NA,"France",NA,"/wiki/Association_sportive_montferrandaise_Clermont_Auvergne"
"Q3045593","Dănuț Dumbravă","Dănuț Dumbravă",187,80,"Utility Back",NA,"Romania",NA,NA
"Q3046794","Eben Etzebeth","Eben Etzebeth",203,122,"2nd Row",NA,"South Africa",NA,NA
"Q3047296","Eddie O'Sullivan","Eddie O'Sullivan",NA,78,"Fly-Half",NA,"Ireland","Ireland",NA
"Q3048197","Edoardo Gori","Edoardo Gori",178,90,"Scrum-Half",NA,"Italy",NA,NA
"Q3048383","Eduardo Simone","Eduardo Simone",183,89,"Centre",NA,"Argentina",NA,NA
"Q3051133","Eliseo Branca","Eliseo Branca",NA,NA,"2nd Row",NA,"Argentina",NA,NA
"Q3051778","Elton Flatley","Elton Flatley",178,92,"Utility Back",NA,"Australia",NA,NA
"Q3054645","Enrico Pavanello","Enrico Pavanello",194,113,"2nd Row",NA,"Italy",NA,NA
"Q3054707","Enrique Rodríguez","Enrique Rodríguez",178,110,"Prop",NA,NA,"Argentina; Australia",NA
"Q3056258","Eric Elwood","Eric Elwood",180,92,"Fly-Half",NA,"Ireland","Ireland",NA
"Q3056350","Eric Miller","Eric Miller",188,108,"Flanker",NA,"Ireland","Ireland",NA
"Q3056393","Eric Rush","Eric Rush",183,86,"Winger",NA,"New Zealand",NA,NA
"Q3058870","Esteban Lozada","Esteban Lozada",194,106,"2nd Row",NA,"Belgium","Argentina",NA
"Q3060976","Eusebio Guiñazú","Eusebio Guiñazú",181,114,"Prop",NA,"Argentina",NA,NA
"Q3061708","Ewen McKenzie","Ewen McKenzie",183,117,"Prop",NA,"Australia",NA,NA
"Q3062836","Ezio Galon","Ezio Galon",188,93,"Utility Back",NA,"Italy",NA,NA
"Q3063496","Faan Rautenbach","Faan Rautenbach",191,128,"Prop",NA,"South Africa",NA,NA
"Q3063550","Fabien Barcella","Fabien Barcella",183,115,"Prop",NA,"France",NA,NA
"Q3063725","Fabio Gómez","Fabio Gómez",181,84,"Scrum-Half",NA,"Argentina",NA,NA
"Q3063748","Fabio Semenzato","Fabio Semenzato",178,86,"Scrum-Half",NA,"Italy",NA,NA
"Q3063769","Fabián Turnes","Fabián Turnes",180,83,"Utility Back",NA,"Argentina",NA,NA
"Q3067931","Federico Pucciariello","Federico Pucciariello",175,110,"Prop",NA,"Argentina","Italy",NA
"Q3067933","Federico Serra Mirás","Federico Serra Mirás",188,82,"Fullback",NA,"Argentina",NA,"/wiki/San_Isidro_Club"
"Q3067941","Federico Todeschini","Federico Todeschini",185,85,"Fly-Half",NA,"Argentina",NA,NA
"Q3068776","Fergus McFadden","Fergus McFadden",180,93,"Utility Back",NA,"Ireland","Ireland",NA
"Q3069080","Fernand Cazenave","Fernand Cazenave",180,76,"Utility Back",NA,"France",NA,NA
"Q3074185","Florian Cazenave","Florian Cazenave",182,80,"Scrum-Half",NA,"France",NA,NA
"Q3074199","Florian Fritz","Florian Fritz",182,97,"Centre",NA,"France",NA,"/wiki/Stade_Toulousain"
"Q3074324","Florin Vlaicu","Florin Vlaicu",186,102,"Utility Back",NA,"Romania",NA,NA
"Q3081020","Francesco Mazzariol","Francesco Mazzariol",172,75,"Fly-Half",NA,"Italy",NA,NA
"Q3081113","Francesco Zani","Francesco Zani",NA,NA,"3rd Row",NA,"Italy",NA,NA
"Q3081477","Francis Haget","Francis Haget",194,106,"2nd Row",NA,"France",NA,NA
"Q3081810","Francisco Bosch","Francisco Bosch",183,83,"Winger",NA,"Argentina",NA,"/wiki/Hind%C3%BA_Club"
"Q3082059","Franck Azéma","Franck Azéma",182,82,"Centre",NA,"France",NA,NA
"Q3082223","Franck Mesnel","Franck Mesnel",181,92,"Utility Back",NA,"France",NA,NA
"Q3082306","Franck Tournaire","Franck Tournaire",183,111,"Prop",NA,"France",NA,NA
"Q3082356","Franco Bargelli","Franco Bargelli",NA,NA,"3rd Row",NA,"Italy",NA,NA
"Q3082390","Franco Properzi","Franco Properzi",188,112,"Prop",NA,"India","Italy",NA
"Q3082393","Franco Sbaraglini","Franco Sbaraglini",178,101,"Hooker",NA,"Argentina","Argentina; Italy",NA
"Q3082399","Franco Smith","Franco Smith",183,90,"Fly-Half",NA,"South Africa",NA,NA
"Q3082524","Frank Bunce","Frank Bunce",180,85,"Centre",NA,"New Zealand","Samoa; New Zealand",NA
"Q3082917","Frankie Sheahan","Frankie Sheahan",180,107,"Hooker",NA,"Canada","Ireland",NA
"Q3086682","Fraser Waters","Fraser Waters",183,93,"Centre",NA,"South Africa","England",NA
"Q3086995","Freddie Burns","Freddie Burns",185,80,"Fly-Half",NA,"Great Britain","England",NA
"Q3090450","Marius Tincu","Marius Tincu",NA,NA,"Hooker",NA,"Romania",NA,NA
"Q3090810","Fulvio Lorigiola","Fulvio Lorigiola",NA,NA,"Scrum-Half",NA,"Italy",NA,NA
"Q3093524","Gabiriele Lovobalavu","Gabiriele Lovobalavu",182,95,"Centre",NA,"Fiji",NA,"/wiki/Oyonnax_Rugby"
"Q3098293","Gareth Chilcott","Gareth Chilcott",170,77,"Scrum-Half",NA,"Great Britain","England",NA
"Q3098295","Gareth Delve","Gareth Delve",191,112,"Number 8",NA,"Great Britain","Wales",NA
"Q3098306","Gareth Rees","Gareth Rees",182,103,"Fly-Half",NA,"Canada",NA,NA
"Q3098384","Garin Jenkins","Garin Jenkins",178,106,"Hooker",NA,"Great Britain","Wales",NA
"Q3098492","Garry Pagel","Garry Pagel",188,118,"Prop",NA,"South Africa",NA,NA
"Q3098499","Garth Ziegler","Garth Ziegler",186,NA,"Utility Back",NA,"Zimbabwe",NA,NA
"Q3098563","Gary Halpin","Gary Halpin",183,111,"Prop",NA,"Ireland","Ireland",NA
"Q3098596","Gary Pearce","Gary Pearce",NA,NA,"Prop",NA,"Great Britain","England",NA
"Q3098605","Gary Rees","Gary Rees",NA,NA,"3rd Row",NA,"Great Britain","England",NA
"Q3099860","Gaël Fickou","Gaël Fickou",190,93,"Centre",NA,"France",NA,"/wiki/Racing_92"
"Q3101074","Geoffrey Doumayrou","Geoffrey Doumayrou",186,92,"Centre",NA,"France",NA,NA
"Q3101152","Geoffroy Messina","Geoffroy Messina",189,90,"Centre",NA,"France",NA,"/wiki/Rugby_Club_Toulonnais"
"Q3101802","George North","George Philip North",193,109,"Winger",NA,"Great Britain","Wales",NA
"Q3103948","Gerard Fraser","Gerard Fraser",180,86,"Fly-Half",NA,"New Zealand",NA,NA
"Q3104384","Gert Peens","Gert Peens",182,95,"Fullback",NA,"South Africa","Italy",NA
"Q3105137","Giampiero De Carli","Giampiero De Carli",184,112,"Prop",NA,"Italy",NA,NA
"Q3105180","Giancarlo Pivetta","Giancarlo Pivetta",183,103,"Prop; Hooker",NA,"Italy",NA,NA
"Q3105225","Gianluca Guidi","Gianluca Guidi",180,80,"Scrum-Half",NA,"Italy",NA,NA
"Q3105282","Gianni Zanon","Gianni Zanon",192,95,"Flanker",NA,"Italy",NA,NA
"Q3105687","Gilbert Doucet","Gilbert Doucet",182,95,"Number 8",NA,"France",NA,NA
"Q3105936","Gilberto Pavan","Gilberto Pavan",187,102,"Centre",NA,"Italy",NA,"/wiki/Rugby_Viadana"
"Q3106186","Gilles Delaigue","Gilles Delaigue",173,78,"Centre",NA,"France",NA,NA
"Q3106903","Giorgio Intoppa","Giorgio Intoppa",183,100,"Hooker",NA,"Italy",NA,NA
"Q3107952","Giulio Rubini","Giulio Rubini",174,85,"Utility Back",NA,"Italy",NA,NA
"Q3107960","Giulio Toniolatti","Giulio Toniolatti",180,86,"Winger",NA,"Italy",NA,NA
"Q3108679","Glen Jackson","Glen Jackson",180,85,"Fly-Half",NA,"New Zealand",NA,NA
"Q3108686","Glen Osborne","Glen Osborne",185,85,"Utility Back",NA,"New Zealand",NA,NA
"Q3110610","Gonzalo Camardón","Gonzalo Camardón",180,92,"Utility Back",NA,"Argentina",NA,NA
"Q3110622","Gonzalo Garcia","Gonzalo García",185,95,"Centre",NA,"Argentina","Italy",NA
"Q3110628","Gonzalo Padro","Gonzalo Padró",196,110,"Number 8",NA,"Argentina","Argentina; Italy",NA
"Q3110887","Gordon Bulloch","Gordon Bulloch",181,100,"Hooker",NA,"Great Britain","Scotland",NA
"Q3110925","Gordon Ross","Gordon Ross",173,84,"Fly-Half",NA,"Scotland",NA,"/wiki/London_Welsh_Rugby_Football_Club"
"Q3113187","Graeme Bachop","Graeme Bachop",177,82,"Scrum-Half",NA,"New Zealand",NA,NA
"Q3113243","Graham Dawe","Graham Dawe",180,93,"Hooker",NA,"Great Britain","England",NA
"Q3113276","Graham Rowntree","Graham Rowntree",183,110,"Prop",NA,"Great Britain","England",NA
"Q3116218","Greg Feek","Greg Feek",185,117,"Prop",NA,"New Zealand",NA,NA
"Q3116311","Gregor Townsend","Gregor Townsend",183,93,"Fly-Half",NA,"Great Britain","Scotland",NA
"Q3116394","Greig Laidlaw","Greig Laidlaw",175,78,"Scrum-Half",NA,"Great Britain","Scotland",NA
"Q3118478","Grégoire Lascubé","Grégoire Lascubé",188,115,"Prop",NA,"France",NA,NA
"Q3118516","Grégoire Yachvili","Grégoire Yachvili",190,93,"3rd Row",NA,"France","Georgia",NA
"Q3118532","Grégory Arganese","Grégory Arganese",180,95,"Hooker",NA,"France","Italy",NA
"Q3119461","Guido Rossi","Guido Rossi",185,110,"Prop",NA,"Italy","Italy",NA
"Q3120536","Guillermo Angaut","Guillermo Angaut",NA,NA,"Fullback",NA,"Argentina",NA,NA
"Q3121508","Guy Accoceberry","Guy Accoceberry",182,78,"Scrum-Half",NA,"France",NA,NA
"Q3121620","Guy Camberabero","Guy Camberabero",170,65,"Fly-Half",NA,"France",NA,NA
"Q3121764","Guy Easterby","Guy Easterby",183,94,"Scrum-Half",NA,"Great Britain","Ireland",NA
"Q3121913","Guy Laporte","Guy Laporte",183,83,"Fly-Half",NA,"France",NA,NA
"Q3122151","Guy Shepherdson","Guy Shepherdson",187,116,"Prop",NA,"Indonesia","Australia",NA
"Q3123650","Gérald Merceron","Gérald Merceron",173,78,"Fly-Half",NA,"France",NA,NA
"Q3125889","Hal Luscombe","Hal Luscombe",190,93,"Winger",NA,"Wales",NA,NA
"Q3126862","Hannes Strydom","Hannes Strydom",198,114,"2nd Row",NA,"South Africa",NA,NA
"Q3130272","Hendro Scholtz","Hendro Scholtz",188,104,"3rd Row",NA,"South Africa",NA,NA
"Q3130550","Henri Amand","Henri Amand",163,60,"Fly-Half",NA,"France",NA,NA
"Q3131988","Henri Sanz","Henri Sanz",175,77,"Scrum-Half",NA,"France",NA,NA
"Q3132839","Henry Honiball","Henry Honiball",191,85,"Fly-Half",NA,"South Africa",NA,NA
"Q3134297","Hernán Senillosa","Hernán Senillosa",180,85,"Utility Back",NA,"Argentina",NA,"/wiki/Hind%C3%BA_Club"
"Q3136862","Juan Soler",NA,NA,NA,NA,NA,NA,NA,NA
"Q3142292","Hugh McMeniman","Hugh McMeniman",200,114,"2nd Row",NA,"Australia",NA,NA
"Q3142449","Hugo Southwell","Hugo Southwell",188,96,NA,NA,"Scotland",NA,"/wiki/Wasps_Rugby_Football_Club"
"Q3142650","Hugues Miorin","Hugues Miorin",192,114,"2nd Row",NA,"France",NA,NA
"Q3147193","Iain Balshaw","Iain Balshaw",183,83,"Utility Back",NA,"Great Britain","England",NA
"Q3147285","Ian Jones","Ian Jones",198,104,"2nd Row",NA,"New Zealand",NA,NA
"Q3147324","Ian Smith","Ian Smith",NA,NA,"Winger",NA,"Australia","Scotland",NA
"Q3148682","Ilivasi Tabua","Ilivasi Tabua",193,106,"Flanker",NA,"Fiji","Fiji; Australia",NA
"Q3151441","Inoke Afeaki","Inoke Afeaki",197,114,"2nd Row",NA,"Tonga",NA,NA
"Q3154134","Joe Tekori","Iosefa Tekori",198,130,"2nd Row",NA,"Samoa",NA,"/wiki/Stade_Toulousain"
"Q3154733","Isaac Boss","Isaac Boss",178,88,"Scrum-Half",NA,"New Zealand","New Zealand; Ireland","/wiki/Waikato_Rugby_Union"
"Q3155340","Isidoro Quaglio","Isidoro Quaglio",191,105,"2nd Row",NA,"Italy",NA,NA
"Q3155646","Israel Folau","Israel Folau",194,103,"Centre; Winger; Fullback",NA,"Australia","Australia; Tonga",NA
"Q3156103","Ivan Francescato","Ivan Francescato",178,80,"Centre",NA,"Italy",NA,NA
"Q3157310","Jack Rowell","Jack Rowell",201,102,"2nd Row",NA,"Great Britain","England",NA
"Q3157505","Jaco Erasmus","Jaco Erasmus",200,105,"Flanker",NA,"South Africa","Italy",NA
"Q3158435","Jacques Burger","Jacques Burger",NA,NA,"Flanker",NA,"Namibia","Namibia",NA
"Q3160903","James Allan","James Allan",NA,90,"Forward",NA,"New Zealand",NA,NA
"Q3161007","James Dalton","James Dalton",178,95,"Hooker",NA,"South Africa",NA,NA
"Q3161084","James Forrester","James Forrester",196,110,"Number 8",NA,"Great Britain","England",NA
"Q3161345","James Pritchard","James Pritchard",176,83,"Fullback",NA,"Australia","Canada",NA
"Q3161412","James Simpson-Daniel","James Simpson-Daniel",183,92,"Winger",NA,"Great Britain","England","/wiki/Gloucester_Rugby"
"Q3161451","James Topping","James Topping",180,95,"Winger",NA,"Great Britain","Ireland",NA
"Q3161537","Jamie Joseph","Jamie Joseph",196,105,"Flanker",NA,"New Zealand",NA,NA
"Q3161715","Jan Macháček","Jan Macháček",193,108,"Number 8",NA,"Czechoslovakia","Czechia",NA
"Q3162059","Jannes Labuschagne","Jannes Labuschagne",195,114,"2nd Row",NA,"South Africa",NA,NA
"Q3162066","Jannie de Beer","Jannie de Beer",183,87,"Fly-Half",NA,"South Africa",NA,NA
"Q3162947","Jason Hobson","Jason Hobson",175,118,"Prop",NA,"Great Britain","England","/wiki/Bristol_Rugby"
"Q3162966","Jason Little","Jason Little",185,95,"Centre",NA,"Australia",NA,NA
"Q3163166","Javier Pértile","Javier Pértile",185,90,"Fullback",NA,"Argentina","Italy",NA
"Q3164372","Jean-Baptiste Poux","Jean-Baptiste Poux",180,105,"Prop",NA,"France",NA,NA
"Q3165234","Jean-Claude Skrela","Jean-Claude Skrela",187,92,"Flanker",NA,"France",NA,NA
"Q3166221","Jean-Jacques Crenca","Jean-Jacques Crenca",180,103,"Prop",NA,"France",NA,NA
"Q3166997","Jean-Louis Tolot","Jean-Louis Tolot",178,97,"Prop",NA,"France",NA,NA
"Q3167179","Jean-Luc Joinel","Jean-Luc Joinel",195,103,"Number 8",NA,"France",NA,NA
"Q3167266","Jean-Luc Sadourny","Jean-Luc Sadourny",181,88,"Fullback",NA,NA,NA,NA
"Q3167598","Jean-Marie Cadieu","Jean-Marie Cadieu",193,102,"2nd Row",NA,"France",NA,NA
"Q3167930","Jean-Michel Aguirre","Jean-Michel Aguirre",NA,NA,"Scrum-Half",NA,"France",NA,NA
"Q3168036","Jean-Michel Gonzalez","Jean-Michel Gonzalez",175,100,"Hooker",NA,"France",NA,NA
"Q3168320","Jean-Patrick Lescarboura","Jean-Patrick Lescarboura",185,85,"Fly-Half",NA,"France",NA,NA
"Q3169326","Jean-Pierre Garuet-Lempirou","Jean-Pierre Garuet-Lempirou",178,105,"Prop",NA,"France",NA,NA
"Q3171408","Jean Condom","Jean Condom",197,111,"2nd Row",NA,"France",NA,NA
"Q3171707","Jean Desclaux","Jean Desclaux",NA,NA,"3rd Row",NA,"France",NA,NA
"Q3176589","Jeff Squire","Jeff Squire",190,99,"3rd Row",NA,"Great Britain","Wales",NA
"Q3177306","Jeremy Davidson","Jeremy Davidson",198,115,"2nd Row",NA,"Great Britain","Ireland",NA
"Q3177336","Jeremy Paul","Jeremy Paul",183,103,"Hooker",NA,"New Zealand","Australia",NA
"Q3178816","Jim Hamilton","Jim Hamilton",203,125,"2nd Row",NA,"Great Britain","Scotland",NA
"Q3178949","Jim Staples","Jim Staples",188,87,"Fullback",NA,"Great Britain","Ireland",NA
"Q3179051","Jimmy Gopperth","Jimmy Gopperth",178,88,"Utility Back",NA,"New Zealand",NA,"/wiki/Provence_Rugby"
"Q3179079","Jimmy Marlu","Jimmy Marlu",180,89,"Fly-Half",NA,"France",NA,NA
"Q3179777","Joaquín Tuculet","Joaquín Tuculet",184,92,"Utility Back",NA,"Argentina",NA,NA
"Q3179896","Jock Hobbs","Jock Hobbs",185,92,"Flanker",NA,"New Zealand",NA,NA
"Q3180129","Joe McDonnell","Joe McDonnell",175,108,"Prop",NA,"New Zealand",NA,NA
"Q3180173","Joe Roff","Joe Roff",191,101,"Utility Back",NA,"Australia",NA,NA
