"wpName","fusName","rugbyscopeId","teamWP"
"scioto valley rfc","Columbus RFC; Scioto Valley RFC; Scioto Valley; Columbus Hawks; Columbus RFC Ohio; Columbus Rugby Football Club","2783",NA
"scm timisoara","SCM USV Timișoara; Bănățeni; Bănățeni; CSU Timișoara; Leii; Leii; RC Timisoara; RC Timișoara; RCJファルク; RCM Timisoara; RCM Timişoara; RCM Timișoara; RCM UVT Timișoara Saracens; Rugby Club Municipal Timișoara; Rugby Club Municipal Univeristatea de Vest Timișoara; SCM Rugby Timișoara; SCM Timișoara; SCMティミショアラ; SCMラグビー・ティミショアラ; Sport Club Municipal Rugby Timișoara; Timişoara; Timisoara Saracens; Timișoara Saracens; Timișoreni; Timișoreni; Universitatea Timisoara; Universitatea Timișoara; Universitatii Timisoara; ティミショアラ; ティミショアラ・サラセンズ","594",NA
"SCO Angers","SCO RC Angers; Angers; Angers SCO; Angers SCO rugby; SCO Angers","4550",NA
"scopa","SCOPA Rugby Club; SCOPA; SCOPA RC; Skopa","7292",NA
"scotland possibles","Scotland A national rugby union team; Whites trial; Blues trial; Reds trial; Scotland Probables; Scotland Possibles; Écosse A; Escocia A; ru a sco; Scotland A; Scozia A rugby; スコットランドA","1786",NA
"scotland probables","Scotland A national rugby union team; Whites trial; Blues trial; Reds trial; Scotland Probables; Scotland Possibles; Écosse A; Escocia A; ru a sco; Scotland A; Scozia A rugby; スコットランドA","1786",NA
"scotland students","Scotland national university rugby union team; Scotland Students; Scottish students; Scottish Universities XV","7682",NA
"scotland xv","Scotland amateur national rugby union team; Scotland Club XV; Scotland XV; Écosse Club XV","2506",NA
"scottish border xv","Border Reivers; Borders XV; Scottish Borders; Scottish Borderers; Scottish Border XV; Border Reivers Rugby Union; Border Reivers Rugby; Borders; The Borders; ボーダー・リーヴァーズ; ボーダー・レイダーズ; ボーダー・レイバース","157",NA
"scottish borderers","Border Reivers; Borders XV; Scottish Borders; Scottish Borderers; Scottish Border XV; Border Reivers Rugby Union; Border Reivers Rugby; Borders; The Borders; ボーダー・リーヴァーズ; ボーダー・レイダーズ; ボーダー・レイバース","157",NA
"scottish borders","Border Reivers; Borders XV; Scottish Borders; Scottish Borderers; Scottish Border XV; Border Reivers Rugby Union; Border Reivers Rugby; Borders; The Borders; ボーダー・リーヴァーズ; ボーダー・レイダーズ; ボーダー・レイバース","157",NA
"scottish districts","Combined Scottish Districts; Scottish Districts","7558",NA
"Scottish Exiles","Scottish Exiles; Scottish Exiles Rugby Union","2592",NA
"scottish students","Scotland national university rugby union team; Scotland Students; Scottish students; Scottish Universities XV","7682",NA
"scottish universities xv","Scotland national university rugby union team; Scotland Students; Scottish students; Scottish Universities XV","7682",NA
"scuf","Sporting Club universitaire de France rugby; SCUF; SCUF rugby; Sporting club universitaire de France; Sporting Club Universitaire de France; Sporting club universitaire de France Rugby","659",NA
"Scunthorpe RUFC","Scunthorpe Rugby Club; Scunthorpe RUFC; Scunthorpe; Scunthorpe Rugby Football Club","1791",NA
"seaside stars","Seaside Stars","7293",NA
"Seaside Stars","Seaside Stars","7293",NA
"section paloise espoirs","Section Paloise; Pau; Section; Section Paloise Espoirs; Section paloise; Section Paloise Béarn Pyrénées; Section paloise rés.; Section Paloise; セクシオン・パロワーズ; ポー","2145",NA
"seddon shield unions","Buller Rugby Football Union; Seddon Shield Unions; Buller; ブラー","1027",NA
"selby","Selby RFC","3988",NA
"selkirk","Selkirk RFC; Selkirk; Selkirk Rugby Football Club","274",NA
"selwyn","Selwyn RFC","5789",NA
"senibiau","Senibiau Rugby Club; Senibiau RC; Senibiau","7681",NA
"senshu university rfc","Senshu University Rugby Club; Senshu University RFC; 専修大学","2067",NA
"Servian-Boujan","Servian Boujan Rugby; Servian-Boujan Rugby; Servian-Boujan","4623",NA
"services xv","Combined Services; Combined Service; Combined Services Rugby; Services XV","7465",NA
"sesto","Cavalieri Union Rugby; Cavalieri Union; Cavalieri Union Rugby Prato Sesto; Unione Prato Sesto; Unione Rugby Prato Sesto; Sesto Rugby; Sesto; UR Prato Sesto","2429",NA
"Sesto Rugby","Cavalieri Union Rugby; Cavalieri Union; Cavalieri Union Rugby Prato Sesto; Unione Prato Sesto; Unione Rugby Prato Sesto; Sesto Rugby; Sesto; UR Prato Sesto","2429",NA
"Setsunan University","Setsunan University Rugby Club; Setsunan University; 摂南大学","2074",NA
"Sevenoaks","Sevenoaks RFC; Sevenoaks; Sevenoaks Rugby Football Club; セブノークス","2763",NA
"Sevenoaks RFC","Sevenoaks RFC; Sevenoaks; Sevenoaks Rugby Football Club; セブノークス","2763",NA
"Seyssins","RC Seyssins; RC Seyssens; RCセイサン; Seyssins","4606",NA
"shamrock rfc","Shamrock Rugby Club; Shamrock RFC; Slippery Rock University Rugby Club","7680",NA
"shanghai","Shanghai Rugby Football Club; Shanghai RFC; Shanghai","7679",NA
"sharks academy","Sharks; Natal Sharks; Natal; Natal Sharks -21; Natal Wildebeeste; Coastal Sharks; Sharks Rugby Union; The Sharks; シャークス; シャークスXV; Nシャークス; Sharks; Sharks; Sharks Academy; シャークス; シャークス; シャークス; シャークスXV; ナタール・シャークス; ナタル; ナタル・シャークス","121",NA
"sheffield","Sheffield RUFC; Sheffield Rugby; Sheff; Sheffield; Sheffield Rugby Union Football Club","1799",NA
"Sheppey","Sheppey Rugby Football Club; Sheppey Rugby Club","7678",NA
"shimlas","UFS Shimlas; UFS Shimlas Young Guns; Shimlas","6188",NA
"Shimlas","UFS Shimlas; UFS Shimlas Young Guns; Shimlas","6188",NA
"shirley","Shirley Rugby Club; Shirley RC; Shirley","7677",NA
"shirley rfc","Shirley RFC; シャーリーRC","5791",NA
"Shrewsbury","Shrewsbury RFC","4117",NA
"sidcup f.c.","Sidcup RFC","3989",NA
"sidmouth","Sidmouth RFC","3991",NA
"Sidmouth","Sidmouth RFC","3991",NA
"Silea Rugby","Mogliano Rugby; Associazione Sportiva Rugby Mogliano; Mogliano; Mogliano Rugby 1969; Mogliano Rugby 1969 S.S.D.; Mogliano Rugby SSD; Mogliano SSD; Mogliano Veneto; Mogliano Veneto Rugby; Rugby Mogliano; Rugby Silea; Silea Rugby; San Marco; San Marco RC; San Marco Rugby; San Marco Rugby Club; Silea; モリアーノ; モリアーノ・ラグビー; モリアーノ1956","339",NA
"Silverdale RFC","Silverdale RC; Silverdale; Silverdale RFC; Silverdale United RFC; Silverdale United R.F.C.","5870",NA
"Silverdale United R.F.C","Silverdale RC; Silverdale; Silverdale RFC; Silverdale United RFC; Silverdale United R.F.C.","5870",NA
"silverdale united rfc","Silverdale RC; Silverdale; Silverdale RFC; Silverdale United RFC; Silverdale United R.F.C.","5870",NA
"Singleton Bulls","Singleton Rugby Club; Singleton Bulls","7676",NA
"six-fours","Rugby Club Six Fours - Le Brusc; RC Pays six-fournais; RC Six Fours; Rugby club Six-Fours; Six-Fours","4828",NA
"sk walmers","SK Walmers","6229",NA
"skipton rfc","Skipton RFC","4419",NA
"sligo","Sligo RFC; Sligo Rugby Football Club","2281",NA
"so chambery","Stade Olympique Chambérien Rugby; Chambéry; SO Chambéry; SO Chambéry Rugby; SOC Chambéry; SOC Rugby; SOシャンベリ; Stade olympique chambérien; Stade Olympique Chamberien Rugby; シャンベリ","675",NA
"so givors","SO Givors; Givors; Stade Olympique Givors","3044",NA
"Solliès-Pont","RC de la Vallée du Gapeau; Solliès-Pont; ソリエス＝ポン","4613",NA
"somerset","Somerset West R.F.C.; ; Somerset; Somerset West RFC; Strand Somerset West R.F.C.","7302",NA
"Somerset","Somerset West R.F.C.; ; Somerset; Somerset West RFC; Strand Somerset West R.F.C.","7302",NA
"somerset west rfc","Somerset West R.F.C.; ; Somerset; Somerset West RFC; Strand Somerset West R.F.C.","7302",NA
"Somerset West RFC","Somerset West R.F.C.; ; Somerset; Somerset West RFC; Strand Somerset West R.F.C.","7302",NA
"south africa (u19)","South Africa national under-19 rugby union team; S.A. Under-19; South Africa U19; South Africa Under-19s; South Africa Under-19; South Africa (U19); Afrique du Sud -19","7303",NA
"south africa (u21)","South Africa national under-21 rugby union team; South Africa Under-21; South Africa U21; ; South Africa (U21); Afrique du Sud -21","7304",NA
"south africa a","Emerging Springboks; S.A. A; South Africa XV; Afrique du Sud A; Afrique du Sud A; Amabokoboko; Bokke; Boks; Emerging South Africa; Gazelles; Junior Springboks; ru a zaf; South Africa A; South Africa A national rugby union team; South Africa Gazelles; Springbokke; Springboks; Sudafrica A; Sudafrica A rugby","822",NA
"south africa elite squad","South Africa national under-18 rugby union team; S.A. Schools U18; S.A. Under-18; S.A. Under-18 High Performance; S.A. Elite Squad; SA U18 high performance; SA Elite Squad; South Africa Under-18 Elite Squad; South Africa Elite Squad; South Africa under-18; Afrique du Sud -18; South African Schools; Sudáfrica sub-18; 南アフリカ共和国U-18","2403",NA
"south africa national under-20","South Africa national under-20 rugby union team; South Africa National Under-20; Afrique du Sud -20; Baba Bokke; Baby Boks; Junior Boks; Junior Springbokke; Little Bokke; Seleccion juvenil de rugby de Sudafrica; Selección Juvenil Sudafricana; South Africa Under-20; U20南アフリカ; U20南アフリカ共和国; 南アフリカ共和国U20","797",NA
"South Africa President's XV","South Africa President's XV","2350",NA
"south africa u/23","South Africa national under-23 rugby union team; S.A. Under-23; South Africa Under-23; South Africa U23; South Africa U/23; Afrique du Sud -23","7305",NA
"south africa u19","South Africa national under-19 rugby union team; S.A. Under-19; South Africa U19; South Africa Under-19s; South Africa Under-19; South Africa (U19); Afrique du Sud -19","7303",NA
"south africa u21","South Africa national under-21 rugby union team; South Africa Under-21; South Africa U21; ; South Africa (U21); Afrique du Sud -21","7304",NA
"south africa u23","South Africa national under-23 rugby union team; S.A. Under-23; South Africa Under-23; South Africa U23; South Africa U/23; Afrique du Sud -23","7305",NA
"South Africa under-18","South Africa national under-18 rugby union team; S.A. Schools U18; S.A. Under-18; S.A. Under-18 High Performance; S.A. Elite Squad; SA U18 high performance; SA Elite Squad; South Africa Under-18 Elite Squad; South Africa Elite Squad; South Africa under-18; Afrique du Sud -18; South African Schools; Sudáfrica sub-18; 南アフリカ共和国U-18","2403",NA
"south africa under-18 elite squad","South Africa national under-18 rugby union team; S.A. Schools U18; S.A. Under-18; S.A. Under-18 High Performance; S.A. Elite Squad; SA U18 high performance; SA Elite Squad; South Africa Under-18 Elite Squad; South Africa Elite Squad; South Africa under-18; Afrique du Sud -18; South African Schools; Sudáfrica sub-18; 南アフリカ共和国U-18","2403",NA
"south africa under-19","South Africa national under-19 rugby union team; S.A. Under-19; South Africa U19; South Africa Under-19s; South Africa Under-19; South Africa (U19); Afrique du Sud -19","7303",NA
"south africa under-19s","South Africa national under-19 rugby union team; S.A. Under-19; South Africa U19; South Africa Under-19s; South Africa Under-19; South Africa (U19); Afrique du Sud -19","7303",NA
"south africa under-21","South Africa national under-21 rugby union team; South Africa Under-21; South Africa U21; ; South Africa (U21); Afrique du Sud -21","7304",NA
"south africa under-23","South Africa national under-23 rugby union team; S.A. Under-23; South Africa Under-23; South Africa U23; South Africa U/23; Afrique du Sud -23","7305",NA
"south africa xv","Emerging Springboks; S.A. A; South Africa XV; Afrique du Sud A; Afrique du Sud A; Amabokoboko; Bokke; Boks; Emerging South Africa; Gazelles; Junior Springboks; ru a zaf; South Africa A; South Africa A national rugby union team; South Africa Gazelles; Springbokke; Springboks; Sudafrica A; Sudafrica A rugby","822",NA
"South African Defence RFC","South African Defence Force; South African Defence RFC","7507",NA
"south african invitation xv","South African Country Districts XV; South African Country Districts; South African Invitation XV","1810",NA
"south canterbury football club","South Canterbury Rugby Football Union; South Canterbury; カンダベリー; サウス・カンダベリー","1811",NA
"south district","South of Scotland District Rugby Union Team; South District; South of Scotland District Rugby Union; South; South of Scotland District","1815",NA
"South Elmsall RFC","South Elmsall RFC","7675",NA
"South Gower RFC","South Gower RFC","6183",NA
"south island minor unions","South Island Rugby Union; South Island Minor Unions; South Island; 南島","2899",NA
"south island universities","South Island Universities","7673",NA
"south korea under-19","South Korea national under-19 rugby union team; South Korea Under-19","7672",NA
"south side irish","South Side Irish Rugby Team; South Side Irish","7671",NA
"South Sydney RUFC","Southern Districts Rugby Club; South Sydney RUFC; Southern Disctricts; Southern District; Southern Districts; Southern Districts RC; Southern Districts Rebels; Southern Districts Rugby Club Melbourne; サウザーンディストリクト; サウスタン・ディストリクトズ; サウスタンディストリクツ; サウスタンディストリクトズ; サウストン・ディスクリクト; サウストン・ディストリクツ; サウストン・ディストリクトス; サザン・ディスクリクツ; サザン・ディストリクツ; サザンディストリクツRC","649",NA
"South Wales Football Club","South Wales Football Club; South Wales FC","7670",NA
"south west of england","South West of England","7669",NA
"south western district","South West of Scotland District Rugby Union Team; South Western District","7668",NA
"southbridge rugby club","Southbridge RFC","5792",NA
"southern california all-stars","Southern California All-Stars","7667",NA
"southern districts rfc","Southern Districts Rugby Club; South Sydney RUFC; Southern Disctricts; Southern District; Southern Districts; Southern Districts RC; Southern Districts Rebels; Southern Districts Rugby Club Melbourne; サウザーンディストリクト; サウスタン・ディストリクトズ; サウスタンディストリクツ; サウスタンディストリクトズ; サウストン・ディスクリクト; サウストン・ディストリクツ; サウストン・ディストリクトス; サザン・ディスクリクツ; サザン・ディストリクツ; サザンディストリクツRC","649",NA
"southern districts rufc","Southern Districts Rugby Club; South Sydney RUFC; Southern Disctricts; Southern District; Southern Districts; Southern Districts RC; Southern Districts Rebels; Southern Districts Rugby Club Melbourne; サウザーンディストリクト; サウスタン・ディストリクトズ; サウスタンディストリクツ; サウスタンディストリクトズ; サウストン・ディスクリクト; サウストン・ディストリクツ; サウストン・ディストリクトス; サザン・ディスクリクツ; サザン・ディストリクツ; サザンディストリクツRC","649",NA
"southern maori","Southern Maori","7666",NA
"Southern RC","Southern RC; The Magpies","5859",NA
"Southern Rugby Football Club","Southern Rugby Football Club","6001",NA
"Souths Kookaburras Toowoomba","Souths Kookaburras Toowoomba","7665",NA
"Souths RFC","South Darwin Rabbitohs; South Darwin Rabbitohs RLFC; South Darwin Rabbitohs Rugby League Football Club; Souths; The Bunnies; The Rabbits; The Red and Green","2718",NA
"soyaux angoulême xv","Soyaux Angoulême XV Charente; Angoulême; RC Soyaux; SA XV; SA XV Charente; Soyaux-Angoulême; Soyaux-Angoulême XV; Soyaux Angoulême; Soyaux Angoulême XV; Soyaux Angouleme XV Charente; ソヨー・アングレーム; ソヨー・アングレームXVシャラント; ソヨーアングレームXVシャラント","651",NA
"spain u18","Spain national under-18 rugby union team; Espagne -18; Spain U18","7306",NA
"spartak varna","Spartak Varna","7664",NA
"sporting club decazevillois","Sporting Club decazevillois; Decazeville; SC Decazeville; SCD","2669",NA
"sporting club rieumois","SC Rieumes; Rieumes; SC rieumois; SC Rieumois; Sporting club rieumois","4484",NA
"Sporting Club Universitaire de France","Sporting Club universitaire de France rugby; SCUF; SCUF rugby; Sporting club universitaire de France; Sporting Club Universitaire de France; Sporting club universitaire de France Rugby","659",NA
"Sporting nazairien","Sporting Club nazairien; Nazairien Rugby; Saint-Nazaire; Saint-Nazaire RLA; Saint-Nazaire rugby; Saint-Nazaire rugby Loire-Atlantique; Saint Nazaire; Saint Nazaire Rugby; SC Saint-Nazaire; SNR; SNRLA; Sporting nazairien; Sporting nazairien rugby; サン＝ナゼール; スポッティング・ナザイリアン","660",NA
"sportul studențesc","CS Sportul Studențesc Bucarest; Sportul Studenţesc; Sportul Studențesc; Sportul Studențesc Bucarest; Știința București","7068",NA
"spotswood united","Spotswood United Rugby Football & Sports Club; Spotswood United","6003",NA
"Spotswood United","Spotswood United Rugby Football & Sports Club; Spotswood United","6003",NA
"Sri Lanka U19","Sri Lanka national under-19 rugby union team; Sri Lanka U19","7654",NA
"st-nazaire","Sporting Club nazairien; Nazairien Rugby; Saint-Nazaire; Saint-Nazaire RLA; Saint-Nazaire rugby; Saint-Nazaire rugby Loire-Atlantique; Saint Nazaire; Saint Nazaire Rugby; SC Saint-Nazaire; SNR; SNRLA; Sporting nazairien; Sporting nazairien rugby; サン＝ナゼール; スポッティング・ナザイリアン","660",NA
"St-Quentin Yvelines R.","Saint Quentin en Yvelines Rugby; St-Quentin Yvelines R.","7284",NA
"St Albans RFC Wales","St Albans RFC; St Albans RFC Wales","6139",NA
"St Brendan's Old Boys","St Brendan's Old Boys Rugby Football Club; St Brendan's Old Boys RFC; St Brendan's Old Boys","7663",NA
"St George","St George; St George Rugby; St george","662",NA
"St George Rugby Union","St George & District Rugby; St George Rugby Union","3782",NA
"st ives rfc","St Ives RFC; St Ives RFC Cornwall; St Ives Rugby Football Club; The Hakes","2679",NA
"St John's College","York St John University; St. John's College; York Diocesan College","7468",NA
"St Mary's Old Boys RFC","St Mary's Old Boys; St Mary's Old Boys RFC; St Mary's Old Boys Rugby Football Club","7319",NA
"st. albert rfc","St. Albert RFC; St. Albert; St. Albert RFC","7662",NA
"st. bart's hospital","Barts and The London RFC; Royal Hospitals RFC; St Barts; St Barts and The Royal London RFC; St. Bart's Hospital","953",NA
"St. Bede's College","St Bede's Rugby; St Bede's College; St. Bede's College","7661",NA
"St. Davids Cardiff","St David's Rugby; St. Davids Cardiff","7660",NA
"St. John's Marist","St. John's Marist Club; St. John's Marist","7659",NA
"st. john's marist club","St. John's Marist Club; St. John's Marist","7659",NA
"st. louis royals","St. Louis Royals Rugby; St. Louis Royals","7658",NA
"St. Mary's","St Mary's College RFC; Maro’s; Mary's; St. Mary's; St. Mary's College; St. Mary's College RFC; St. Mary's College Rugby Football Club; The Blue Army; The Blues","592",NA
"st. vincent's hospital","St. Vincent's University Hospital; St. Vincent's Hospital","7657",NA
"St. Vincent's Hospital","St. Vincent's University Hospital; St. Vincent's Hospital","7657",NA
"st.josephs rugby club whakatane","St. Josephs Rugby Club Whakatane; St.Josephs Rugby Club Whakatane; St. Josephs Rugby Club; St.Josephs Rugby Club","7656",NA
"st.mary's","St. Mary's Rugby Club; St.Mary's Rugby Club","7655",NA
"stade beaumontois","Stade beaumontois Lomagne rugby; Beaumont; Stade beaumontois; Stade Beaumontois","665",NA
"Stade Calédonien","Stade calédonien; ASS Stade Calédonien; Association Stade calédonien; SC","3075",NA
"stade domontois","Stade domontois rugby club; Domond; Domont; Domont RC; Domont rugby club; Domontois rugby club; Stade domontois; Stade Domontois; Stade domontois RC; Stade domontois Val-d'Oise; Stade Domontois Val D'oise; ドモン","668",NA
"Stade Foyen","Stade foyen rugby; Sainte-Foy-la-Grande; Stade foyen","3219",NA
"Stade Langonnais","Stade Langonnais; Langon; Stade langonnais; Stade langonnais rugby; Stade Langonnais Rugby","670",NA
"stade lavelanétien","Stade lavelanétien; Lavelanet; Rugby du Pays d'Olmes; Stade Lavelanétien","671",NA
"stade marseillais uc","Stade Marseillais UC; S.M.U.C.; SMUC; SMUC Marseille; Stade marseillais; Stade Marseillais U.C.; Stade Marseillais Université Club","4616",NA
"stade nantais rugby","Stade Nantais; Nantes; Nantes UC; S.N.U.C.; SNUC; Stade nantais; Stade nantais rugby; Stade nantais UC; Stade Nantais UC; Stade nantais université club","673",NA
"stade nayais","Stade nayais","3055",NA
"stade rouennais","Rouen Normandie Rugby; Les Lions; Racing Rugby Club de Rouen; RC Rouen; RNR; Rouen Normandie; Rouen NR; Rugby Club de Rouen; Rugby Club Rouen; Stade Rouen; Stade rouennais; Stade rouennais rugby; Stade rouennais rugby <; ルアンNR; ルーアン","678",NA
"stade union cavaillon","Stade union cavaillonnais; Cavaillon; Stade union cavaillon; SU Cavaillon","2189",NA
"stafford rfc","Stafford RFC","3985",NA
"Stallions Rugby Club","Coastal Stallions; Stallions; コースタル・スタリオンズ","477",NA
"star","Star Rugby Club; Invercargill Star; Star RC; Star RFC; Star Rugby Football Club","1841",NA
"stejarul buzău","SCM Gloria Buzău; Gloria Buzău; SCM Gloria Buzău Rugby Union; SCMグローリア・ブザウ; SCMグロリア・ブザウ; Sport Club Muncipial Gloria Buzău; Stejarul Buzău","2724",NA
"stellaland","Stellaland RC; Stellaland Rugby Club","7653",NA
"stirling county rfc","Stirling County RFC; Stirling County; Stirling County Rugby Football Club; Stirling Coutny RFC; Stirling Wolves; The County","680",NA
"Stirling HSFP","Stirling University RFC; Stirling HSFP; Stirling University RFC; Stirling University Rugby Football Club","3001",NA
"stoke","Stoke Rugby Club; Stoke RFC","6024",NA
"stoke rfc","Stoke Rugby Club; Stoke RFC","6024",NA
"Stoney Creek Camels RFC","Stoney Creek Camels RFC","7652",NA
"stoneygate fc","Stoneygate RFC; Stoneygate Rugby Football Club; Stoneygate FC","7651",NA
"Stoneygate FC","Stoneygate RFC; Stoneygate Rugby Football Club; Stoneygate FC","7651",NA
"Stow-on-the-Wold RFC","Stow-on-the-Wold RFC; Stow-on-the-Wold","4029",NA
"strasbourg","Rugby Club Strasbourg; FC Kronenbourg; Football Club Cronenbourg; Football Club de Cronenbourg; Racing Club Strasbourg rugby; RC Strasbourg; RCストラスブール; Rugby club Strasbourg; Rugby Club Strasbourg Alsace; Strasbourg AR","626",NA
"Strasbourg","Rugby Club Strasbourg; FC Kronenbourg; Football Club Cronenbourg; Football Club de Cronenbourg; Racing Club Strasbourg rugby; RC Strasbourg; RCストラスブール; Rugby club Strasbourg; Rugby Club Strasbourg Alsace; Strasbourg AR","626",NA
"Stratford RFC","Stratford RFC; Stratford Rugby Football Club","6005",NA
"strela-agro kazan rugby","AgroUniversity Kazan; Strela-Agro Kazan Rugby; Стрела-Агро; Strela; Strela-Agro Kazan; Strela Kazan; Агроуниверситет; Регбийный клуб Стрела Казань; ストレラ; ストレラ・カザン","402",NA
"stroud","Stroud RFC","4335",NA
"suburbs","Suburbs RFC; Suburbs; Suburbs Rugby; Christchurch Suburbs","5794",NA
"suburbs rfc","Suburbs RFC; Suburbs; Suburbs Rugby; Christchurch Suburbs","5794",NA
"Sulmona Rugby","Sulmona Rugby","5536",NA
"sumner","Sumner RFC; Sumner RC","5795",NA
"Surgères","SC Surgères","4491",NA
"sussex","Sussex Rugby Football Union Team; Sussex Rugby Football Union; Sussex","7650",NA
"Sussex","Sussex Rugby Football Union Team; Sussex Rugby Football Union; Sussex","7650",NA
"Sutton & Epsom RFC","Sutton & Epsom RFC; Sutton and Epsom RFC; Sutton and Epsom Rugby Union Football Club","1854",NA
"suva","Suva Capitals; Suva","4451",NA
"Suva","Suva Capitals; Suva","4451",NA
"suva colts","Suva Rugby Union Team; Suva Rugby; Suva Colts; スバ","6952",NA
"suva police","Suva Police","7649",NA
"Suva Rugby","Suva Rugby Union Team; Suva Rugby; Suva Colts; スバ","6952",NA
"Suva Rugby Union Team","Suva Rugby Union Team; Suva Rugby; Suva Colts; スバ","6952",NA
"Swanage and Wareham Rugby Club","Swanage & Wareham RFC; Swanage and Wareham Rugby Club; Swanage and Wareham RC","4133",NA
"Swansea RFC","Swansea RFC; Swansea; Swansea Rugby Football Club; The Whites; スウォンジー; スウォンジーRFC","150",NA
"Swansea Trinity","University of Wales Trinity Saint David; University of Wales Trinity; Swansea Trinity","7648",NA
"sweden u18","Sweden national under-18 rugby union team; Sweden -18; Sweden U18","7647",NA
"sydenham","Sydenham RFC; Sydenham; シドナムRFC","5796",NA
"Sydenham","Sydenham RFC; Sydenham; シドナムRFC","5796",NA
"Sydney Eastern Suburbs","Eastern Suburbs RUFC; Sydney Eastern Suburbs; Beasties; Beasts; Eastern Suburbs RFC; Eastern Suburbs Rugby; Eastern Suburbs Rugby Union Football Club; イースタンサバーブス; イースタンサバーブスRUFC","494",NA
"sydney irish","Sydney Irish RC","3968",NA
"Sydney RU Team","Sydney RU Team; Sydney Rugby Union; Sydney RU","7332",NA
"sydney welsh","Sydney Welsh","7646",NA
"Sylvania Bulldogs","Sylvania Bulldogs RC; Sylvania Bulldogs Rugby Club; Sylvania Rugby Club; Sylvania RC; Sylvania Bulldogs","7645",NA
"tadcaster rfc","Tadcaster RFC; Tadcaster","7644",NA
"Taieri","Taieri RFC","5939",NA
"Taieri RFC","Taieri RFC","5939",NA
"tailevu","Tailevu","4452",NA
"tailevu police","Tailevu Police Rugby; Tailevu Police","7643",NA
"Takapuna","Takapuna Rugby Football Club; Takapuna; Takapuna R.F.C; タカプナ","1866",NA
"Tala","Tala Rugby Club; RC Tala; Tala; Tala RC","1867",NA
"tala r.c","Tala Rugby Club; RC Tala; Tala; Tala RC","1867",NA
"tam nosibe","Tam Nosibe Rugby; Tam Nosibe","7642",NA
"taradale","Taradale Rugby and Sports Club; Taradale Rugby; Taradale","7641",NA
"Tarbes Pyrénées Rugby","Tarbes Pyrénées Rugby; Lannemezan-Tarbes; Lannemezan-Tarbes HP; Lannemezan Tarbes; Lannemezan Tarbes 65; Les Ours bigourdans; Les Ours bigourdans; Stade Tarbes PR; Stado Tarbes; Stado Tarbes PR; Stado Tarbes Pyrénées; Stado Tarbes Pyrénées Rugby; Stadoceste tarbais; Stadoceste Tarbais; Stadoceste tarbais rés.; Tarbes; Tarbes-Lannemezan HP; Tarbes PR; Tarbes Pyrénées; Tarbes Pyrenees Rugby; Tarbes Pyrénées rugby; Tarbes Rugby; TPR; スタッド・タルブ; スタド・タルブ・ピレネー・ラグビー; タルブ","89",NA
"tarvisium","Ruggers Tarvisium; A. S. Tarvisium ruggers 69; A.S. Rugby Tarvisium; A.S. Tarvisium ruggers 69; AS Ruggers Tarvisium; Associazione Sportiva Ruggers Tarvisium; Rugby Tarvisium; Tarvisium","793",NA
"tatami rugby club","Tatami Rugby Club; Tatami; タタミ","6954",NA
"taupo united","Taupo United","7640",NA
"tauranga","Tauranga Sports Club; Tauranga; Tauranga Sports; Tauranga Sports Rugby Club; Tauranga SC","5742",NA
"Tauranga","Tauranga Sports Club; Tauranga; Tauranga Sports; Tauranga Sports Rugby Club; Tauranga SC","5742",NA
"Tauranga Sports","Tauranga Sports Club; Tauranga; Tauranga Sports; Tauranga Sports Rugby Club; Tauranga SC","5742",NA
"tauranga sports rugby club","Tauranga Sports Club; Tauranga; Tauranga Sports; Tauranga Sports Rugby Club; Tauranga SC","5742",NA
"tawa","Tawa RFC","6088",NA
"Tawa","Tawa RFC","6088",NA
"TB Rohrbach","TB Rohrbach; Turnerbund Rohrbach; TBR","7639",NA
"tbr","TB Rohrbach; Turnerbund Rohrbach; TBR","7639",NA
"Te Aroha COBRAS","Te Aroha Cobras; Te Aroha","7849",NA
"te atatu","Te Atatu Rugby; Te Atatu","7474",NA
"te awamutu","Te Awamutu Rugby Sports Club; Te Awamutu Sports Rugby Club; Te Awamutu Sports & Recreation Club; Te Awamutu","7638",NA
"Te Awamutu","Te Awamutu Rugby Sports Club; Te Awamutu Sports Rugby Club; Te Awamutu Sports & Recreation Club; Te Awamutu","7638",NA
"Te Kauwhata RSC","Te Kauwhata RC; Te Kauwhata Rugby Sports Club; Te Kauwhata RSC","5816",NA
"te puke","Te Puke Sports & Recreation Club; Te Puke; Te Puke Sports","5743",NA
"te puke sports","Te Puke Sports & Recreation Club; Te Puke; Te Puke Sports","5743",NA
"Te Puke Sports","Te Puke Sports & Recreation Club; Te Puke; Te Puke Sports","5743",NA
"teikyo university rfc","Teikyo University Rugby Football Club; Université Teikyō; 帝京大学; 帝京大学ラグビー部","2068",NA
"Teikyo University RFC","Teikyo University Rugby Football Club; Université Teikyō; 帝京大学; 帝京大学ラグビー部","2068",NA
"tempe old devils","Tempe Rugby Club; Tempe RC; Tempe RFC; Tempe Old Devils","7337",NA
"Tempe RFC","Tempe Rugby Club; Tempe RC; Tempe RFC; Tempe Old Devils","7337",NA
"Tenby RFC","Tenby United RFC; Seasiders; Tenby United Rugby Football Club; Tenby","1878",NA
"Terenure College RFC","Terenure College RFC; Terenure College Rugby Football Club; テレニュアカレッジ","694",NA
"terrasson","Union Sportive Cublac Terrasson; US Cublac Terrasson; US Terrasson; Terrasson","4765",NA
