,wiki_name,wpPage,stintType,timePeriod,teamName,matchesPlayed,pointsScored
6337,Sébastien Loubsens,https://en.wikipedia.org/wiki/S%C3%A9bastien_Loubsens,international,1999-2005,spain,0,25
6338,Michael Vermaak,https://en.wikipedia.org/wiki/Michael_Vermaak,amateur,"2011, 2014-present",despatch,0,15
6339,Michael Vermaak,https://en.wikipedia.org/wiki/Michael_Vermaak,senior_club,2002-2004,free state cheetahs,0,5
6340,Michael Vermaak,https://en.wikipedia.org/wiki/Michael_Vermaak,senior_club,"2001, 2005-2006, 2008-2009",mighty elephants,0,25
6341,Michael Vermaak,https://en.wikipedia.org/wiki/Michael_Vermaak,senior_club,2006-2007,falcons,0,15
6342,Michael Vermaak,https://en.wikipedia.org/wiki/Michael_Vermaak,senior_club,2012-present,swd eagles,0,10
6343,Michael Vermaak,https://en.wikipedia.org/wiki/Michael_Vermaak,international,2009,southern kings,0,0
6344,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,amateur,2008-2012,gold coast breakers,0,0
6345,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,amateur,2013-2016,bond university,0,0
6346,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,senior_club,2016,queensland country,0,0
6347,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,senior_club,2008-2016,reds,0,10
6348,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,senior_club,2017,force,0,5
6349,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,senior_club,2018-2019,rebels,0,0
6350,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,international,2010,wallabies,0,0
6351,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,international,2007-2008,australia u-20,0,0
6352,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,international,2006,australia u-19,0,0
6353,Ben Daley,https://en.wikipedia.org/wiki/Ben_Daley,international,2005,australia schoolboys,0,0
6354,Tavite Lopeti,https://en.wikipedia.org/wiki/Tavite_Lopeti,amateur,2024,mystic river rugby club,0,0
6355,Tavite Lopeti,https://en.wikipedia.org/wiki/Tavite_Lopeti,senior_club,2022-2024,seattle seawolves,0,40
6356,Tavite Lopeti,https://en.wikipedia.org/wiki/Tavite_Lopeti,senior_club,2025-,san diego legion,0,0
6357,Tavite Lopeti,https://en.wikipedia.org/wiki/Tavite_Lopeti,international,2021-,united states,0,15
6358,Joe McDonnell,https://en.wikipedia.org/wiki/Joe_McDonnell_(rugby_union),amateur,1994,zingarei-richmond,0,0
6359,Joe McDonnell,https://en.wikipedia.org/wiki/Joe_McDonnell_(rugby_union),senior_club,2006/07 -,newcastle falcons,0,10
6360,Joe McDonnell,https://en.wikipedia.org/wiki/Joe_McDonnell_(rugby_union),senior_club,1998-2003,otago,0,20
6361,Joe McDonnell,https://en.wikipedia.org/wiki/Joe_McDonnell_(rugby_union),senior_club,2000,southland,0,0
6362,Joe McDonnell,https://en.wikipedia.org/wiki/Joe_McDonnell_(rugby_union),senior_club,2004-2006,wellington,0,0
6363,Joe McDonnell,https://en.wikipedia.org/wiki/Joe_McDonnell_(rugby_union),senior_club,1999-2003,highlanders,0,5
6364,Joe McDonnell,https://en.wikipedia.org/wiki/Joe_McDonnell_(rugby_union),senior_club,2004-2006,hurricanes,0,0
6365,Joe McDonnell,https://en.wikipedia.org/wiki/Joe_McDonnell_(rugby_union),international,2002,new zealand,0,5
6366,Alex Laidlaw,https://en.wikipedia.org/wiki/Alex_Laidlaw,amateur,1897,hawick,0,0
6367,Alex Laidlaw,https://en.wikipedia.org/wiki/Alex_Laidlaw,senior_club,1897,south of scotland,0,0
6368,Alex Laidlaw,https://en.wikipedia.org/wiki/Alex_Laidlaw,international,1897,scotland,0,0
6369,Dave Howie,https://en.wikipedia.org/wiki/Dave_Howie,amateur,1908-14,kirkcaldy,0,0
6370,Dave Howie,https://en.wikipedia.org/wiki/Dave_Howie,senior_club,1910,north of scotland district,0,0
6371,Dave Howie,https://en.wikipedia.org/wiki/Dave_Howie,senior_club,1910,midlands district,0,0
6372,Dave Howie,https://en.wikipedia.org/wiki/Dave_Howie,international,1912-13,scotland,0,0
6373,Mark Best,https://en.wikipedia.org/wiki/Mark_Best_(rugby_union),amateur,2022-,ballynahinch,0,0
6374,Mark Best,https://en.wikipedia.org/wiki/Mark_Best_(rugby_union),senior_club,2015-2017,ulster,0,16
6375,Mark Best,https://en.wikipedia.org/wiki/Mark_Best_(rugby_union),senior_club,2017-2020,jersey reds,0,25
6376,Mark Best,https://en.wikipedia.org/wiki/Mark_Best_(rugby_union),senior_club,2020-2022,doncaster knights,0,0
6377,Mark Best,https://en.wikipedia.org/wiki/Mark_Best_(rugby_union),international,2012-2013,ireland u18s,0,0
6378,William Norton,https://en.wikipedia.org/wiki/William_Norton_(rugby_union),amateur,-,cardiff rfc,0,0
6379,Rab Bruce Lockhart,https://en.wikipedia.org/wiki/Rab_Bruce_Lockhart,amateur,-,london scottish,0,0
6380,Rab Bruce Lockhart,https://en.wikipedia.org/wiki/Rab_Bruce_Lockhart,senior_club,1938,scotland probables,0,0
6381,Rab Bruce Lockhart,https://en.wikipedia.org/wiki/Rab_Bruce_Lockhart,senior_club,1938,scotland possibles,0,0
6382,Rab Bruce Lockhart,https://en.wikipedia.org/wiki/Rab_Bruce_Lockhart,international,1937-39,scotland,0,0
6383,Callum Reid,"https://en.wikipedia.org/wiki/Callum_Reid_(rugby_union,_born_1999)",amateur,2021-23,banbridge,0,0
6384,Callum Reid,"https://en.wikipedia.org/wiki/Callum_Reid_(rugby_union,_born_1999)",senior_club,2020-,ulster,0,10
6385,Callum Reid,"https://en.wikipedia.org/wiki/Callum_Reid_(rugby_union,_born_1999)",senior_club,2020,→munster(loan),0,0
6386,Callum Reid,"https://en.wikipedia.org/wiki/Callum_Reid_(rugby_union,_born_1999)",international,2019,ireland u20,0,5
6387,Callum Reid,"https://en.wikipedia.org/wiki/Callum_Reid_(rugby_union,_born_1999)",international,2022,emerging ireland,0,0
6388,Owen Badger,https://en.wikipedia.org/wiki/Owen_Badger,amateur,-,seaside stars,0,0
6389,Owen Badger,https://en.wikipedia.org/wiki/Owen_Badger,amateur,0-1897,llanelli rfc,0,0
6390,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,amateur,2000-2001,ngongotaha,0,0
6391,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,amateur,2001-2003,east coast bays,0,0
6392,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,senior_club,2003-04,northampton,0,0
6393,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,senior_club,2004-05,bourgoin,0,0
6394,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,senior_club,2005-13,worcester,0,5
6395,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,senior_club,1998-2000,auckland,0,0
6396,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,senior_club,2000-2001,bay of plenty,0,0
6397,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,senior_club,2001-2003,north harbour,0,0
6398,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,senior_club,2001,blues,0,0
6399,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,senior_club,2003,chiefs,0,0
6400,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,international,1998-2012,tonga,0,12
6401,Tevita Taumoepeau,https://en.wikipedia.org/wiki/Tevita_Taumoepeau,international,2004-2006,pacific islanders,0,0
6402,Pumlani Nodikida,https://en.wikipedia.org/wiki/Phumlani_Nodikida,amateur,sa amateur,sa kings,0,0
6403,Pumlani Nodikida,https://en.wikipedia.org/wiki/Phumlani_Nodikida,senior_club,2006,mighty elephants,0,0
6404,Pumlani Nodikida,https://en.wikipedia.org/wiki/Phumlani_Nodikida,senior_club,2007,eastern province kings,0,0
6405,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,amateur,2013-2018,sydney university,0,20
6406,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,senior_club,2014-2019,waratahs,0,5
6407,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,senior_club,2014−2016,sydney stars,0,0
6408,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,senior_club,2016-2019,nsw country eagles,0,10
6409,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,senior_club,2019-2022,stade francais,0,30
6410,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,senior_club,2023,waratahs,0,0
6411,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,senior_club,2023-,montpellier,0,0
6412,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,international,2012-2013,australia u20,0,10
6413,Tolu Latu,https://en.wikipedia.org/wiki/Tolu_Latu,international,2016-2021,australia,0,10
6414,John Buchanan,https://en.wikipedia.org/wiki/John_Buchanan_(rugby_union),amateur,-,stewart's college fp,0,0
6415,John Buchanan,https://en.wikipedia.org/wiki/John_Buchanan_(rugby_union),senior_club,1919,edinburgh district,0,0
6416,John Buchanan,https://en.wikipedia.org/wiki/John_Buchanan_(rugby_union),senior_club,1920,cities district,0,0
6417,John Buchanan,https://en.wikipedia.org/wiki/John_Buchanan_(rugby_union),senior_club,1921,scotland probables,0,0
6418,John Buchanan,https://en.wikipedia.org/wiki/John_Buchanan_(rugby_union),international,1921-25,scotland,0,3
6419,Cameron Little,https://en.wikipedia.org/wiki/Cameron_Little,amateur,-,glasgow hawks,0,0
6420,Cameron Little,https://en.wikipedia.org/wiki/Cameron_Little,amateur,-,glasgow high kelvinside,0,0
6421,Cameron Little,https://en.wikipedia.org/wiki/Cameron_Little,senior_club,1996-99,glasgow warriors,0,15
6422,Denis Coulson,https://en.wikipedia.org/wiki/Denis_Coulson,amateur,2017-2018,lansdowne,0,0
6423,Denis Coulson,https://en.wikipedia.org/wiki/Denis_Coulson,amateur,2021-2022,bective rangers,0,0
6424,Denis Coulson,https://en.wikipedia.org/wiki/Denis_Coulson,senior_club,2014-2017,grenoble,0,0
6425,Denis Coulson,https://en.wikipedia.org/wiki/Denis_Coulson,senior_club,2017-2018,connacht,0,0
6426,Denis Coulson,https://en.wikipedia.org/wiki/Denis_Coulson,senior_club,2018-2019,stade français,0,0
6427,Denis Coulson,https://en.wikipedia.org/wiki/Denis_Coulson,senior_club,2019-2020,carcassonne,0,5
6428,Rory Scholes,https://en.wikipedia.org/wiki/Rory_Scholes,amateur,2011-2016,belfast harlequins,0,0
6429,Rory Scholes,https://en.wikipedia.org/wiki/Rory_Scholes,amateur,2016-2017,gala,0,0
6430,Rory Scholes,https://en.wikipedia.org/wiki/Rory_Scholes,senior_club,2013-2016,ulster,0,25
6431,Rory Scholes,https://en.wikipedia.org/wiki/Rory_Scholes,senior_club,2016-2017,edinburgh,0,10
6432,Rory Scholes,https://en.wikipedia.org/wiki/Rory_Scholes,senior_club,2017-2018,connacht,0,0
6433,Rory Scholes,https://en.wikipedia.org/wiki/Rory_Scholes,senior_club,2018-2020,brive,0,10
6434,Rory Scholes,https://en.wikipedia.org/wiki/Rory_Scholes,international,2010-2011,ireland u18,0,0
6435,Rory Scholes,https://en.wikipedia.org/wiki/Rory_Scholes,international,2013,ireland u20,0,33
6436,Fred Andrews,https://en.wikipedia.org/wiki/Fred_Andrews_(rugby_union),amateur,-,swansea rfc,0,0
6437,Roman Salanoa,https://en.wikipedia.org/wiki/Roman_Salanoa,amateur,2017-2020,old belvedere,0,0
6438,Roman Salanoa,https://en.wikipedia.org/wiki/Roman_Salanoa,amateur,2020-,shannon,0,0
6439,Roman Salanoa,https://en.wikipedia.org/wiki/Roman_Salanoa,senior_club,2019-2020,leinster,0,0
6440,Roman Salanoa,https://en.wikipedia.org/wiki/Roman_Salanoa,senior_club,2020-,munster,0,10
6441,Roman Salanoa,https://en.wikipedia.org/wiki/Roman_Salanoa,international,2016,united states u20,0,0
6442,Roman Salanoa,https://en.wikipedia.org/wiki/Roman_Salanoa,international,2022,emerging ireland,0,0
6443,Mark Wilkinson,https://en.wikipedia.org/wiki/Mark_Wilkinson_(rugby_union),amateur,2001-2002,darlington mowden park,0,15
6444,Mark Wilkinson,https://en.wikipedia.org/wiki/Mark_Wilkinson_(rugby_union),senior_club,2002-2006,newcastle falcons,0,5
6445,Leonard West,https://en.wikipedia.org/wiki/Leonard_West_(rugby_union),amateur,- 1903,edinburgh university,0,0
6446,Leonard West,https://en.wikipedia.org/wiki/Leonard_West_(rugby_union),amateur,-,carlisle,0,0
6447,Leonard West,https://en.wikipedia.org/wiki/Leonard_West_(rugby_union),amateur,-,london scottish,0,0
6448,Leonard West,https://en.wikipedia.org/wiki/Leonard_West_(rugby_union),amateur,-,west hartlepool,0,0
6449,Leonard West,https://en.wikipedia.org/wiki/Leonard_West_(rugby_union),senior_club,1902,edinburgh district,0,0
6450,Leonard West,https://en.wikipedia.org/wiki/Leonard_West_(rugby_union),senior_club,1903,cities district,0,0
6451,Leonard West,https://en.wikipedia.org/wiki/Leonard_West_(rugby_union),senior_club,1904,anglo-scots,0,0
6452,Leonard West,https://en.wikipedia.org/wiki/Leonard_West_(rugby_union),international,1903-06,scotland,0,0
6453,Brendan Foley,https://en.wikipedia.org/wiki/Brendan_Foley_(rugby_union),amateur,-,shannon,0,0
6454,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),amateur,-,san fernando,0,0
6455,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),senior_club,1999-2000,agen,0,0
6456,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),senior_club,2000-2002,worcester warriors,0,0
6457,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),senior_club,2002-2004,perpignan,0,0
6458,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),senior_club,2004-2005,ca brive,0,0
6459,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),senior_club,2005-2008,leicester tigers,0,0
6460,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),senior_club,2008-2009,rugby calvisano,0,0
6461,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),senior_club,2009-2010,leeds carnegie,0,0
6462,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),international,1998,argentina,0,0
6463,Alex Moreno,https://en.wikipedia.org/wiki/Alex_Moreno_(rugby_union),international,1999-,italy,0,0
6464,Jeremy Campbell-Lamerton,https://en.wikipedia.org/wiki/Jeremy_Campbell-Lamerton,amateur,-,london scottish,0,0
6465,Jim Greenwood,https://en.wikipedia.org/wiki/Jim_Greenwood_(rugby_union),amateur,-,perthshire academicals,0,0
6466,Jim Greenwood,https://en.wikipedia.org/wiki/Jim_Greenwood_(rugby_union),amateur,-,rafru,0,0
6467,Jim Greenwood,https://en.wikipedia.org/wiki/Jim_Greenwood_(rugby_union),senior_club,-,north and midlands,0,0
6468,Jim Greenwood,https://en.wikipedia.org/wiki/Jim_Greenwood_(rugby_union),international,1952-1959,scotland,0,0
6469,Jim Greenwood,https://en.wikipedia.org/wiki/Jim_Greenwood_(rugby_union),international,1955,british lions,0,0
6470,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,amateur,2013-14,havelock sports club,0,0
6471,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,senior_club,2007-08,ospreys,0,0
6472,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,senior_club,2008-10,suntory sungoliath,0,0
6473,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,senior_club,2010-11,ricoh black rams,0,10
6474,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,senior_club,1999-2000,otago,0,0
6475,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,senior_club,2000-07,southland,0,80
6476,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,senior_club,2012,northland,0,0
6477,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,senior_club,2013,southland,0,5
6478,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,international,2006-08,pacific islanders,0,0
6479,Hale T-Pole,https://en.wikipedia.org/wiki/Hale_T-Pole,international,2007-,tonga,0,10
6480,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,amateur,2010-2012,up tuks,0,40
6481,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,senior_club,2010,blue bulls,0,20
6482,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,senior_club,2010,bulls,0,0
6483,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,senior_club,2012-2013,golden lions,0,25
6484,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,senior_club,2013-2014,golden lions xv,0,10
6485,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,senior_club,2013,lions,0,0
6486,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,senior_club,2015-2017,pumas,0,5
6487,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,international,2007,s.a. schools,0,0
6488,Deon Helberg,https://en.wikipedia.org/wiki/Deon_Helberg,international,2009,south africa sevens,0,0
6489,Wynand Claassen,https://en.wikipedia.org/wiki/Wynand_Claassen,amateur,1976-80,university of pretoria,0,0
6490,Wynand Claassen,https://en.wikipedia.org/wiki/Wynand_Claassen,amateur,1981-85,university of natal,0,0
6491,Wynand Claassen,https://en.wikipedia.org/wiki/Wynand_Claassen,senior_club,-,natal,0,0
6492,Wynand Claassen,https://en.wikipedia.org/wiki/Wynand_Claassen,international,1981-82,springboks,0,0
6493,David Jamieson,https://en.wikipedia.org/wiki/David_Jamieson_(rugby_union),amateur,-,stirling county,0,0
6494,David Jamieson,https://en.wikipedia.org/wiki/David_Jamieson_(rugby_union),amateur,-,club olympique creusot bourgogne,0,0
6495,David Jamieson,https://en.wikipedia.org/wiki/David_Jamieson_(rugby_union),amateur,-,west of scotland,0,0
6496,David Jamieson,https://en.wikipedia.org/wiki/David_Jamieson_(rugby_union),amateur,-,ayr rfc,0,0
6497,David Jamieson,https://en.wikipedia.org/wiki/David_Jamieson_(rugby_union),amateur,-,glasgow hutchesons aloysians,0,0
6498,David Jamieson,https://en.wikipedia.org/wiki/David_Jamieson_(rugby_union),amateur,-,falkirk rfc,0,0
6499,David Jamieson,https://en.wikipedia.org/wiki/David_Jamieson_(rugby_union),amateur,-,grangemouth stags,0,0
6500,David Jamieson,https://en.wikipedia.org/wiki/David_Jamieson_(rugby_union),senior_club,1997-98,glasgow warriors,0,0
6501,Roger Cuthbert Wakefield,https://en.wikipedia.org/wiki/Roger_Cuthbert_Wakefield,amateur,1926,cambridge university rufc,0,0
6502,Roger Cuthbert Wakefield,https://en.wikipedia.org/wiki/Roger_Cuthbert_Wakefield,amateur,c.1927,harlequin fc,0,0
6503,Jeremy Loughman,https://en.wikipedia.org/wiki/Jeremy_Loughman,amateur,2014-2018,ucd,0,0
6504,Jeremy Loughman,https://en.wikipedia.org/wiki/Jeremy_Loughman,amateur,2018-,garryowen,0,0
6505,Jeremy Loughman,https://en.wikipedia.org/wiki/Jeremy_Loughman,senior_club,2016,leinster,0,0
6506,Jeremy Loughman,https://en.wikipedia.org/wiki/Jeremy_Loughman,senior_club,2017-,munster,0,30
6507,Jeremy Loughman,https://en.wikipedia.org/wiki/Jeremy_Loughman,international,2015,ireland u20,0,0
6508,Jeremy Loughman,https://en.wikipedia.org/wiki/Jeremy_Loughman,international,2022,ireland a,0,0
6509,Jeremy Loughman,https://en.wikipedia.org/wiki/Jeremy_Loughman,international,2022-,ireland,0,0
6510,Jeremy Ward,https://en.wikipedia.org/wiki/Jeremy_Ward_(rugby_union),amateur,2016,nmmu madibaz,0,0
6511,Jeremy Ward,https://en.wikipedia.org/wiki/Jeremy_Ward_(rugby_union),senior_club,2016,eastern province kings,0,5
6512,Jeremy Ward,https://en.wikipedia.org/wiki/Jeremy_Ward_(rugby_union),senior_club,2016,southern kings,0,0
6513,Jeremy Ward,https://en.wikipedia.org/wiki/Jeremy_Ward_(rugby_union),senior_club,2017-2022,sharks,0,30
6514,Jeremy Ward,https://en.wikipedia.org/wiki/Jeremy_Ward_(rugby_union),senior_club,2017-2022,sharks (currie cup),0,65
6515,Jeremy Ward,https://en.wikipedia.org/wiki/Jeremy_Ward_(rugby_union),senior_club,2018-2019,sharks xv,0,35
6516,Jeremy Ward,https://en.wikipedia.org/wiki/Jeremy_Ward_(rugby_union),senior_club,2022-,stade français,0,35
6517,Jeremy Ward,https://en.wikipedia.org/wiki/Jeremy_Ward_(rugby_union),international,2016,south africa under-20,0,10
6518,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,amateur,2010,up tuks,0,0
6519,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,amateur,2013,uj,0,15
6520,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,senior_club,2010,blue bulls,0,0
6521,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,senior_club,2011,golden lions xv,0,0
6522,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,senior_club,2012-2013,free state cheetahs,0,5
6523,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,senior_club,2013-2014,griffons,0,25
6524,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,senior_club,2014,→free state cheetahs,0,0
6525,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,senior_club,2015-2019,griquas,0,90
6526,AJ le Roux,https://en.wikipedia.org/wiki/AJ_le_Roux,senior_club,2020-2021,pumas,0,5
6527,Eric Young,https://en.wikipedia.org/wiki/Eric_Young_(rugby_union),amateur,-,hartlepool rovers,0,0
6528,Eric Young,https://en.wikipedia.org/wiki/Eric_Young_(rugby_union),amateur,-,durham university,0,0
6529,Eric Young,https://en.wikipedia.org/wiki/Eric_Young_(rugby_union),senior_club,-,durham county,0,0
6530,Eric Young,https://en.wikipedia.org/wiki/Eric_Young_(rugby_union),senior_club,1912,whites trial,0,0
6531,Eric Young,https://en.wikipedia.org/wiki/Eric_Young_(rugby_union),international,1911,scotland,0,0
6532,Johnny O'Connor,https://en.wikipedia.org/wiki/Johnny_O%27Connor,amateur,-,corinthians,0,0
6533,Johnny O'Connor,https://en.wikipedia.org/wiki/Johnny_O%27Connor,senior_club,2000-2003,connacht,0,20
6534,Johnny O'Connor,https://en.wikipedia.org/wiki/Johnny_O%27Connor,senior_club,2003-2007,wasps,0,45
6535,Johnny O'Connor,https://en.wikipedia.org/wiki/Johnny_O%27Connor,senior_club,2007-2013,connacht,0,35
6536,Johnny O'Connor,https://en.wikipedia.org/wiki/Johnny_O%27Connor,international,2001-2008,ireland a,0,5
6537,Johnny O'Connor,https://en.wikipedia.org/wiki/Johnny_O%27Connor,international,2004-2006,ireland,0,5
6538,Frank Guthrie,https://en.wikipedia.org/wiki/Frank_Guthrie_(rugby_union),amateur,-,villager football club,0,0
6539,Frank Guthrie,https://en.wikipedia.org/wiki/Frank_Guthrie_(rugby_union),senior_club,1889-1892,western province,0,0
6540,Frank Guthrie,https://en.wikipedia.org/wiki/Frank_Guthrie_(rugby_union),senior_club,1893-1896,eastern province,0,0
6541,Frank Guthrie,https://en.wikipedia.org/wiki/Frank_Guthrie_(rugby_union),international,1891-96,south africa,0,0
6542,Bill Cuthbertson,https://en.wikipedia.org/wiki/Bill_Cuthbertson,amateur,1980,kilmarnock rfc,0,0
6543,Bill Cuthbertson,https://en.wikipedia.org/wiki/Bill_Cuthbertson,amateur,1984,harlequin f.c.,0,0
6544,Donald Scott,https://en.wikipedia.org/wiki/Donald_Scott_(rugby_union),amateur,-,watsonians,0,0
6545,Donald Scott,https://en.wikipedia.org/wiki/Donald_Scott_(rugby_union),senior_club,-,edinburgh district,0,0
6546,Donald Scott,https://en.wikipedia.org/wiki/Donald_Scott_(rugby_union),international,1950-53,scotland,0,0
6547,Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea,amateur,1984,wanganui collegiate,0,0
6548,Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea,amateur,1985,college ob,0,0
6549,Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea,amateur,1992,helensville,0,0
6550,Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea,senior_club,1986-2002,marist st. joseph,0,0
6551,Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea,senior_club,1984,wanganui,0,0
6552,Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea,senior_club,1985,wellington,0,0
6553,Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea,senior_club,1992,north harbour,0,0
6554,Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea,international,1991-1995,samoa,0,25
6555,Ashley Bond,https://en.wikipedia.org/wiki/Ashley_Bond,amateur,-,sportive ortheziene,0,0
6556,Ashley Bond,https://en.wikipedia.org/wiki/Ashley_Bond,amateur,-,inishowen,0,0
6557,Ashley Bond,https://en.wikipedia.org/wiki/Ashley_Bond,amateur,-,city of derry r.f.c.,0,0
6558,Ashley Bond,https://en.wikipedia.org/wiki/Ashley_Bond,amateur,-,kowloon,0,0
6559,Ashley Bond,https://en.wikipedia.org/wiki/Ashley_Bond,senior_club,1999-2000,glasgow warriors,0,0
6560,Arthur Smith,https://en.wikipedia.org/wiki/Arthur_Smith_(rugby_union),amateur,-,glasgow university,0,0
6561,Arthur Smith,https://en.wikipedia.org/wiki/Arthur_Smith_(rugby_union),amateur,-,london scottish,0,0
6562,Arthur Smith,https://en.wikipedia.org/wiki/Arthur_Smith_(rugby_union),amateur,-,gosforth,0,0
6563,Arthur Smith,https://en.wikipedia.org/wiki/Arthur_Smith_(rugby_union),amateur,-,ebbw vale,0,0
6564,Arthur Smith,https://en.wikipedia.org/wiki/Arthur_Smith_(rugby_union),amateur,-,edinburgh wanderers,0,0
6565,Arthur Smith,https://en.wikipedia.org/wiki/Arthur_Smith_(rugby_union),amateur,-,barbarians,0,0
6566,David Jenkins,"https://en.wikipedia.org/wiki/David_Jenkins_(rugby,_born_1904)",amateur,1924-1929,swansea rfc,0,0
6567,Leonard Haigh,https://en.wikipedia.org/wiki/Leonard_Haigh,amateur,1911,barbarians,0,0
6568,Gouws Prinsloo,https://en.wikipedia.org/wiki/Gouws_Prinsloo,amateur,2014,ufs shimlas,0,54
6569,Gouws Prinsloo,https://en.wikipedia.org/wiki/Gouws_Prinsloo,senior_club,2011-2013,sharks xv,0,181
6570,Gouws Prinsloo,https://en.wikipedia.org/wiki/Gouws_Prinsloo,senior_club,2011-2012,sharks (currie cup),0,0
6571,Gouws Prinsloo,https://en.wikipedia.org/wiki/Gouws_Prinsloo,senior_club,2013-2016,griquas,0,377
6572,Gouws Prinsloo,https://en.wikipedia.org/wiki/Gouws_Prinsloo,senior_club,2014,cheetahs,0,0
6573,Gouws Prinsloo,https://en.wikipedia.org/wiki/Gouws_Prinsloo,senior_club,2016-present,bobigny,0,0
6574,Peter Jones,"https://en.wikipedia.org/wiki/Peter_Jones_(rugby_union,_born_1963)",amateur,1982-1997,gloucester,0,0
6575,Peter Jones,"https://en.wikipedia.org/wiki/Peter_Jones_(rugby_union,_born_1963)",senior_club,1990-,anglo-scots,0,0
