name,url
ToleafoaAleki Toleafoa,https://en.wikipedia.org/w/index.php?title=Aleki_Toleafoa&action=edit&redlink=1
ToneFano Tone,https://en.wikipedia.org/w/index.php?title=Fano_Tone&action=edit&redlink=1
SchusterMussolini Schuster,https://en.wikipedia.org/w/index.php?title=Mussolini_Schuster&action=edit&redlink=1
MikaAnthony Mika,https://en.wikipedia.org/w/index.php?title=Anthony_Mika&action=edit&redlink=1
Lafaiali'iLeo Lafaiali'i,https://en.wikipedia.org/wiki/Leo_Lafaiali%27i
SegiPatrick Segi,https://en.wikipedia.org/wiki/Patrick_Segi
TiatiaAce Tiatia,https://en.wikipedia.org/wiki/Ace_Tiatia
WilliamsHery Williams,https://en.wikipedia.org/w/index.php?title=Hery_Williams&action=edit&redlink=1
LeupoluTamato Leupolu,https://en.wikipedia.org/wiki/Tamato_Leupolu
MeredithJonathan Meredith,https://en.wikipedia.org/wiki/Jonathan_Meredith_(rugby_union)
StowersGeorge Stowers,https://en.wikipedia.org/wiki/George_Stowers
TomuliJeremy Tomuli,https://en.wikipedia.org/wiki/Jeremy_Tomuli
VailiSiaosi Vaili,https://en.wikipedia.org/wiki/Siaosi_Vaili
ViliamuKitiona Viliamu,https://en.wikipedia.org/wiki/Kitiona_Viliamu
LalomiloFa'amaoni Lalomilo,https://en.wikipedia.org/w/index.php?title=Fa%27amaoni_Lalomilo&action=edit&redlink=1
ManuCarl Manu,https://en.wikipedia.org/wiki/Carl_Manu
TuilagiHenry Tuilagi,https://en.wikipedia.org/wiki/Henry_Tuilagi
TuilagiAlesana Tuilagi,https://en.wikipedia.org/wiki/Alesana_Tuilagi
Fa'asavaluMaurie Fa'asavalu,https://en.wikipedia.org/wiki/Maurie_Fa%27asavalu
TapeluPonali Tapelu,https://en.wikipedia.org/w/index.php?title=Ponali_Tapelu&action=edit&redlink=1
Fanu'atanuRon Fanuatanu,https://en.wikipedia.org/wiki/Ron_Fanuatanu
FiliFa'atonu Fili,https://en.wikipedia.org/wiki/Fa%27atonu_Fili
RasmussenDale Rasmussen,https://en.wikipedia.org/wiki/Dale_Rasmussen
ElisaraGaolo Elisara,https://en.wikipedia.org/w/index.php?title=Gaolo_Elisara&action=edit&redlink=1
Tuiavi'iDes Tuiavi'i,https://en.wikipedia.org/wiki/Des_Tuiavi%27i
